form	lemma	POS	morph	treated_token
cunctatio	cunctatio	NOMcom	Case=Nom|Numb=Sing	cunctatio
-ne	ne2	CONcoo	MORPH=empty	-ne
adserendo	assero?	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act	adserendo
.	.	PUNC	MORPH=empty	.
Ac	ac1	CONcoo	MORPH=empty	ac
primum	primum	ADJadv.ord	Deg=Sup	primum
illud	ille	PROdem	Case=Acc|Numb=Sing	illud
uideamus	uideo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	uideamus
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
scriptum	scribo	VER	Case=Nom|Numb=Sing|Voice=Pass	scriptum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
flauit	flo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	flauit
uel	uel2	CONcoo	MORPH=empty	uel
sufflauit	sufflo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	sufflauit
in	in	PRE	MORPH=empty	in
faciem	facies	NOMcom	Case=Acc|Numb=Sing	faciem
eius	is	PROdem	Case=Gen|Numb=Sing	eius
flatum	flatum	NOMcom	Case=Acc|Numb=Sing	flatum
uitae	uita	NOMcom	Case=Gen|Numb=Sing	uitae
.	.	PUNC	MORPH=empty	.
nonnulli	nonnullus	PROind	Case=Nom|Numb=Plur	nonnulli
enim	enim2	CONcoo	MORPH=empty	enim
codices	caudex	NOMcom	Case=Nom|Numb=Plur	codices
habent	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	habent
spirauit	spiro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	spirauit
uel	uel2	CONcoo	MORPH=empty	uel
inspirauit	inspiro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	inspirauit
in	in	PRE	MORPH=empty	in
faciem	facies	NOMcom	Case=Acc|Numb=Sing	faciem
eius	is	PROdem	Case=Gen|Numb=Sing	eius
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
cum	cum3	CONsub	MORPH=empty	cum
graeci	graecus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	graeci
habeant	habeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	habeant
svstpoairjasv	sustpoaeriasus	NOMcom	Case=Abl|Numb=Sing	sustpoairiasu
non	non	ADVneg	MORPH=empty	non
dubitatur	dubito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	dubitatur
flauit	flo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	flauit
uel	uel1	ADV	MORPH=empty	uel
sufflauit	sufflo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	sufflauit
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
dicendum	dico?	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	dicendum
.	.	PUNC	MORPH=empty	.
quaerebamus	quaero	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=1	quaerebamus
autem	autem	CONcoo	MORPH=empty	autem
in	in	PRE	MORPH=empty	in
superiore	superus	ADJqua	Case=Abl|Numb=Sing|Deg=Comp	superiore
sermone	sermo	NOMcom	Case=Abl|Numb=Sing	sermone
de	de	PRE	MORPH=empty	de
manibus	manus1	NOMcom	Case=Abl|Numb=Plur	manibus
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
cum	cum3	CONsub	MORPH=empty	cum
homo	homo	NOMcom	Case=Nom|Numb=Sing	homo
de	de	PRE	MORPH=empty	de
limo	limus?	NOMcom	Case=Abl|Numb=Sing	limo
formatus	formo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	formatus
cogitaretur	cogito	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	cogitaretur
;	;	PUNC	MORPH=empty	;
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
ergo	ergo2	CONcoo	MORPH=empty	ergo
nunc	nunc	ADV	Deg=Pos	nunc
dicendum	dico?	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	dicendum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
eo	is	PROdem	Case=Abl|Numb=Sing	eo
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
scriptum	scribo	VER	Case=Nom|Numb=Sing|Mood=Par|Voice=Pass	scriptum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
sufflauit	sufflo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	sufflauit
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
nisi	nisi	CONsub	MORPH=empty	nisi
quia	quia	CONsub	MORPH=empty	quia
sicut	sicut1	ADVrel	MORPH=empty	sicut
non	non	ADVneg	MORPH=empty	non
manibus	manus1	NOMcom	Case=Abl|Numb=Plur	manibus
corporis	corpus	NOMcom	Case=Gen|Numb=Sing	corporis
finxit	fingo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	finxit
ita	ita	ADV	Deg=Pos	ita
nec	nec2	CONcoo	MORPH=empty	nec
faucibus	faux	NOMcom	Case=Abl|Numb=Plur	faucibus
labiis	labius	NOMcom	Case=Abl|Numb=Plur	labiis
-ue	ue	CONcoo	MORPH=empty	-ue
sufflauit	sufflo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	sufflauit
Uerum	aes	NOMcom	Case=Gen|Numb=Plur	verum
tamen	tamen	ADV	Deg=Pos	tamen
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
uerbo	uerbum	NOMcom	Case=Abl|Numb=Sing	uerbo
scriptura	scribo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Fut|Voice=Act	scriptura
in	in	PRE	MORPH=empty	in
quaestio	quaestio	NOMcom	Case=Abl|Numb=Sing	quaestio
-ne	ne2	CONcoo	MORPH=empty	-ne
difficillima	difficilis	ADJqua	Case=Nom|Numb=Sing|Deg=Sup	difficillima
plurimum	multum2	ADV	Deg=Sup	plurimum
nos	nos	PROper	Case=Acc|Numb=Plur	nos
quantum	quantum3	ADVrel	Case=Acc|Numb=Sing	quantum
opinor	opinor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	opinor
adiuuit	adiuuo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	adiuuit
.	.	PUNC	MORPH=empty	.
Nam	nam	CONcoo	MORPH=empty	nam
cum	cum3	CONsub	MORPH=empty	cum
quidam	quidam	PROind	Case=Nom|Numb=Plur	quidam
ex	ex	PRE	MORPH=empty	ex
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
uerbo	uerbum	NOMcom	Case=Abl|Numb=Sing	uerbo
crediderint	credo	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3	crediderint
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
animam	anima	NOMcom	Case=Acc|Numb=Sing	animam
de	de	PRE	MORPH=empty	de
ipsa	ipse	PROdem	Case=Abl|Numb=Sing	ipsa
substantia	substantia	NOMcom	Case=Abl|Numb=Sing	substantia
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
eiusdem	idem	PROdem	Case=Gen|Numb=Sing	eiusdem
naturae	natura	NOMcom	Case=Gen|Numb=Sing	naturae
cuius	qui1	PROrel	Case=Gen|Numb=Sing	cuius
ille	ille	PROdem	Case=Nom|Numb=Sing	ille
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
ideo	ideo	ADV	Deg=Pos	ideo
putantes	puto	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	putantes
quia	quia	CONsub	MORPH=empty	quia
cum	cum3	CONsub	MORPH=empty	cum
homo	homo	NOMcom	Case=Nom|Numb=Sing	homo
sufflat	sufflo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sufflat
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
de	de	PRE	MORPH=empty	de
se	sui1	PROref	Case=Abl|Numb=Sing	se
ipso	ipse	PROdem	Case=Abl|Numb=Sing	ipso
eicit	eicio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	eicit
in	in	PRE	MORPH=empty	in
flatu	flatus	NOMcom	Case=Abl|Numb=Sing	flatu
hinc	hinc	ADV	Deg=Pos	hinc
potius	potius	ADV	Deg=Comp	potius
admonendi	admoneo	VER	Case=Nom|Numb=Plur|Mood=Adj|Voice=Pass	admonendi
sumus	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	sumus
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
.	.	PUNC	MORPH=empty	.
inimicam	inimicus2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inimicam
fidei	fides?	NOMcom	Case=Gen|Numb=Sing	fidei
catholicae	catholicus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	catholicae
reprobare	reprobo	VER	Mood=Inf|Tense=Pres|Voice=Act	reprobare
sententiam	sententia	NOMcom	Case=Acc|Numb=Sing	sententiam
.	.	PUNC	MORPH=empty	.
nos	nos	PROper	Case=Nom|Numb=Plur	nos
enim	enim2	CONcoo	MORPH=empty	enim
credimus	credo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	credimus
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
naturam	natura	NOMcom	Case=Acc|Numb=Sing	naturam
atque	atque1	CONcoo	MORPH=empty	atque
substantiam	substantia	NOMcom	Case=Acc|Numb=Sing	substantiam
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
in	in	PRE	MORPH=empty	in
trinitate	trinitas	NOMcom	Case=Abl|Numb=Sing	trinitate
creditur	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	creditur
a	ab	PRE	MORPH=empty	a
multis	multi	NOMcom	Case=Abl|Numb=Plur	multis
intellegitur	intelligo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	intellegitur
a	ab	PRE	MORPH=empty	a
paucis	pauci	NOMcom	Case=Abl|Numb=Plur	paucis
omnino	omnino	ADV	Deg=Pos	omnino
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
incommutabilem	incommutabilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	incommutabilem
.	.	PUNC	MORPH=empty	.
porro	porro	ADV	Deg=Pos	porro
autem	autem	CONcoo	MORPH=empty	autem
animae	anima	NOMcom	Case=Gen|Numb=Sing	animae
naturam	natura	NOMcom	Case=Acc|Numb=Sing	naturam
uel	uel2	CONcoo	MORPH=empty	uel
in	in	PRE	MORPH=empty	in
deterius	deterior	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	deterius
uel	uel2	CONcoo	MORPH=empty	uel
in	in	PRE	MORPH=empty	in
melius	bonus	ADJqua	Case=Acc|Numb=Sing|Deg=Comp	melius
commutari	commuto2	VER	Mood=Inf|Tense=Pres|Voice=Pass	commutari
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act	posse
quis	quis1	PROint	Case=Nom|Numb=Sing	quis
ambigit	ambigo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ambigit
ac	ac1	CONcoo	MORPH=empty	ac
per	per	PRE	MORPH=empty	per
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
sacrilega	sacrilegus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	sacrilega
opinio	opinio	NOMcom	Case=Nom|Numb=Sing	opinio
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
eam	is	PROdem	Case=Acc|Numb=Sing	eam
et	et2	CONcoo	MORPH=empty	et
deum	deus	NOMcom	Case=Acc|Numb=Sing	deum
credere	credo	VER	Mood=Inf|Tense=Pres|Voice=Act	credere
unius	unus	ADJcar	Case=Gen|Numb=Sing	unius
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
substantiae	substantia	NOMcom	Case=Gen|Numb=Sing	substantiae
.	.	PUNC	MORPH=empty	.
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
enim	enim2	CONcoo	MORPH=empty	enim
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
aliud	alius	PROind	Case=Nom|Numb=Sing	aliud
quam	quam1	ADVrel	MORPH=empty	quam
et	et2	CONcoo	Deg=Pos	et
ille	ille	PROdem	Case=Nom|Numb=Sing	ille
commutabilis	commutabilis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	commutabilis
creditur	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	creditur
credendum	credo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	credendum
itaque	itaque	CONcoo	MORPH=empty	itaque
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
et	et2	CONcoo	MORPH=empty	et
intellegendum	intelligo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	intellegendum
neque	neque	CONcoo	MORPH=empty	neque
ullo	ullus	PROind	Case=Abl|Numb=Sing	ullo
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
dubitandum	dubito	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	dubitandum
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
recta	rectus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	recta
fides	fides?	NOMcom	Case=Nom|Numb=Sing	fides
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	habet
animam	anima	NOMcom	Case=Acc|Numb=Sing	animam
sic	sic	ADV	Deg=Pos	sic
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
a	ab	PRE	MORPH=empty	a
deo	deus	NOMcom	Case=Abl|Numb=Sing	deo
tamquam	tamquam2	CONsub	MORPH=empty	tamquam
rem	res	NOMcom	Case=Acc|Numb=Sing	rem
quam	qui1	PROrel	Case=Acc|Numb=Sing	quam
fecerit	facio	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	fecerit
non	non	ADVneg	MORPH=empty	non
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
naturae	natura	NOMcom	Case=Gen|Numb=Sing	naturae
cuius	qui1	PROrel	Case=Gen|Numb=Sing	cuius
ipse	ipse	PROdem	Case=Nom|Numb=Sing	ipse
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
siue	siue2	CONsub	MORPH=empty	siue
genuerit	gigno	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	genuerit
siue	siue2	CONsub	MORPH=empty	siue
quoquo	quisquis1	PROrel	Case=Abl|Numb=Sing	quoquo
modo	modus	NOMcom	Case=Abl|Numb=Sing	modo
protulerit	profero	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	protulerit
.	.	PUNC	MORPH=empty	.
Et	et2	CONcoo	MORPH=empty	et
quomodo	quomodo2	ADVint	MORPH=empty	quomodo
inquiunt	inquio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	inquiunt
scriptum	scriptum	NOMcom	Case=Nom|Numb=Sing	scriptum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
sufflauit	sufflo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	sufflauit
in	in	PRE	MORPH=empty	in
faciem	facies	NOMcom	Case=Acc|Numb=Sing	faciem
eius	is	PROdem	Case=Gen|Numb=Sing	eius
et	et2	CONcoo	MORPH=empty	et
factus	facio	VER	Case=Nom|Numb=Sing	factus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
homo	homo	NOMcom	Case=Nom|Numb=Sing	homo
in	in	PRE	MORPH=empty	in
animam	anima	NOMcom	Case=Acc|Numb=Sing	animam
uiuam	uiuus2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	uiuam
si	si2	CONsub	MORPH=empty	si
non	non	ADVneg	MORPH=empty	non
anima	anima	NOMcom	Case=Nom|Numb=Sing	anima
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
pars	pars	NOMcom	Case=Nom|Numb=Sing	pars
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
uel	uel2	CONcoo	MORPH=empty	uel
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
omnino	omnino	ADV	Deg=Pos	omnino
substantia	substans	VER	Case=Nom|Numb=Sing|Voice=Act	substantia
immo	immo	ADV	Deg=Pos	immo
uero	uero3	ADV	MORPH=empty	uero
ex	ex	PRE	MORPH=empty	ex
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
uerbo	uerbum	NOMcom	Case=Abl|Numb=Sing	uerbo
satis	satis2	ADV	Deg=Pos	satis
adparet	appareo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	adparet
ita	ita	ADV	Deg=Pos	ita
non	non	ADVneg	MORPH=empty	non
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
.	.	PUNC	MORPH=empty	.
cum	cum3	CONsub	MORPH=empty	cum
enim	enim2	CONcoo	MORPH=empty	enim
homo	homo	NOMcom	Case=Nom|Numb=Sing	homo
sufflat	sufflo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sufflat
anima	anima	NOMcom	Case=Abl|Numb=Sing	anima
utique	utique	ADV	Deg=Pos	utique
ipsa	ipse	PROdem	Case=Nom|Numb=Sing	ipsa
subiacentem	subiaceo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	subiacentem
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
naturam	natura	NOMcom	Case=Acc|Numb=Sing	naturam
corporis	corpus	NOMcom	Case=Gen|Numb=Sing	corporis
mouet	moueo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	mouet
et	et2	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
illa	ille	PROdem	Case=Abl|Numb=Sing	illa
non	non	ADVneg	MORPH=empty	non
de	de	PRE	MORPH=empty	de
se	sui1	PROref	Case=Abl|Numb=Sing	se
ipsa	ipse	PROdem	Case=Nom|Numb=Sing	ipsa
flatum	flatum	NOMcom	Case=Acc|Numb=Sing	flatum
facit	facio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	facit
;	;	PUNC	MORPH=empty	;
