form	lemma	POS	morph	treated_token
uero	uero4	CONcoo	MORPH=empty	uero
ignorantiam	ignorantia	NOMcom	Case=Acc|Numb=Sing	ignorantiam
pariter	pariter	ADV	Deg=Pos	pariter
emendare	emendo	VER	Mood=Inf|Tense=Pres|Voice=Act	emendare
uniuersos	uniuersi	NOMcom	Case=Acc|Numb=Plur	uniuersos
-que	que	CONcoo	MORPH=empty	-que
de	de	PRE	MORPH=empty	de
nostra	noster	PROpos	Case=Abl|Numb=Sing	nostra
antiquitate	antiquitas	NOMcom	Case=Abl|Numb=Sing	antiquitate
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
scilicet	scilicet	ADV	Deg=Pos	scilicet
ueritatem	ueritas	NOMcom	Case=Acc|Numb=Sing	ueritatem
amplectuntur	amplector	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	amplectuntur
edocere	edoceo	VER	Mood=Inf|Tense=Pres|Voice=Act	edocere
.	.	PUNC	MORPH=empty	.
utar	utor	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=1	utar
autem	autem	CONcoo	MORPH=empty	autem
in	in	PRE	MORPH=empty	in
meis	meus	PROpos	Case=Abl|Numb=Plur	meis
dictis	dictum	NOMcom	Case=Abl|Numb=Plur	dictis
testibus	testis?	NOMcom	Case=Abl|Numb=Plur	testibus
eis	is	PROdem	Case=Abl|Numb=Plur	eis
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
de	de	PRE	MORPH=empty	de
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
antiquitate	antiquitas	NOMcom	Case=Abl|Numb=Sing	antiquitate
apud	apud	PRE	MORPH=empty	apud
Graecos	graecus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	graecos
fide	fides?	NOMcom	Case=Abl|Numb=Sing	fide
digni	dignus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	digni
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
iudicati	iudico	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Pass	iudicati
;	;	PUNC	MORPH=empty	;
eos	is	PROdem	Case=Acc|Numb=Plur	eos
autem	autem	CONcoo	MORPH=empty	autem
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
blaspheme	blaspheme	NOMcom	Case=Acc|Numb=Sing	blaspheme
de	de	PRE	MORPH=empty	de
nobis	nos	PROper	Case=Abl|Numb=Plur	nobis
atque	atque1	CONcoo	MORPH=empty	atque
fallaciter	fallaciter	ADV	Deg=Pos	fallaciter
conscripserunt	conscribo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	conscripserunt
aliqua	aliquis	PROind	Case=Acc|Numb=Plur	aliqua
per	per	PRE	MORPH=empty	per
semetipsos	ipse	PROref	Case=Acc|Numb=Plur	semetipsos
conuictos	conuinco	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	conuictos
indubitanter	indubitanter	ADV	Deg=Pos	indubitanter
ostendam	ostendo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	ostendam
.	.	PUNC	MORPH=empty	.
conabor	conor	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=1	conabor
autem	autem	CONcoo	MORPH=empty	autem
etiam	etiam	ADV	Deg=Pos	etiam
causas	causa	NOMcom	Case=Acc|Numb=Plur	causas
exponere	expono	VER	Mood=Inf|Tense=Pres|Voice=Act	exponere
propter	propter2	PRE	MORPH=empty	propter
quas	qui1	PROrel	Case=Acc|Numb=Plur	quas
non	non	ADVneg	MORPH=empty	non
multi	multi	NOMcom	Case=Nom|Numb=Plur	multi
in	in	PRE	MORPH=empty	in
Graecis	graecus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	graecis
historiis	historia	NOMcom	Case=Abl|Numb=Plur	historiis
gentis	gens	NOMcom	Case=Gen|Numb=Sing	gentis
nostrae	noster	PROpos	Case=Gen|Numb=Sing	nostrae
fecere	facio	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecere
memoriam	memoria	NOMcom	Case=Acc|Numb=Sing	memoriam
nec	nec2	CONcoo	MORPH=empty	nec
non	non	ADVneg	MORPH=empty	non
et	et1	ADV	MORPH=empty	et
eos	is	PROdem	Case=Acc|Numb=Plur	eos
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
de	de	PRE	MORPH=empty	de
nobis	nos	PROper	Case=Abl|Numb=Plur	nobis
nequaquam	nequaquam	ADVneg	MORPH=empty	nequaquam
scribere	scribo	VER	Mood=Inf|Tense=Pres|Voice=Act	scribere
siluerunt	sileo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	siluerunt
nescientibus	nescio	VER	Case=Dat|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	nescientibus
aut	aut	CONcoo	MORPH=empty	aut
nescire	nescio	VER	Mood=Inf|Tense=Pres|Voice=Act	nescire
simulantibus	simulo	VER	Case=Dat|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	simulantibus
indicabo	indico?	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	indicabo
.	.	PUNC	MORPH=empty	.
Primitus	primitus	VER	Numb=Sing	primitus
itaque	itaque	CONcoo	MORPH=empty	itaque
satis	satis2	ADV	Deg=Pos	satis
ammiror	ammiror	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	ammiror
eos	is	PROdem	Case=Acc|Numb=Plur	eos
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
aestimant	aestimo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	aestimant
oportere	oportet	VER	Mood=Inf|Tense=Pres|Voice=Act	oportere
de	de	PRE	MORPH=empty	de
rebus	res	NOMcom	Case=Abl|Numb=Plur	rebus
antiquis	antiquus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	antiquis
Graecis	graecus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	graecis
tantummodo	tantummodo	ADV	Deg=Pos	tantummodo
fidem	fides?	NOMcom	Case=Acc|Numb=Sing	fidem
haberi	habeo	VER	Mood=Inf|Tense=Pres|Voice=Pass	haberi
et	et2	CONcoo	MORPH=empty	et
ab	ab	PRE	MORPH=empty	ab
eis	is	PROdem	Case=Abl|Numb=Plur	eis
consulendam	consulo	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	consulendam
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
ueritatis	ueritas	NOMcom	Case=Gen|Numb=Sing	ueritatis
integritatem	integritas	NOMcom	Case=Acc|Numb=Sing	integritatem
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
autem	autem	CONcoo	MORPH=empty	autem
et	et2	CONcoo	MORPH=empty	et
aliis	alius	PROind	Case=Dat|Numb=Plur	aliis
hominibus	homo	NOMcom	Case=Dat|Numb=Plur	hominibus
non	non	ADVneg	MORPH=empty	non
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
credendum	credo	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	credendum
;	;	PUNC	MORPH=empty	;
sed	sed	CONcoo	MORPH=empty	sed
ego	ego	PROper	Case=Nom|Numb=Sing	ego
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
in	in	PRE	MORPH=empty	in
his	hic1	PROdem	Case=Abl|Numb=Plur	his
contraria	contrarius	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	contraria
uideo	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	uideo
contigisse	contingo?	VER	Mood=Inf|Tense=Perf|Voice=Act	contigisse
.	.	PUNC	MORPH=empty	.
quapropter	quapropter1	ADVrel	MORPH=empty	quapropter
decet	decet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	decet
non	non	ADVneg	MORPH=empty	non
uanas	uanus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	uanas
opiniones	opinio	NOMcom	Case=Acc|Numb=Plur	opiniones
inspicere	inspicio	VER	Mood=Inf|Tense=Pres|Voice=Act	inspicere
sed	sed	CONcoo	MORPH=empty	sed
ex	ex	PRE	MORPH=empty	ex
ipsis	ipse	PROdem	Case=Abl|Numb=Plur	ipsis
rebus	res	NOMcom	Case=Abl|Numb=Plur	rebus
iustitiam	iustitia	NOMcom	Case=Acc|Numb=Sing	iustitiam
ponderare	pondero	VER	Mood=Inf|Tense=Pres|Voice=Act	ponderare
.	.	PUNC	MORPH=empty	.
omnia	omnis	PROind	Case=Nom|Numb=Plur	omnia
siquidem	siquidem	CONsub	MORPH=empty	siquidem
Graecorum	graecus	NOMcom	Case=Gen|Numb=Plur|Deg=Pos	graecorum
noua	nouus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	noua
et	et2	CONcoo	MORPH=empty	et
heri	heri	ADV	Deg=Pos	heri
uel	uel2	CONcoo	MORPH=empty	uel
ut	ut4	CONsub	MORPH=empty	ut
ita	ita	ADV	Deg=Pos	ita
dicam	dico?	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1	dicam
nuper	nuper	ADV	Deg=Pos	nuper
facta	factum	VER	Case=Acc|Numb=Plur|Mood=Inf|Tense=Perf	facta
cognouerit	cognosco	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	cognouerit
hoc	hic1	PROdem	Case=Nom|Numb=Sing	hoc
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
fabricas	fabrica	NOMcom	Case=Acc|Numb=Plur	fabricas
ciuitatum	ciuitas	NOMcom	Case=Gen|Numb=Plur	ciuitatum
et	et2	CONcoo	MORPH=empty	et
adinuentiones	adinuentio	NOMcom	Case=Acc|Numb=Plur	adinuentiones
artium	ars	NOMcom	Case=Gen|Numb=Plur	artium
conscriptiones	conscriptio	NOMcom	Case=Acc|Numb=Plur	conscriptiones
-que	que	CONcoo	MORPH=empty	-que
legum	lex	NOMcom	Case=Gen|Numb=Plur	legum
cunctarum	cunctus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	cunctarum
-que	que	CONcoo	MORPH=empty	-que
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
iunior	iuuenis2	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	iunior
apud	apud	PRE	MORPH=empty	apud
eos	is	PROdem	Case=Acc|Numb=Plur	eos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
historiae	historia	NOMcom	Case=Gen|Numb=Sing	historiae
diligentia	diligentia	NOMcom	Case=Nom|Numb=Sing	diligentia
conscribendae	conscribo	VER	Case=Gen|Numb=Sing|Mood=Adj|Voice=Pass	conscribendae
.	.	PUNC	MORPH=empty	.
apud	apud	PRE	MORPH=empty	apud
Aegyptios	aegyptius	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	aegyptios
autem	autem	CONcoo	MORPH=empty	autem
atque	atque1	CONcoo	MORPH=empty	atque
Chaldaeos	chaldae	NOMcom	Case=Acc|Numb=Plur	chaldaeos
et	et2	CONcoo	MORPH=empty	et
Phoenicas	phoenica	NOMcom	Case=Acc|Numb=Plur	phoenicas
desino	desino	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	desino
enim	enim2	CONcoo	MORPH=empty	enim
nos	nos	PROper	Case=Acc|Numb=Plur	nos
illis	ille	PROdem	Case=Dat|Numb=Plur	illis
connumerare	connumero	VER	Mood=Inf|Tense=Pres|Voice=Act	connumerare
sicut	sicut1	ADVrel	MORPH=empty	sicut
ipsi	ipse	PROdem	Case=Nom|Numb=Plur	ipsi
fatentur	fateor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	fatentur
res	res	NOMcom	Case=Nom|Numb=Plur	res
gestae	gero	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	gestae
antiquissimam	antiquus	ADJqua	Case=Acc|Numb=Sing|Deg=Sup	antiquissimam
et	et2	CONcoo	MORPH=empty	et
permanentem	permaneo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	permanentem
habent	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	habent
memoriae	memoria	NOMcom	Case=Dat|Numb=Sing	memoriae
traditionem	traditio	NOMcom	Case=Acc|Numb=Sing	traditionem
.	.	PUNC	MORPH=empty	.
nam	nam	CONcoo	MORPH=empty	nam
et	et2	CONcoo	MORPH=empty	et
locis	locus	NOMcom	Case=Abl|Numb=Plur	locis
omnes	omnis	PROind	Case=Nom|Numb=Plur	omnes
inhabitant	inhabito	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	inhabitant
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
nequaquam	nequaquam	ADVneg	MORPH=empty	nequaquam
aeris	aes	NOMcom	Case=Gen|Numb=Sing	aeris
corruptioni	corruptio	NOMcom	Case=Dat|Numb=Sing	corruptioni
subiaceant	subiaceo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	subiaceant
et	et2	CONcoo	MORPH=empty	et
multam	multus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	multam
prouidentiam	prouidentia	NOMcom	Case=Acc|Numb=Sing	prouidentiam
habuerunt	habeo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	habuerunt
ut	ut4	CONsub	MORPH=empty	ut
nihil	nihil	PROind	Case=Ind	nihil
horum	hic1	PROdem	Case=Gen|Numb=Plur	horum
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
apud	apud	PRE	MORPH=empty	apud
eos	is	PROdem	Case=Acc|Numb=Plur	eos
aguntur	ago	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	aguntur
sine	sine	PRE	MORPH=empty	sine
memoria	memoria	NOMcom	Case=Abl|Numb=Sing	memoria
linquerentur	linquo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	linquerentur
sed	sed	CONcoo	MORPH=empty	sed
in	in	PRE	MORPH=empty	in
publicis	publicus2	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	publicis
conscriptionibus	conscriptio	NOMcom	Case=Abl|Numb=Plur	conscriptionibus
semper	semper	ADV	Deg=Pos	semper
a	ab	PRE	MORPH=empty	a
uiris	uir	NOMcom	Case=Abl|Numb=Plur	uiris
sapientissimis	sapiens2	ADJqua	Case=Abl|Numb=Plur|Deg=Sup	sapientissimis
dicarentur	dico?	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	dicarentur
;	;	PUNC	MORPH=empty	;
Graecorum	graecus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	graecorum
uero	uero4	CONcoo	MORPH=empty	uero
regionem	regio	NOMcom	Case=Acc|Numb=Sing	regionem
innumerae	innumerus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	innumerae
corruptiones	corruptio	NOMcom	Case=Nom|Numb=Plur	corruptiones
inuaserunt	inuado2	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	inuaserunt
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
memoriam	memoria	NOMcom	Case=Acc|Numb=Sing	memoriam
delentes	deleo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	delentes
.	.	PUNC	MORPH=empty	.
si	si2	CONsub	MORPH=empty	si
autem	autem	CONcoo	MORPH=empty	autem
nouas	nouus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	nouas
constituentes	constituo	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	constituentes
conuersationes	conuersatio	NOMcom	Case=Acc|Numb=Plur	conuersationes
omnium	omnis	PROind	Case=Gen|Numb=Plur	omnium
se	sui1	PROref	Case=Acc|Numb=Sing	se
praeesse	praesum1	VER	Mood=Inf|Tense=Pres|Voice=Act	praeesse
crediderunt	credo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	crediderunt
sciant	scio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sciant
quia	quia	CONsub	MORPH=empty	quia
etiam	etiam	ADV	Deg=Pos	etiam
sero	sero4	ADV	Deg=Pos	sero
et	et2	CONcoo	MORPH=empty	et
uix	uix	ADV	Deg=Pos	uix
naturam	natura	NOMcom	Case=Acc|Numb=Sing	naturam
potuerunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	potuerunt
agnoscere	agnosco	VER	Mood=Inf|Tense=Pres|Voice=Act	agnoscere
litterarum	littera	NOMcom	Case=Gen|Numb=Plur	litterarum
;	;	PUNC	MORPH=empty	;
nam	nam	CONcoo	MORPH=empty	nam
antiquissimum	antiquus	ADJqua	Case=Acc|Numb=Sing|Deg=Sup	antiquissimum
earum	is	PROdem	Case=Gen|Numb=Plur	earum
usum	usus	NOMcom	Case=Acc|Numb=Sing	usum
habuisse	habeo	VER	Mood=Inf|Tense=Perf|Voice=Act	habuisse
creduntur	credo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	creduntur
a	ab	PRE	MORPH=empty	a
Phoenicibus	phoenix	NOMcom	Case=Abl|Numb=Plur	phoenicibus
et	et2	CONcoo	MORPH=empty	et
a	ab	PRE	MORPH=empty	a
Cadmo	cadmus	NOMcom	Case=Abl|Numb=Sing	cadmo
se	sui1	PROref	Case=Acc|Numb=Sing	se
didicisse	disco	VER	Mood=Inf|Tense=Perf|Voice=Act	didicisse
gloriantur	glorior	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	gloriantur
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
neque	neque	CONcoo	MORPH=empty	neque
illo	ille	PROdem	Case=Abl|Numb=Sing	illo
tempore	tempus?	NOMcom	Case=Abl|Numb=Sing	tempore
poterit	possum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	poterit
aliquis	aliquis	PROind	Case=Nom|Numb=Sing	aliquis
demonstrare	demonstro	VER	Mood=Inf|Tense=Pres|Voice=Act	demonstrare
seruatam	seruo	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass	seruatam
conscriptionem	conscriptio	NOMcom	Case=Acc|Numb=Sing	conscriptionem
neque	neque	CONcoo	MORPH=empty	neque
in	in	PRE	MORPH=empty	in
templis	templum	NOMcom	Case=Abl|Numb=Plur	templis
neque	neque	CONcoo	MORPH=empty	neque
in	in	PRE	MORPH=empty	in
publicis	publicus2	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	publicis
anathematibus	anathematus	NOMcom	Case=Abl|Numb=Plur	anathematibus
quando	quando3	CONsub	MORPH=empty	quando
etiam	etiam	ADV	Deg=Pos	etiam
de	de	PRE	MORPH=empty	de
Troianis	troianus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	troianis
rebus	res	NOMcom	Case=Abl|Numb=Plur	rebus
ubi	ubi1	ADVrel	MORPH=empty	ubi
tot	tot	PROdem	Case=Ind	tot
annis	annus	NOMcom	Case=Abl|Numb=Plur	annis
militatum	militatus	NOMcom	Case=Nom|Numb=Plur	militatum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
postea	postea	ADV	Deg=Pos	postea
multa	multus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	multa
quaestio	quaestio	NOMcom	Case=Nom|Numb=Sing	quaestio
atque	atque1	CONcoo	MORPH=empty	atque
contentio	contentio?	NOMcom	Case=Nom|Numb=Sing	contentio
facta	facio	VER	Case=Nom|Numb=Sing|Tense=Perf	facta
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
utrum	utrum	ADVint	MORPH=empty	utrum
litteris	littera	NOMcom	Case=Abl|Numb=Plur	litteris
