form	lemma	POS	morph	treated_token
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
secundus	secundus2	ADJord	Case=Nom|Numb=Sing|Deg=Pos	secundus
liber	liber2	ADJqua	Case=Nom|Numb=Sing	liber
fontem	fons	NOMcom	Case=Acc|Numb=Sing	fontem
ipsum	ipse	PROdem	Case=Acc|Numb=Sing	ipsum
patefaciet	patefacio	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	patefaciet
errorum	error	NOMcom	Case=Gen|Numb=Plur	errorum
causas	causa	NOMcom	Case=Acc|Numb=Plur	causas
-que	que	CONcoo	MORPH=empty	-que
omnes	omnis	PROind	Case=Acc|Numb=Plur	omnes
explicabit	explico	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	explicabit
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
decepti	decipio	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	decepti
homines	homo	NOMcom	Case=Nom|Numb=Plur	homines
et	et2	CONcoo	MORPH=empty	et
primitus	primitus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	primitus
deos	deus	NOMcom	Case=Acc|Numb=Plur	deos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
crediderint	credo	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3	crediderint
et	et2	CONcoo	MORPH=empty	et
postmodum	postmodum	ADV	Case=Acc|Numb=Sing|Deg=Pos	postmodum
persuasio	persuasio	NOMcom	Case=Nom|Numb=Sing	persuasio
-ne	ne2	CONcoo	MORPH=empty	-ne
inueterata	inueteratum	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	inueterata
in	in	PRE	MORPH=empty	in
susceptis	susceptum	NOMcom	Case=Abl|Numb=Plur	susceptis
prauissime	praue	ADV	Deg=Sup	prauissime
religionibus	religio	NOMcom	Case=Abl|Numb=Plur	religionibus
perseuerauerint	perseuero	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3	perseuerauerint
.	.	PUNC	MORPH=empty	.
gestio	gestio2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	gestio
enim	enim2	CONcoo	MORPH=empty	enim
conuictis	conuinco	NOMcom	Case=Abl|Numb=Plur|Mood=Par|Voice=Pass	conuictis
inanus	inanus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	inanus
et	et2	CONcoo	MORPH=empty	et
hominum	homo	NOMcom	Case=Gen|Numb=Plur	hominum
inpia	impius	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	inpia
uanitate	uanitas	NOMcom	Case=Abl|Numb=Sing	uanitate
detecta	detego	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	detecta
singularis	singularis	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	singularis
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
adserere	assero?	VER	Mood=Inf|Tense=Pres|Voice=Act	adserere
maiestatem	maiestas	NOMcom	Case=Acc|Numb=Sing	maiestatem
suscipiens	suscipio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	suscipiens
utilius	utilis	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	utilius
et	et2	CONcoo	MORPH=empty	et
maius	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	maius
officium	officium	NOMcom	Case=Nom|Numb=Sing	officium
reuocandi	reuoco	VER	Case=Gen|Numb=Sing|Mood=Adj|Voice=Act	reuocandi
homines	homo	NOMcom	Case=Nom|Numb=Plur	homines
a	ab	PRE	MORPH=empty	a
prauis	prauus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	prauis
itineribus	iter	NOMcom	Case=Abl|Numb=Plur	itineribus
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
gratiam	gratia	NOMcom	Case=Acc|Numb=Sing	gratiam
cum	cum3	CONsub	MORPH=empty	cum
se	sui1	PROref	Case=Acc|Numb=Sing	se
ipsos	ipse	PROdem	Case=Acc|Numb=Plur	ipsos
reducendi	reduco	VER	Case=Nom|Numb=Plur|Mood=Ger|Voice=Act	reducendi
ne	ne3	ADVneg	MORPH=empty	ne
se	sui1	PROref	Case=Acc|Numb=Sing	se
ut	ut1	ADVrel	MORPH=empty	ut
quidam	quidam	PROind	Case=Nom|Numb=Plur	quidam
philosophi	philosophus1	NOMcom	Case=Nom|Numb=Plur	philosophi
faciunt	facio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	faciunt
tanto	tantus	PROdem	Case=Abl|Numb=Sing	tanto
opere	opus?	NOMcom	Case=Abl|Numb=Sing	opere
despiciant	despicio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	despiciant
neue	neue2	CONsub	MORPH=empty	neue
se	sui1	PROref	Case=Acc|Numb=Sing	se
infirmos	infirmus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	infirmos
et	et2	CONcoo	MORPH=empty	et
superuacuos	superuacuus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	superuacuos
et	et2	CONcoo	MORPH=empty	et
nihili	nihilum	NOMcom	Case=Gen|Numb=Sing	nihili
et	et2	CONcoo	MORPH=empty	et
frustra	frustra	ADV	Deg=Pos	frustra
omnino	omnino	ADV	Deg=Pos	omnino
natos	natus1	NOMcom	Case=Acc|Numb=Plur	natos
putent	puto	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	putent
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
opinio	opinio	NOMcom	Case=Nom|Numb=Sing	opinio
plerosque	plerique	NOMcom	Case=Acc|Numb=Plur	plerosque
ad	ad2	PRE	MORPH=empty	ad
uitia	uitium	NOMcom	Case=Acc|Numb=Plur	uitia
compellit	compello?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	compellit
.	.	PUNC	MORPH=empty	.
nani	nanis	NOMcom	Case=Nom|Numb=Plur	nani
dum	dum2	CONsub	MORPH=empty	dum
existimant	existimo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	existimant
nulli	nullus	PROind	Case=Dat|Numb=Plur	nulli
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
nos	nos	PROper	Case=Acc|Numb=Plur	nos
curae	cura	NOMcom	Case=Nom|Numb=Plur	curae
aut	aut	CONcoo	MORPH=empty	aut
post	post2	PRE	MORPH=empty	post
mortem	mors	NOMcom	Case=Acc|Numb=Sing	mortem
nihil	nihil	PROind	Case=Ind	nihil
futuros	futurus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos|Mood=Inf|Voice=Act	futuros
totos	totus	PROind	Case=Acc|Numb=Plur	totos
se	sui1	PROref	Case=Acc|Numb=Sing	se
libidinibus	libido	NOMcom	Case=Dat|Numb=Plur	libidinibus
addicunt	addico2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	addicunt
et	et2	CONcoo	MORPH=empty	et
dum	dum2	CONsub	MORPH=empty	dum
licere	licet1	VER	Mood=Inf|Tense=Pres|Voice=Act	licere
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
putant	puto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	putant
hauriendis	haurio	VER	Case=Dat|Numb=Plur|Mood=Adj|Voice=Pass	hauriendis
uoluptatibus	uoluptas	NOMcom	Case=Dat|Numb=Plur	uoluptatibus
sitienter	sitienter	ADV	Deg=Pos	sitienter
incumbunt	incumbo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	incumbunt
per	per	PRE	MORPH=empty	per
quas	qui1	PROrel	Case=Acc|Numb=Plur	quas
inprudentes	imprudens	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	inprudentes
in	in	PRE	MORPH=empty	in
laqueos	laqueus	NOMcom	Case=Acc|Numb=Plur	laqueos
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
incurrant	incurro	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	incurrant
.	.	PUNC	MORPH=empty	.
ignorant	ignoro	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ignorant
enim	enim2	CONcoo	MORPH=empty	enim
quae	quis1	PROint	Case=Nom|Numb=Sing	quae
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
hominis	homo	NOMcom	Case=Gen|Numb=Sing	hominis
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	ratio
quam	qui1	PROrel	Case=Acc|Numb=Sing	quam
si	si2	CONsub	MORPH=empty	si
tenere	teneo	VER	Mood=Inf|Tense=Pres|Voice=Act	tenere
uellent	uolo?	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	uellent
in	in	PRE	MORPH=empty	in
primis	primus	ADJord	Case=Abl|Numb=Plur|Deg=Sup	primis
dominum	dominus	NOMcom	Case=Acc|Numb=Sing	dominum
suum	suus	PROpos.ref	Case=Acc|Numb=Sing	suum
agnoscerent	agnosco	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	agnoscerent
uirtutem	uirtus	NOMcom	Case=Acc|Numb=Sing	uirtutem
iustitiam	iustitia	NOMcom	Case=Acc|Numb=Sing	iustitiam
-que	que	CONcoo	MORPH=empty	-que
sequerentur	sequor	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Dep|Person=3	sequerentur
terrenis	terrenus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	terrenis
figmentis	figmentum	NOMcom	Case=Abl|Numb=Plur	figmentis
animas	anima	NOMcom	Case=Acc|Numb=Plur	animas
suas	suus	PROpos.ref	Case=Acc|Numb=Plur	suas
non	non	ADVneg	MORPH=empty	non
substernerent	substerno	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	substernerent
mortiferas	mortifer	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	mortiferas
libidinum	libido	NOMcom	Case=Gen|Numb=Plur	libidinum
suauitates	suauitas	NOMcom	Case=Acc|Numb=Plur	suauitates
non	non	ADVneg	MORPH=empty	non
adpeterent	appeto	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	adpeterent
denique	denique	ADV	Deg=Pos	denique
se	sui1	PROref	Case=Acc|Numb=Sing	se
ipsos	ipse	PROdem	Case=Acc|Numb=Plur	ipsos
magni	magnus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	magni
aestimarent	aestimo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	aestimarent
atque	atque1	CONcoo	MORPH=empty	atque
intellegerent	intelligo	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	intellegerent
plus	multus	ADJqua	Case=Acc|Numb=Sing|Deg=Comp	plus
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
in	in	PRE	MORPH=empty	in
homine	homo	NOMcom	Case=Abl|Numb=Sing	homine
quam	quam1	ADVrel	MORPH=empty	quam
uidetur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	uidetur
cuius	qui1	PROrel	Case=Gen|Numb=Sing	cuius
uim	uis	NOMcom	Case=Acc|Numb=Sing	uim
condicionem	condicio	NOMcom	Case=Acc|Numb=Sing	condicionem
-que	que	CONcoo	MORPH=empty	-que
non	non	ADVneg	MORPH=empty	non
aliter	aliter	ADV	Deg=Pos	aliter
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act	posse
retineri	retineo	VER	Mood=Inf|Tense=Pres|Voice=Pass	retineri
nisi	nisi	CONsub	MORPH=empty	nisi
cultum	cultus1	NOMcom	Case=Acc|Numb=Sing	cultum
ueri	uerum?	NOMcom	Case=Gen|Numb=Sing	ueri
parentis	parens1	NOMcom	Case=Gen|Numb=Sing	parentis
sui	suus	PROpos.ref	Case=Gen|Numb=Sing	sui
deposita	depono	ADJqua	Case=Abl|Numb=Sing	deposita
prauitate	prauitas	NOMcom	Case=Abl|Numb=Sing	prauitate
susceperint	suscipio	VER	Numb=Plur|Mood=Sub|Tense=Perf|Voice=Act|Person=3	susceperint
.	.	PUNC	MORPH=empty	.
equidem	equidem	ADV	Deg=Pos	equidem
sicut	sicut1	ADVrel	MORPH=empty	sicut
oportet	oportet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	oportet
de	de	PRE	MORPH=empty	de
summa	summa	NOMcom	Case=Abl|Numb=Sing	summa
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
saepenumero	saepenumero	ADV	Deg=Pos	saepenumero
cogitans	cogito	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	cogitans
admirari	admiror	VER	Mood=Inf|Tense=Pres|Voice=Dep	admirari
soleo	soleo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=1	soleo
maiestatem	maiestas	NOMcom	Case=Acc|Numb=Sing	maiestatem
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
singularis	singularis	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	singularis
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
continet	contineo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	continet
regit	rego	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	regit
-que	que	CONcoo	MORPH=empty	-que
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
in	in	PRE	MORPH=empty	in
tantam	tantus	PROdem	Case=Acc|Numb=Sing	tantam
uenisse	uenio	VER	Mood=Inf|Tense=Perf|Voice=Act	uenisse
obliuionem	obliuio	NOMcom	Case=Acc|Numb=Sing	obliuionem
ut	ut4	CONsub	MORPH=empty	ut
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
sola	solus	PROind	Case=Nom|Numb=Sing	sola
debeat	debeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	debeat
coli	colo2	VER	Mood=Inf|Tense=Pres|Voice=Pass	coli
sola	solus	PROind	Case=Nom|Numb=Sing	sola
potissimum	potius	ADV	Deg=Sup	potissimum
neclegatur	negligo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	neclegatur
homines	homo	NOMcom	Case=Acc|Numb=Plur	homines
autem	autem	CONcoo	MORPH=empty	autem
ipsos	ipse	PROdem	Case=Acc|Numb=Plur	ipsos
ad	ad2	PRE	MORPH=empty	ad
tantam	tantus	PROdem	Case=Acc|Numb=Sing	tantam
caecitatem	caecitas	NOMcom	Case=Acc|Numb=Sing	caecitatem
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
deductos	deduco	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	deductos
ut	ut4	CONsub	MORPH=empty	ut
uero	uero4	CONcoo	Deg=Pos	uero
ac	ac1	CONcoo	MORPH=empty	ac
uiuo	uiuus2	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	uiuo
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
mortuos	mortuus?	VER	Case=Acc|Numb=Plur|Voice=Dep	mortuos
praeferant	praefero	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	praeferant
terrenos	terrenus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	terrenos
autem	autem	CONcoo	MORPH=empty	autem
sepultos	sepelio	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	sepultos
-que	que	CONcoo	MORPH=empty	-que
in	in	PRE	MORPH=empty	in
terra	terra	NOMcom	Case=Abl|Numb=Sing	terra
ei	is	PROdem	Case=Dat|Numb=Sing	ei
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
fundator	fundator1	NOMcom	Case=Nom|Numb=Sing	fundator
ipsius	ipse	PROdem	Case=Gen|Numb=Sing	ipsius
terrae	terra	NOMcom	Case=Gen|Numb=Sing	terrae
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fuit
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
tamen	tamen	ADV	Deg=Pos	tamen
huic	hic1	PROdem	Case=Dat|Numb=Sing	huic
inpietati	impietas	NOMcom	Case=Dat|Numb=Sing	inpietati
hominum	homo	NOMcom	Case=Gen|Numb=Plur	hominum
posset	possum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	posset
uenia	uenia	NOMcom	Case=Nom|Numb=Sing	uenia
concedi	concedo1	VER	Mood=Inf|Tense=Pres|Voice=Pass	concedi
si	si2	CONsub	MORPH=empty	si
omnino	omnino	ADV	Deg=Pos	omnino
ab	ab	PRE	MORPH=empty	ab
ignorantia	ignorantia	NOMcom	Case=Abl|Numb=Sing	ignorantia
diuini	diuinus2	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	diuini
nominis	nomen	NOMcom	Case=Gen|Numb=Sing	nominis
ueniret	uenio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	ueniret
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
error	error	NOMcom	Case=Nom|Numb=Sing	error
.	.	PUNC	MORPH=empty	.
cum	cum3	CONsub	MORPH=empty	cum
uero	uero4	CONcoo	MORPH=empty	uero
ipsos	ipse	PROdem	Case=Acc|Numb=Plur	ipsos
deorum	deus	NOMcom	Case=Gen|Numb=Plur	deorum
cultores	cultor	NOMcom	Case=Nom|Numb=Plur	cultores
saepe	saepe	ADV	Deg=Pos	saepe
uideamus	uideo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	uideamus
deum	deus	NOMcom	Case=Acc|Numb=Sing	deum
summum	superus	ADJqua	Case=Acc|Numb=Sing|Deg=Sup	summum
et	et2	CONcoo	MORPH=empty	et
confiteri	confiteor	VER	Mood=Inf|Tense=Pres|Voice=Dep	confiteri
et	et2	CONcoo	MORPH=empty	et
praedicare	praedico?	VER	Mood=Inf|Tense=Pres|Voice=Act	praedicare
quam	quis?	PROrel	Case=Acc|Numb=Sing	quam
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
ueniam	uenia	NOMcom	Case=Acc|Numb=Sing	ueniam
sperare	spero	VER	Mood=Inf|Tense=Pres|Voice=Act	sperare
possint	possum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	possint
inpietatis	impietas	NOMcom	Case=Gen|Numb=Sing	inpietatis
suae	suus	PROpos.ref	Case=Gen|Numb=Sing	suae
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
non	non	ADVneg	MORPH=empty	non
adgnoscunt	agnosco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	adgnoscunt
cultum	cultus1	NOMcom	Case=Acc|Numb=Sing	cultum
eius	is	PROdem	Case=Gen|Numb=Sing	eius
quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
prorsus	prorsus2	ADV	Deg=Pos	prorsus
ignorari	ignoro	VER	Mood=Inf|Tense=Pres|Voice=Pass	ignorari
ab	ab	PRE	MORPH=empty	ab
homine	homo	NOMcom	Case=Abl|Numb=Sing	homine
fas	fas	NOMcom	Case=Ind	fas
non	non	ADVneg	MORPH=empty	non
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
nam	nam	CONcoo	MORPH=empty	nam
et	et2	CONcoo	MORPH=empty	et
cum	cum3	CONsub	MORPH=empty	cum
iurant	iuro	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	iurant
et	et2	CONcoo	MORPH=empty	et
cum	cum3	CONsub	MORPH=empty	cum
optant	opto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	optant
et	et2	CONcoo	MORPH=empty	et
cum	cum3	CONsub	MORPH=empty	cum
gratias	gratia	NOMcom	Case=Acc|Numb=Plur	gratias
agunt	ago	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	agunt
non	non	ADVneg	MORPH=empty	non
Iouem	iuues	NOMcom	Case=Acc|Numb=Sing	iouem
aut	aut	CONcoo	MORPH=empty	aut
deos	deus	NOMcom	Case=Acc|Numb=Plur	deos
multos	multi	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	multos
sed	sed	CONcoo	MORPH=empty	sed
deum	deus	NOMcom	Case=Gen|Numb=Sing	deum
nominant	nomino	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	nominant
adeo	adeo2	ADV	Deg=Pos	adeo
ueritas	ueritas	NOMcom	Case=Nom|Numb=Sing	ueritas
ipsa	ipse	PROdem	Case=Abl|Numb=Sing	ipsa
cogente	cogo	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	cogente
natura	natura	NOMcom	Case=Abl|Numb=Sing	natura
etiam	etiam	ADV	Deg=Pos	etiam
ab	ab	PRE	MORPH=empty	ab
inuitis	inuitus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	inuitis
pectoribus	pectus	NOMcom	Case=Abl|Numb=Plur	pectoribus
erumpit	erumpo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	erumpit
.	.	PUNC	MORPH=empty	.
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
quidem	quidem	ADV	Deg=Pos	quidem
non	non	ADVneg	MORPH=empty	non
faciunt	facio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	faciunt
in	in	PRE	MORPH=empty	in
prosperis	prosper	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	prosperis
rebus	res	NOMcom	Case=Abl|Numb=Plur	rebus
.	.	PUNC	MORPH=empty	.
nam	nam	CONcoo	MORPH=empty	nam
tum	tum	ADV	Deg=Pos	tum
maxime	magis2	ADV	Deg=Sup	maxime
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
ex	ex	PRE	MORPH=empty	ex
memoria	memoria	NOMcom	Case=Abl|Numb=Sing	memoria
hominum	homo	NOMcom	Case=Gen|Numb=Plur	hominum
elabitur	elabor2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	elabitur
cum	cum2	PRE	MORPH=empty	cum
beneficiis	beneficium	NOMcom	Case=Abl|Numb=Plur	beneficiis
eius	is	PROdem	Case=Gen|Numb=Sing	eius
fruentes	fruor	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	fruentes
honorem	honor	NOMcom	Case=Acc|Numb=Sing	honorem
dare	do	VER	Mood=Inf|Tense=Pres|Voice=Act	dare
diuinae	diuinus2	ADJqua	Case=Dat|Numb=Sing|Deg=Pos	diuinae
indulgentiae	indulgentia	NOMcom	Case=Dat|Numb=Sing	indulgentiae
debent	debeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	debent
.	.	PUNC	MORPH=empty	.
at	at2	CONcoo	MORPH=empty	at
uero	uero3	ADV	Deg=Pos	uero
si	si2	CONsub	MORPH=empty	si
qua	quis2	PROind	Case=Nom|Numb=Sing	qua
necessitas	necessitas	NOMcom	Case=Nom|Numb=Sing	necessitas
grauis	grauis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	grauis
presserit	premo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	presserit
tunc	tunc	ADV	Deg=Pos	tunc
deum	deus	NOMcom	Case=Acc|Numb=Plur	deum
recordantur	recordor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	recordantur
si	si2	CONsub	MORPH=empty	si
belli	bellum	NOMcom	Case=Gen|Numb=Sing	belli
terror	terror	NOMcom	Case=Nom|Numb=Sing	terror
infremuit	infremo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	infremuit
si	si2	CONsub	MORPH=empty	si
morborum	morbus	NOMcom	Case=Gen|Numb=Plur	morborum
pestifera	pestifer	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	pestifera
uis	uis	NOMcom	Case=Nom|Numb=Sing	uis
incubuit	incumbo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	incubuit
si	si2	CONsub	MORPH=empty	si
alimenta	alimentum	NOMcom	Case=Acc|Numb=Plur	alimenta
frugibus	frux	NOMcom	Case=Dat|Numb=Plur	frugibus
longa	longus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	longa
siccitas	siccitas	NOMcom	Case=Nom|Numb=Sing	siccitas
denegauit	denego	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	denegauit
si	si2	CONsub	MORPH=empty	si
