form	lemma	POS	morph	treated_token
animi	animus	NOMcom	Case=Nom|Numb=Sing	animi
altius	alte	ADV	Deg=Comp	altius
se	sui1	PROref	Case=Acc|Numb=Sing	se
extulerunt	effero?	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	extulerunt
et	et2	CONcoo	MORPH=empty	et
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
dignum	dignus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	dignum
dono	donum	NOMcom	Case=Abl|Numb=Sing|Voice=Act	dono
ut	ut1	ADVrel	MORPH=empty	ut
ante	ante1	ADV	Deg=Pos	ante
dixi	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	dixi
deorum	deus	NOMcom	Case=Gen|Numb=Plur	deorum
aut	aut	CONcoo	MORPH=empty	aut
efficere	efficio	VER	Mood=Inf|Tense=Pres|Voice=Act	efficere
aut	aut	CONcoo	MORPH=empty	aut
excogitare	excogito	VER	Mood=Inf|Tense=Pres|Voice=Act	excogitare
potuerunt	possum1	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	potuerunt
.	.	PUNC	MORPH=empty	.
Quare	quare2	ADVint	MORPH=empty	quare
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sint
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
isti	iste	PROdem	Case=Nom|Numb=Plur	isti
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
de	de	PRE	MORPH=empty	de
ratione	ratio	NOMcom	Case=Abl|Numb=Sing	ratione
vivendi	uiuo	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act	uiuendi
disserunt	dissero?	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	disserunt
magni	magnus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	magni
homines	homo	NOMcom	Case=Nom|Numb=Plur	homines
ut	ut1	ADVrel	MORPH=empty	ut
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sint
eruditi	eruditus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	eruditi
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sint
veritatis	ueritas	NOMcom	Case=Gen|Numb=Sing	ueritatis
et	et2	CONcoo	MORPH=empty	et
virtutis	uirtus	NOMcom	Case=Gen|Numb=Sing	uirtutis
magistri	magister	NOMcom	Case=Gen|Numb=Plur	magistri
dum	dum2	CONsub	MORPH=empty	dum
modo	modo1	ADV	Deg=Pos	modo
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
haec	hic1	PROdem	Case=Nom|Numb=Sing	haec
quaedam	quidam	PROind	Case=Nom|Numb=Sing	quaedam
sive	siue2	CONsub	MORPH=empty	siue
a	ab	PRE	MORPH=empty	a
viris	uir	NOMcom	Case=Abl|Numb=Plur	uiris
in	in	PRE	MORPH=empty	in
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
publicarum	publicus2	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	publicarum
varietate	uarietas	NOMcom	Case=Abl|Numb=Sing	uarietate
versatis	uerso	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	uersatis
inventa	inuenio	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	inuenta
sive	siue2	CONsub	MORPH=empty	siue
etiam	etiam	ADV	Deg=Pos	etiam
in	in	PRE	MORPH=empty	in
istorum	iste	PROdem	Case=Gen|Numb=Plur	istorum
otio	otium	NOMcom	Case=Abl|Numb=Sing	otio
ac	ac1	CONcoo	MORPH=empty	ac
litteris	littera	NOMcom	Case=Abl|Numb=Plur	litteris
tractata	tracto	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	tractata
res	res	NOMcom	Case=Nom|Numb=Sing	res
sicut	sicut1	ADVrel	MORPH=empty	sicut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
minime	parum2	ADV	Deg=Sup	minime
quidem	quidem	ADV	Deg=Pos	quidem
contemnenda	contemno	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	contemnenda
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	ratio
civilis	ciuilis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	ciuilis
et	et2	CONcoo	MORPH=empty	et
disciplina	disciplina	NOMcom	Case=Nom|Numb=Sing	disciplina
populorum	populus?	NOMcom	Case=Gen|Numb=Plur	populorum
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
perficit	perficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	perficit
in	in	PRE	MORPH=empty	in
bonis	bonus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	bonis
ingeniis	ingenium	NOMcom	Case=Abl|Numb=Plur	ingeniis
id	is	PROdem	Case=Acc|Numb=Sing	id
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
iam	iam	ADV	Deg=Pos	iam
persaepe	persaepe	ADV	Deg=Pos	persaepe
perfecit	perficio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	perfecit
ut	ut4	CONsub	MORPH=empty	ut
incredibilis	incredibilis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	incredibilis
quaedam	quidam	PROind	Case=Nom|Numb=Sing	quaedam
et	et2	CONcoo	MORPH=empty	et
divina	diuinus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	diuina
virtus	uirtus	NOMcom	Case=Nom|Numb=Sing	uirtus
exsisteret	exsisto	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	exsisteret
.	.	PUNC	MORPH=empty	.
Quodsi	quodsum	PROrel	Numb=Plur	quodsi
quis	quis1	PROint	Case=Nom|Numb=Sing	quis
ad	ad2	PRE	MORPH=empty	ad
ea	is	PROdem	Case=Acc|Numb=Plur	ea
instrumenta	instrumentum	NOMcom	Case=Acc|Numb=Plur	instrumenta
animi	animus	NOMcom	Case=Gen|Numb=Sing	animi
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
natura	natura	NOMcom	Case=Nom|Numb=Sing	natura
quaeque	quisque2	PROind	Case=Nom|Numb=Sing	quaeque
civilibus	ciuilis	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	ciuilibus
institutis	institutum	NOMcom	Case=Abl|Numb=Plur	institutis
habuit	habeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	habuit
adiungendam	adiungo	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	adiungendam
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
etiam	etiam	ADV	Deg=Pos	etiam
doctrinam	doctrina	NOMcom	Case=Acc|Numb=Sing|Deg=Pos	doctrinam
et	et2	CONcoo	MORPH=empty	et
uberiorem	uber2	ADJqua	Case=Acc|Numb=Sing|Deg=Comp	uberiorem
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
cognitionem	cognitio	NOMcom	Case=Acc|Numb=Sing	cognitionem
putavit	puto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	putauit
ut	ut1	ADVrel	MORPH=empty	ut
ii	is	PROdem	Case=Nom|Numb=Plur	ii
ipsi	ipse	PROdem	Case=Nom|Numb=Plur	ipsi
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
in	in	PRE	MORPH=empty	in
horum	hic1	PROdem	Case=Gen|Numb=Plur	horum
librorum	liber1	NOMcom	Case=Gen|Numb=Plur	librorum
disputatio	disputatio	NOMcom	Case=Nom|Numb=Sing	disputatio
-ne	ne2	CONcoo	MORPH=empty	-ne
versantur	uersor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	uersantur
nemo	nemo	PROind	Case=Nom|Numb=Sing	nemo
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quin	quin2	CONsub	MORPH=empty	quin
eos	is	PROdem	Case=Acc|Numb=Plur	eos
anteferre	antefero	VER	Mood=Inf|Tense=Pres|Voice=Act	anteferre
omnibus	omnis	PROind	Case=Dat|Numb=Plur	omnibus
debeat	debeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	debeat
.	.	PUNC	MORPH=empty	.
Quid	quis1	PROint	Case=Nom|Numb=Sing	quid
enim	enim2	CONcoo	MORPH=empty	enim
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
praeclarius	praeclarus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	praeclarius
quam	quam1	ADVrel	MORPH=empty	quam
cum	cum3	CONsub	MORPH=empty	cum
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
magnarum	magnus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	magnarum
tractatio	tractatio	NOMcom	Case=Nom|Numb=Sing	tractatio
atque	atque1	CONcoo	MORPH=empty	atque
usus	usus	NOMcom	Case=Nom|Numb=Sing	usus
cum	cum2	PRE	MORPH=empty	cum
illarum	ille	PROdem	Case=Gen|Numb=Plur	illarum
artium	ars	NOMcom	Case=Gen|Numb=Plur	artium
studiis	studium	NOMcom	Case=Abl|Numb=Plur	studiis
et	et2	CONcoo	MORPH=empty	et
cognitio	cognitio	NOMcom	Case=Nom|Numb=Sing	cognitio
-ne	ne2	CONcoo	MORPH=empty	-ne
coniungitur	coniungo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	coniungitur
aut	aut	CONcoo	MORPH=empty	aut
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
P	pe	NOMcom	Case=Nom|Numb=Sing	p
.	.	PUNC	MORPH=empty	.
Scipio	scipio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	scipio
-	-	PUNC	MORPH=empty	-
-ne	ne2	CONcoo	MORPH=empty	-ne
quid	quis1	PROint	Case=Acc|Numb=Sing	quid
C	ce	PRE	MORPH=empty	c
.	.	PUNC	MORPH=empty	.
Laelio	laelium	NOMcom	Case=Abl|Numb=Sing	laelio
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
L	libe	NOMcom	Case=Nom	l
.	.	PUNC	MORPH=empty	.
Philo	philus	NOMcom	Case=Abl|Numb=Sing	philo
perfectius	perfecte	ADV	Deg=Comp	perfectius
cogitari	cogito	VER	Mood=Inf|Tense=Pres|Voice=Pass	cogitari
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
ne	ne4	CONsub	MORPH=empty	ne
quid	quis2	PROind	Case=Acc|Numb=Sing	quid
praetermitterent	praetermitto	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3	praetermitterent
quod	qui1	PROrel	Case=Nom|Numb=Sing	quod
ad	ad2	PRE	MORPH=empty	ad
summam	superus	ADJqua	Case=Acc|Numb=Sing|Deg=Sup	summam
laudem	laus	NOMcom	Case=Acc|Numb=Sing	laudem
clarorum	clarus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	clarorum
virorum	uir	NOMcom	Case=Gen|Numb=Plur	uirorum
pertineret	pertineo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	pertineret
ad	ad2	PRE	MORPH=empty	ad
domesticum	domesticus2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	domesticum
maiorum	maiores	NOMcom	Case=Gen|Numb=Plur	maiorum
-que	que	CONcoo	MORPH=empty	-que
morem	mos	NOMcom	Case=Acc|Numb=Sing	morem
etiam	etiam	ADV	Deg=Pos	etiam
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
a	ab	PRE	MORPH=empty	a
Socrate	socrates	NOMcom	Case=Abl|Numb=Sing	socrate
adventiciam	aduenticius	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	aduenticiam
doctrinam	doctrina	NOMcom	Case=Acc|Numb=Sing	doctrinam
adhibuerunt	adhibeo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	adhibuerunt
.	.	PUNC	MORPH=empty	.
Quare	quare?	ADVrel	MORPH=empty	quare
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
utrumque	uterque	PROind	Case=Acc|Numb=Sing	utrumque
voluit	uolo?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	uoluit
et	et2	CONcoo	MORPH=empty	et
potuit	possum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	potuit
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ut	ut4	CONsub	MORPH=empty	ut
cum	cum3	CONsub	MORPH=empty	cum
maiorum	maiores	NOMcom	Case=Gen|Numb=Plur	maiorum
institutis	institutum	NOMcom	Case=Abl|Numb=Plur	institutis
tum	tum	ADV	Deg=Pos	tum
doctrina	doctrina	NOMcom	Case=Abl|Numb=Sing	doctrina
se	sui1	PROref	Case=Acc|Numb=Sing	se
instrueret	instruo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	instrueret
ad	ad2	PRE	MORPH=empty	ad
laudem	laus	NOMcom	Case=Acc|Numb=Sing	laudem
hunc	hic1	PROdem	Case=Acc|Numb=Sing	hunc
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
consecutum	consequor	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Dep	consecutum
puto	puto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	puto
.	.	PUNC	MORPH=empty	.
Sin	sin	CONsub	MORPH=empty	sin
altera	alter	PROind	Case=Nom|Numb=Sing	altera
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
utra	uter3	PROint	Case=Nom|Numb=Sing	utra
via	uia	NOMcom	Case=Nom|Numb=Sing	uia
prudentiae	prudentia	NOMcom	Case=Gen|Numb=Sing	prudentiae
deligenda	deligo?	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	deligenda
tamen	tamen	ADV	Deg=Pos	tamen
etiamsi	etiamsi	CONsub	MORPH=empty	etiamsi
cui	quis2	PROind	Case=Dat|Numb=Sing	cui
videbitur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3	uidebitur
illa	ille	PROdem	Case=Nom|Numb=Sing	illa
in	in	PRE	MORPH=empty	in
optimis	bonus	ADJqua	Case=Abl|Numb=Plur|Deg=Sup	optimis
studiis	studium	NOMcom	Case=Abl|Numb=Plur	studiis
et	et2	CONcoo	MORPH=empty	et
artibus	ars	NOMcom	Case=Abl|Numb=Plur	artibus
quieta	quietus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	quieta
vitae	uita	NOMcom	Case=Gen|Numb=Sing	uitae
ratio	ratio	NOMcom	Case=Nom|Numb=Sing	ratio
beatior	beatus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	beatior
haec	hic1	PROdem	Case=Nom|Numb=Sing	haec
civilis	ciuilis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	ciuilis
laudabilior	laudabilis	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	laudabilior
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
certe	certe	ADV	Deg=Pos	certe
et	et2	CONcoo	MORPH=empty	et
inlustrior	illustris	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	inlustrior
ex	ex	PRE	MORPH=empty	ex
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
vita	uita	NOMcom	Case=Abl|Numb=Sing	uita
sic	sic	ADV	Deg=Pos	sic
summi	superus	ADJqua	Case=Nom|Numb=Plur|Deg=Sup	summi
viri	uir	NOMcom	Case=Nom|Numb=Plur	uiri
ornantur	orno	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	ornantur
ut	ut4	CONsub	MORPH=empty	ut
vel	uel1	ADV	Deg=Pos	uel
M	ego	NOMcom	Numb=Sing	m
.	.	PUNC	MORPH=empty	.
Curius	cure	ADV	Deg=Comp	curius
Quem	qui1	PROrel	Case=Acc|Numb=Sing	quem
nemo	nemo	PROind	Case=Nom|Numb=Sing	nemo
ferro	ferrum	NOMcom	Case=Abl|Numb=Sing	ferro
potuit	possum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	potuit
superare	supero	VER	Mood=Inf|Tense=Pres|Voice=Act	superare
nec	nec2	CONcoo	MORPH=empty	nec
auro	aurum	NOMcom	Case=Abl|Numb=Sing	auro
vel	uel2	CONcoo	MORPH=empty	uel
fuisse	sum1	VER	Mood=Inf|Tense=Perf|Voice=Act	fuisse
sapientiam	sapientia	NOMcom	Case=Acc|Numb=Sing	sapientiam
tamen	tamen	ADV	Deg=Pos	tamen
hoc	hic1	PROdem	Case=Abl|Numb=Sing	hoc
in	in	PRE	MORPH=empty	in
ratione	ratio	NOMcom	Case=Abl|Numb=Sing	ratione
utriusque	uterque	PROind	Case=Gen|Numb=Sing	utriusque
generis	genus?	NOMcom	Case=Gen|Numb=Sing	generis
interfuit	intersum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	interfuit
quod	quod2	CONsub	MORPH=empty	quod
illi	ille	PROdem	Case=Nom|Numb=Plur	illi
verbis	uerbum	NOMcom	Case=Abl|Numb=Plur	uerbis
et	et2	CONcoo	MORPH=empty	et
artibus	ars	NOMcom	Case=Abl|Numb=Plur	artibus
aluerunt	alo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	aluerunt
naturae	natura	NOMcom	Case=Gen|Numb=Sing	naturae
principia	principium	NOMcom	Case=Nom|Numb=Plur	principia
hi	hic1	PROdem	Case=Nom|Numb=Plur	hi
autem	autem	CONcoo	MORPH=empty	autem
institutis	institutum	NOMcom	Case=Abl|Numb=Plur	institutis
et	et2	CONcoo	MORPH=empty	et
legibus	lex	NOMcom	Case=Abl|Numb=Plur	legibus
.	.	PUNC	MORPH=empty	.
Pluris	multus	ADJqua	Case=Gen|Numb=Plur|Deg=Comp	pluris
vero	uero4	CONcoo	MORPH=empty	uero
haec	hic1	PROdem	Case=Nom|Numb=Sing	haec
tulit	fero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	tulit
una	unus	ADJcar	Case=Nom|Numb=Sing	una
civitas	ciuitas	NOMcom	Case=Nom|Numb=Sing	ciuitas
si	si2	CONsub	MORPH=empty	si
minus	parum2	ADV	Deg=Comp	minus
sapientis	sapiens1	NOMcom	Case=Gen|Numb=Sing	sapientis
quoniam	quoniam	CONsub	MORPH=empty	quoniam
id	is	PROdem	Case=Acc|Numb=Sing	id
nomen	nomen	NOMcom	Case=Acc|Numb=Sing	nomen
illi	ille	PROdem	Case=Nom|Numb=Plur	illi
tam	tam	ADV	Deg=Pos	tam
restricte	restricte	ADV	Deg=Pos	restricte
tenent	teneo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	tenent
at	at2	CONcoo	MORPH=empty	at
certe	certe	ADV	Deg=Pos	certe
summa	superus	ADJqua	Case=Abl|Numb=Sing|Deg=Sup	summa
laude	laus	NOMcom	Case=Abl|Numb=Sing	laude
dignos	dignus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	dignos
quoniam	quoniam	CONsub	MORPH=empty	quoniam
sapientium	sapiens1	NOMcom	Case=Gen|Numb=Plur	sapientium
praecepta	praeceptum	NOMcom	Case=Nom|Numb=Plur	praecepta
et	et2	CONcoo	MORPH=empty	et
inventa	inuentum	NOMcom	Case=Acc|Numb=Plur	inuenta
coluerunt	colo2	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3	coluerunt
.	.	PUNC	MORPH=empty	.
Atque	atque1	CONcoo	MORPH=empty	atque
etiam	etiam	ADV	Deg=Pos	etiam
quot	quot1	PROrel	Case=Ind	quot
et	et2	CONcoo	MORPH=empty	et
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
laudandae	laudo	VER	Case=Nom|Numb=Plur|Mood=Adj|Voice=Pass	laudandae
civitates	ciuitas	NOMcom	Case=Nom|Numb=Plur	ciuitates
