form	lemma	POS	morph	treated_token
inuiscerata	inuisceratus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	inuiscerata
carni	caro1	NOMcom	Case=Nom|Numb=Plur	carni
ipsi	ipse	PROdem	Case=Nom|Numb=Plur	ipsi
-que	que	CONcoo	MORPH=empty	-que
propemodum	propemodum	ADV	Deg=Pos	propemodum
coaeua	coaeua	NOMcom	Case=Nom|Numb=Sing	coaeua
natiuitati	natiuitas	NOMcom	Case=Dat|Numb=Sing	natiuitati
discretionem	discretio	NOMcom	Case=Acc|Numb=Sing	discretionem
boni	bonum	ADJqua	Case=Gen|Numb=Plur	boni
mali	malus?	NOMcom	Case=Nom|Numb=Plur	mali
-que	que	CONcoo	MORPH=empty	-que
praeueniunt	praeuenio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	praeueniunt
et	et2	CONcoo	MORPH=empty	et
licet	licet3	CONsub	MORPH=empty	licet
prima	primus	ADJord	Case=Acc|Numb=Plur|Deg=Sup	prima
arripiant	arripio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	arripiant
hominem	homo	NOMcom	Case=Acc|Numb=Sing	hominem
longo	longus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	longo
tamen	tamen	ADV	Deg=Pos	tamen
labore	labor1	NOMcom	Case=Abl|Numb=Sing	labore
uincuntur	uinco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	uincuntur
.	.	PUNC	MORPH=empty	.
Hic	hic2	ADV	Case=Nom|Deg=Pos	hic
uero	uero4	CONcoo	MORPH=empty	uero
morbus	morbus	NOMcom	Case=Nom|Numb=Sing	morbus
posterius	posterius	ADV	Deg=Comp	posterius
superueniens	superuenio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	superueniens
et	et2	CONcoo	MORPH=empty	et
extrinsecus	extrinsecus	ADV	Deg=Pos	extrinsecus
accedens	accedo1	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	accedens
animae	anima	NOMcom	Case=Gen|Numb=Sing	animae
quanto	quanto1	ADVrel	MORPH=empty	quanto
facilius	facile	ADV	Deg=Comp	facilius
caueri	caueo	VER	Mood=Inf|Tense=Pres|Voice=Pass	caueri
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
ac	ac1	CONcoo	MORPH=empty	ac
respui	respuo	VER	Mood=Inf|Tense=Perf|Voice=Act	respui
tanto	tanto	ADV	Deg=Pos	tanto
neglectus	negligo	VER	Case=Nom|Numb=Sing|Mood=Par	neglectus
et	et2	CONcoo	MORPH=empty	et
intromissus	intromissus	VER	Case=Nom|Numb=Sing	intromissus
semel	semel	ADJadv.mul	MORPH=empty	semel
cordi	cor	NOMcom	Case=Dat|Numb=Sing	cordi
fit	fio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	fit
perniciosior	perniciosus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	perniciosior
cunctis	cunctus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	cunctis
difficilius	difficiliter	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	difficilius
-que	que	CONcoo	MORPH=empty	-que
propellitur	propello	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	propellitur
.	.	PUNC	MORPH=empty	.
malorum	malum?	NOMcom	Case=Gen|Numb=Plur	malorum
namque	namque	CONcoo	MORPH=empty	namque
omnium	omnis	PROind	Case=Gen|Numb=Plur	omnium
efficitur	efficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	efficitur
radix	radix	NOMcom	Case=Nom|Numb=Sing	radix
multiplices	multiplex	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	multiplices
fruticans	fruticor	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Dep	fruticans
fomites	fomes	NOMcom	Case=Nom|Numb=Plur	fomites
uitiorum	uitium	NOMcom	Case=Gen|Numb=Plur	uitiorum
.	.	PUNC	MORPH=empty	.
Ut	et2	CONcoo	MORPH=empty	vt
puta	puto	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	puta
carnis	caro1	NOMcom	Case=Abl|Numb=Plur	carnis
simplices	simplex	ADJmul	Case=Acc|Numb=Plur|Deg=Pos	simplices
motus	motus	NOMcom	Case=Acc|Numb=Plur	motus
nonne	nonne	ADVint.neg	MORPH=empty	nonne
uidemus	uideo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	uidemus
non	non	ADVneg	MORPH=empty	non
solum	solum2	ADV	Deg=Pos	solum
in	in	PRE	MORPH=empty	in
pueris	puer	NOMcom	Case=Abl|Numb=Plur	pueris
in	in	PRE	MORPH=empty	in
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
adhuc	adhuc	ADV	Deg=Pos	adhuc
innocentia	innocentia	NOMcom	Case=Nom|Numb=Sing	innocentia
boni	bonum	NOMcom	Case=Gen|Numb=Sing	boni
mali	malum?	NOMcom	Case=Gen|Numb=Sing|Deg=Pos	mali
-que	que	CONcoo	MORPH=empty	-que
praeuenit	praeuenio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	praeuenit
discretionem	discretio	NOMcom	Case=Acc|Numb=Sing	discretionem
uerum	uerum4	CONcoo	MORPH=empty	uerum
in	in	PRE	MORPH=empty	in
paruulis	paruulus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	paruulis
atque	atque1	CONcoo	MORPH=empty	atque
lactantibus	lacto	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	lactantibus
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
cum	cum3	CONsub	MORPH=empty	cum
ne	ne3	ADVneg	MORPH=empty	ne
initium	initium	NOMcom	Case=Acc|Numb=Sing	initium
quidem	quidem	ADV	Deg=Pos	quidem
ullius	ullus	PROind	Case=Gen|Numb=Sing	ullius
libidinis	libido	NOMcom	Case=Gen|Numb=Sing	libidinis
in	in	PRE	MORPH=empty	in
semet	sui1	PROref	Case=Acc|Numb=Sing	semet
ipsis	ipse	PROdem	Case=Abl|Numb=Plur	ipsis
habeant	habeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	habeant
motus	motus	NOMcom	Case=Acc|Numb=Plur	motus
carnis	caro1	NOMcom	Case=Dat|Numb=Plur	carnis
naturali	naturalis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	naturali
incitamento	incitamentum	NOMcom	Case=Abl|Numb=Sing	incitamento
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
inesse	insum1	VER	Mood=Inf|Tense=Pres|Voice=Act	inesse
designant	designo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	designant
.	.	PUNC	MORPH=empty	.
irae	ira	NOMcom	Case=Nom|Numb=Plur	irae
quoque	quoque	ADV	Deg=Pos	quoque
aculeos	aculeus	NOMcom	Case=Acc|Numb=Plur	aculeos
truces	trux	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	truces
nonne	nonne	ADVint.neg	MORPH=empty	nonne
similiter	similiter	ADV	Deg=Pos	similiter
in	in	PRE	MORPH=empty	in
paruulis	paruulus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	paruulis
iam	iam	ADV	Deg=Pos	iam
uigere	uigeo	VER	Mood=Inf|Tense=Pres|Voice=Act	uigere
conspicimus	conspicio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	conspicimus
et	et2	CONcoo	MORPH=empty	et
antequam	antequam1	CONsub	MORPH=empty	antequam
patientiae	patientia	NOMcom	Case=Gen|Numb=Sing	patientiae
uirtutem	uirtus	NOMcom	Case=Acc|Numb=Sing	uirtutem
agnoscant	agnosco	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	agnoscant
iniuriis	iniuria	NOMcom	Case=Abl|Numb=Plur	iniuriis
eos	is	PROdem	Case=Acc|Numb=Plur	eos
cernimus	cerno	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	cernimus
commoueri	commoueo	VER	Mood=Inf|Tense=Pres|Voice=Pass	commoueri
et	et2	CONcoo	MORPH=empty	et
uerborum	uerbum	NOMcom	Case=Gen|Numb=Plur	uerborum
sentire	sentio	VER	Mood=Inf|Tense=Pres|Voice=Act	sentire
etiam	etiam	ADV	Deg=Pos	etiam
per	per	PRE	MORPH=empty	per
iocum	iocus	NOMcom	Case=Acc|Numb=Sing	iocum
contumelias	contumelia	NOMcom	Case=Acc|Numb=Plur	contumelias
inrogatas	irrogo	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	inrogatas
ac	ac1	CONcoo	MORPH=empty	ac
nonnumquam	nonnumquam	ADV	Deg=Pos	nonnumquam
cum	cum3	CONsub	MORPH=empty	cum
desint	desum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	desint
uires	uis	NOMcom	Case=Nom|Numb=Plur	uires
uoluntas	uoluntas	NOMcom	Case=Nom|Numb=Sing	uoluntas
tamen	tamen	ADV	Deg=Pos	tamen
ultionis	ultio	NOMcom	Case=Gen|Numb=Sing	ultionis
ira	ira	NOMcom	Case=Nom|Numb=Sing	ira
instigante	instigo	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	instigante
non	non	ADVneg	MORPH=empty	non
deest	desum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	deest
.	.	PUNC	MORPH=empty	.
nec	nec2	CONcoo	MORPH=empty	nec
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
dico	dico?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	dico
quo	quo?	PROint	MORPH=empty	quo
uocem	uox	NOMcom	Case=Acc|Numb=Sing	uocem
naturam	natura	NOMcom	Case=Acc|Numb=Sing	naturam
conditionis	conditio	NOMcom	Case=Gen|Numb=Sing	conditionis
in	in	PRE	MORPH=empty	in
culpam	culpa	NOMcom	Case=Acc|Numb=Sing	culpam
sed	sed	CONcoo	MORPH=empty	sed
quo	quo?	ADVrel	MORPH=empty	quo
adseram	assero?	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1	adseram
motus	motus	NOMcom	Case=Acc|Numb=Plur	motus
hos	hic1	PROdem	Case=Acc|Numb=Plur	hos
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
procedunt	procedo1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	procedunt
ex	ex	PRE	MORPH=empty	ex
nobis	nos	PROper	Case=Abl|Numb=Plur	nobis
quosdam	quidam	PROind	Case=Acc|Numb=Plur	quosdam
quidem	quidem	ADV	Deg=Pos	quidem
utilitatis	utilitas	NOMcom	Case=Gen|Numb=Sing	utilitatis
causa	causa	NOMcom	Case=Abl|Numb=Sing	causa
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
insertos	insero?	VER	Case=Acc|Numb=Plur|Mood=Inf|Tense=Perf|Voice=Pass	insertos
quosdam	quidam	PROind	Case=Acc|Numb=Plur	quosdam
uero	uero4	CONcoo	MORPH=empty	uero
neglegentiae	negligentia	NOMcom	Case=Gen|Numb=Sing	neglegentiae
uitio	uitium	NOMcom	Case=Abl|Numb=Sing	uitio
ac	ac1	CONcoo	MORPH=empty	ac
malae	malus3	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	malae
uoluntatis	uoluntas	NOMcom	Case=Gen|Numb=Sing	uoluntatis
arbitrio	arbitrium	NOMcom	Case=Abl|Numb=Sing	arbitrio
extrinsecus	extrinsecus	ADV	Deg=Pos	extrinsecus
introduci	introduco	VER	Mood=Inf|Tense=Pres|Voice=Pass	introduci
.	.	PUNC	MORPH=empty	.
namque	namque	CONcoo	MORPH=empty	namque
hi	hic1	PROdem	Case=Nom|Numb=Plur	hi
quos	qui1	PROrel	Case=Acc|Numb=Plur	quos
supra	supra1	ADV	Deg=Pos	supra
diximus	dico?	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	diximus
motus	motus	NOMcom	Case=Acc|Numb=Plur	motus
carnales	carnalis	NOMcom	Case=Acc|Numb=Plur	carnales
ob	ob	PRE	MORPH=empty	ob
reparationem	reparatio	NOMcom	Case=Acc|Numb=Sing	reparationem
subolis	suboles	NOMcom	Case=Gen|Numb=Plur	subolis
et	et2	CONcoo	MORPH=empty	et
posteritatis	posteritas	NOMcom	Case=Gen|Numb=Sing	posteritatis
propaginem	propago1	NOMcom	Case=Acc|Numb=Sing	propaginem
suscitandam	suscito1	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	suscitandam
utiliter	utiliter	ADV	Deg=Pos	utiliter
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
corpori	corpus	NOMcom	Case=Dat|Numb=Sing	corpori
nostro	noster	PROpos	Case=Dat|Numb=Sing	nostro
prouidentia	prouidentia	NOMcom	Case=Nom|Numb=Sing	prouidentia
creatoris	creator	NOMcom	Case=Gen|Numb=Sing	creatoris
inserti	insero?	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	inserti
non	non	ADVneg	MORPH=empty	non
ad	ad2	PRE	MORPH=empty	ad
perpetranda	perpetro	VER	Case=Acc|Numb=Plur|Mood=Adj|Voice=Pass	perpetranda
flagitia	flagitium	NOMcom	Case=Acc|Numb=Plur	flagitia
stuprorum	stuprum	NOMcom	Case=Gen|Numb=Plur	stuprorum
et	et2	CONcoo	MORPH=empty	et
adulteria	adulterium	NOMcom	Case=Acc|Numb=Plur	adulteria
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
legis	lex	NOMcom	Case=Gen|Numb=Sing	legis
etiam	etiam	ADV	Deg=Pos	etiam
auctoritate	auctoritas	NOMcom	Case=Abl|Numb=Sing	auctoritate
damnantur	damno	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	damnantur
.	.	PUNC	MORPH=empty	.
irae	ira	NOMcom	Case=Dat|Numb=Plur	irae
etiam	etiam	ADV	Deg=Pos	etiam
aculeos	aculeus	NOMcom	Case=Acc|Numb=Plur	aculeos
nonne	nonne	ADVint.neg	MORPH=empty	nonne
saluberrime	salubriter	ADV	Deg=Sup	saluberrime
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
intellegimus	intelligo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	intellegimus
adtributos	attribuo	VER	Case=Acc|Numb=Plur|Mood=Inf|Tense=Perf|Voice=Pass	adtributos
ut	ut4	CONsub	MORPH=empty	ut
nostris	noster	PROpos	Case=Dat|Numb=Plur	nostris
uitiis	uitium	NOMcom	Case=Abl|Numb=Plur	uitiis
et	et2	CONcoo	MORPH=empty	et
erroribus	error	NOMcom	Case=Abl|Numb=Plur	erroribus
indignantes	indignor	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	indignantes
uirtutibus	uirtus	NOMcom	Case=Abl|Numb=Plur	uirtutibus
potius	potius	ADV	Deg=Comp	potius
ac	ac1	CONcoo	MORPH=empty	ac
spiritalibus	spiritalis	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	spiritalibus
studiis	studium	NOMcom	Case=Abl|Numb=Plur	studiis
occupemur	occupo2	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=1	occupemur
omnem	omnis	PROind	Case=Acc|Numb=Sing	omnem
caritatem	caritas	NOMcom	Case=Acc|Numb=Sing	caritatem
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
et	et2	CONcoo	MORPH=empty	et
patientiam	patientia	NOMcom	Case=Acc|Numb=Sing	patientiam
nostris	noster	PROpos	Case=Dat|Numb=Plur	nostris
fratribus	frater	NOMcom	Case=Dat|Numb=Plur	fratribus
exhibentes	exhibeo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	exhibentes
tristitiae	tristitia	NOMcom	Case=Dat|Numb=Sing	tristitiae
quoque	quoque	ADV	Deg=Pos	quoque
utilitas	utilitas	NOMcom	Case=Nom|Numb=Sing	utilitas
quanta	quantus2	PROint	Case=Nom|Numb=Sing	quanta
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
nouimus	nosco	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	nouimus
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
inter	inter	PRE	MORPH=empty	inter
cetera	ceterus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	cetera
uitia	uitium	NOMcom	Case=Acc|Numb=Plur	uitia
cum	cum3	CONsub	MORPH=empty	cum
in	in	PRE	MORPH=empty	in
contrarium	contrarium	NOMcom	Case=Acc|Numb=Sing	contrarium
affectum	affectus1	NOMcom	Case=Nom|Numb=Sing	affectum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
mutata	muto2	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	mutata
numeratur	numero1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	numeratur
.	.	PUNC	MORPH=empty	.
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
enim	enim2	CONcoo	MORPH=empty	enim
et	et2	CONcoo	MORPH=empty	et
secundum	secundus2	ADJord	Case=Nom|Numb=Sing	secundum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
timorem	timor	NOMcom	Case=Acc|Numb=Sing	timorem
pernecessaria	pernecessarius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	pernecessaria
et	et2	CONcoo	MORPH=empty	et
secundum	secundus2	ADJord	Case=Nom|Numb=Sing	secundum
saeculum	saeculum	NOMcom	Case=Nom|Numb=Sing	saeculum
admodum	admodum	ADV	Deg=Pos	admodum
perniciosa	perniciosus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	perniciosa
ut	ut1	ADVrel	MORPH=empty	ut
docet	doceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	docet
apostolus	apostolus	NOMcom	Case=Nom|Numb=Sing	apostolus
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
enim	enim2	CONcoo	MORPH=empty	enim
secundum	secundus?	PRE	Case=Nom|Numb=Sing	secundum
deum	deus	NOMcom	Case=Gen|Numb=Sing	deum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
tristitia	tristitia	NOMcom	Case=Nom|Numb=Sing	tristitia
paenitentiam	paenitentia	NOMcom	Case=Acc|Numb=Sing	paenitentiam
ad	ad2	PRE	MORPH=empty	ad
salutem	salus	NOMcom	Case=Acc|Numb=Sing	salutem
stabilem	stabilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	stabilem
operatur	operor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	operatur
saeculi	saeculum	NOMcom	Case=Gen|Numb=Sing	saeculi
autem	autem	CONcoo	MORPH=empty	autem
tristitia	tristitia	NOMcom	Case=Nom|Numb=Sing	tristitia
mortem	mors	NOMcom	Case=Acc|Numb=Sing	mortem
operatur	operor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	operatur
.	.	PUNC	MORPH=empty	.
Non	non	ADVneg	MORPH=empty	non
ergo	ergo2	CONcoo	MORPH=empty	ergo
si	si2	CONsub	MORPH=empty	si
dixerimus	dico?	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1	dixerimus
hos	hic1	PROdem	Case=Acc|Numb=Plur	hos
motus	motus	NOMcom	Case=Acc|Numb=Plur	motus
a	ab	PRE	MORPH=empty	a
creatore	creator	NOMcom	Case=Abl|Numb=Sing	creatore
nobis	nos	PROper	Case=Abl|Numb=Plur	nobis
insertos	insero?	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	insertos
ex	ex	PRE	MORPH=empty	ex
eo	is	PROdem	Case=Abl|Numb=Sing	eo
culpabilis	culpabilis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	culpabilis
ille	ille	PROdem	Case=Nom|Numb=Sing	ille
uidebitur	uideo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Pass|Person=3	uidebitur
si	si2	CONsub	MORPH=empty	si
nequiter	nequiter	ADV	Deg=Pos	nequiter
his	hic1	PROdem	Case=Abl|Numb=Plur	his
abusi	abutor	VER	Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	abusi
maluerimus	malo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	maluerimus
eos	is	PROdem	Case=Acc|Numb=Plur	eos
ad	ad2	PRE	MORPH=empty	ad
noxia	noxius	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	noxia
potius	potius	ADV	Deg=Comp	potius
ministeria	ministerium	NOMcom	Case=Acc|Numb=Plur	ministeria
detorquere	detorqueo	VER	Mood=Inf|Tense=Pres|Voice=Act	detorquere
et	et2	CONcoo	MORPH=empty	et
uelimus	uolo?	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	uelimus
pro	pro1	PRE	MORPH=empty	pro
infructuosis	infructuosus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	infructuosis
ac	ac1	CONcoo	MORPH=empty	ac
saecularibus	saecularis	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	saecularibus
lucris	lucrum	NOMcom	Case=Abl|Numb=Plur	lucris
non	non	ADVneg	MORPH=empty	non
pro	pro1	PRE	MORPH=empty	pro
salutari	salutaris	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	salutari
paenitentia	paenitentia	NOMcom	Case=Abl|Numb=Sing	paenitentia
et	et2	CONcoo	MORPH=empty	et
uitiorum	uitium	NOMcom	Case=Gen|Numb=Plur	uitiorum
correctio	correctio	NOMcom	Case=Nom|Numb=Sing	correctio
-ne	ne2	CONcoo	MORPH=empty	-ne
tristari	tristo	NOMcom	Mood=Inf|Tense=Pres	tristari
uel	uel2	CONcoo	MORPH=empty	uel
certe	certe	ADV	Deg=Pos	certe
si	si2	CONsub	MORPH=empty	si
non	non	ADVneg	MORPH=empty	non
nobismet	nos	PROper	Case=Dat|Numb=Plur	nobismet
ipsis	ipse	PROdem	Case=Dat|Numb=Plur	ipsis
utiliter	utiliter	ADV	Deg=Pos	utiliter
sed	sed	CONcoo	MORPH=empty	sed
contra	contra2	PRE	MORPH=empty	contra
interdictum	interdictum	NOMcom	Case=Acc|Numb=Sing	interdictum
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
nostris	noster	PROpos	Case=Dat|Numb=Plur	nostris
fratribus	frater	NOMcom	Case=Dat|Numb=Plur	fratribus
irascamur	irascor	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=1	irascamur
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
si	si2	CONsub	MORPH=empty	si
ferrum	ferrum	NOMcom	Case=Acc|Numb=Sing	ferrum
quis	quis2	PROind	Case=Nom|Numb=Sing	quis
ad	ad2	PRE	MORPH=empty	ad
necessarium	necessarius2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	necessarium
et	et2	CONcoo	MORPH=empty	et
