form	lemma	POS	morph	treated_token
uiuifica	uiuifico	NOMcom	Case=Voc|Numb=Sing|Mood=Imp|Tense=Pres|Person=2	uiuifica
me	ego	PROper	Case=Acc|Numb=Sing	me
secundum	secundus2	ADJord	Case=Acc|Numb=Sing	secundum
uerbum	uerbum	NOMcom	Case=Acc|Numb=Sing	uerbum
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
.	.	PUNC	MORPH=empty	.
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
istud	iste	PROdem	Case=Nom|Numb=Sing	istud
et	et2	CONcoo	Deg=Pos	et
de	de	PRE	MORPH=empty	de
adsiduitate	assiduitas	NOMcom	Case=Abl|Numb=Sing	adsiduitate
orationis	oratio	NOMcom	Case=Gen|Numb=Sing	orationis
intellegi	intelligo	VER	Mood=Inf|Tense=Pres|Voice=Pass	intellegi
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
ex	ex	PRE	MORPH=empty	ex
peccatorum	peccatum	NOMcom	Case=Gen|Numb=Plur	peccatorum
confessio	confessio	NOMcom	Case=Nom|Numb=Sing	confessio
-ne	ne2	CONcoo	MORPH=empty	-ne
in	in	PRE	MORPH=empty	in
terram	terra	NOMcom	Case=Acc|Numb=Sing	terram
propheta	prophetus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos|Voice=Pass	propheta
prostratus	prosterno	VER	Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	prostratus
pauimento	pauimentum	NOMcom	Case=Abl|Numb=Sing	pauimento
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
ut	ut4	CONsub	MORPH=empty	ut
altius	altus	ADV	Deg=Comp	altius
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
sub	sub	PRE	MORPH=empty	sub
his	hic1	PROdem	Case=Abl|Numb=Plur	his
dictis	dictum	NOMcom	Case=Abl|Numb=Plur	dictis
intellegamus	intelligo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	intellegamus
perspecta	perspicio	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	perspecta
diligentius	diligenter	ADV	Deg=Comp	diligentius
uerborum	uerbum	NOMcom	Case=Gen|Numb=Plur	uerborum
uirtute	uirtus	NOMcom	Case=Abl|Numb=Sing	uirtute
necessarium	necessarius2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	necessarium
ducimus	duco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	ducimus
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
enim	enim2	CONcoo	MORPH=empty	enim
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
adhaesi	adhaereo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	adhaesi
sed	sed	CONcoo	MORPH=empty	sed
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
pauimento	pauimentum	NOMcom	Case=Abl|Numb=Sing	pauimento
anima	anima	NOMcom	Case=Abl|Numb=Sing	anima
mea	meus	PROpos	Case=Abl|Numb=Sing	mea
et	et2	CONcoo	MORPH=empty	et
admonemur	admoneo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	admonemur
intellegere	intelligo	VER	Mood=Inf|Tense=Pres|Voice=Act	intellegere
hic	hic2	ADV	MORPH=empty	hic
eum	is	PROdem	Case=Acc|Numb=Sing	eum
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
de	de	PRE	MORPH=empty	de
animae	anima	NOMcom	Case=Gen|Numb=Sing	animae
et	et2	CONcoo	MORPH=empty	et
corporis	corpus	NOMcom	Case=Gen|Numb=Sing	corporis
societate	societas	NOMcom	Case=Abl|Numb=Sing	societate
conquestum	conqueror	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Dep	conquestum
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
multa	multus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	multa
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
nos	nos	PROper	Case=Acc|Numb=Plur	nos
ut	ut4	CONsub	MORPH=empty	ut
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
potius	potius	ADV	Deg=Comp	potius
probabile	probabilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	probabile
existimemus	existimo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	existimemus
admoneant	admoneo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	admoneant
.	.	PUNC	MORPH=empty	.
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
enim	enim2	CONcoo	MORPH=empty	enim
apostolus	apostolus	NOMcom	Case=Nom|Numb=Sing	apostolus
corpus	corpus	NOMcom	Case=Acc|Numb=Sing	corpus
humiliationis	humiliatio	NOMcom	Case=Gen|Numb=Sing	humiliationis
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
et	et2	CONcoo	MORPH=empty	et
propheta	prophetus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	propheta
humiliata	humiliatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	humiliata
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
puluere	puluis	NOMcom	Case=Abl|Numb=Sing	puluere
anima	anima	NOMcom	Case=Abl|Numb=Sing	anima
mea	meus	PROpos	Case=Nom|Numb=Sing	mea
dixit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	dixit
rursum	rursus	ADV	Deg=Pos	rursum
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
puluerem	puluis	NOMcom	Case=Acc|Numb=Sing	puluerem
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
deduxisti	deduco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2	deduxisti
me	ego	PROper	Case=Acc|Numb=Sing	me
.	.	PUNC	MORPH=empty	.
igitur	igitur	CONcoo	MORPH=empty	igitur
uel	uel2	CONcoo	MORPH=empty	uel
quia	quia	CONsub	MORPH=empty	quia
in	in	PRE	MORPH=empty	in
terrae	terra	NOMcom	Case=Gen|Numb=Sing	terrae
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
solo	solum1	NOMcom	Case=Abl|Numb=Sing	solo
uel	uel2	CONcoo	MORPH=empty	uel
quia	quia	CONsub	MORPH=empty	quia
ex	ex	PRE	MORPH=empty	ex
terra	terra	NOMcom	Case=Abl|Numb=Sing	terra
instituti	instituo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	instituti
conformati	conformo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	conformati
-que	que	CONcoo	MORPH=empty	-que
anima	anima	NOMcom	Case=Nom|Numb=Sing	anima
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
alterius	alter	PROind	Case=Gen|Numb=Sing	alterius
originis	origo	NOMcom	Case=Gen|Numb=Sing	originis
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
corporis	corpus	NOMcom	Case=Gen|Numb=Sing	corporis
adhaesisse	adhaereo	VER	Mood=Inf|Tense=Perf|Voice=Act	adhaesisse
creditur	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	creditur
maximum	magnus	ADJqua	Case=Acc|Numb=Sing|Deg=Sup	maximum
ipsa	ipse	PROdem	Case=Nom|Numb=Sing	ipsa
certamen	certamen	NOMcom	Case=Acc|Numb=Sing	certamen
suscipiens	suscipio	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	suscipiens
ut	ut4	CONsub	MORPH=empty	ut
se	sui1	PROref	Case=Acc|Numb=Sing	se
manens	maneo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	manens
in	in	PRE	MORPH=empty	in
eo	is	PROdem	Case=Abl|Numb=Sing	eo
ab	ab	PRE	MORPH=empty	ab
eius	is	PROdem	Case=Gen|Numb=Sing	eius
societate	societas	NOMcom	Case=Abl|Numb=Sing	societate
diuellat	diuello	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	diuellat
ut	ut4	CONsub	MORPH=empty	ut
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
peregrina	peregrinus2	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	peregrina
incolatu	incolatus	NOMcom	Case=Abl|Numb=Sing	incolatu
eius	is	PROdem	Case=Gen|Numb=Sing	eius
utatur	utor	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3	utatur
.	.	PUNC	MORPH=empty	.
Non	non	ADVneg	MORPH=empty	non
ignarus	ignarus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	ignarus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
autem	autem	CONcoo	MORPH=empty	autem
propheta	prophetus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	propheta
licet	licet3	CONsub	Mood=Ind|Tense=Pres|Person=3	licet
anterior	anterior	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	anterior
aetate	aetas	NOMcom	Case=Abl|Numb=Sing	aetate
apostolici	apostolicum	NOMcom	Case=Nom|Numb=Sing	apostolici
tamen	tamen	ADV	Deg=Pos	tamen
dicti	dico?	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	dicti
quia	quia	CONsub	MORPH=empty	quia
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
adhaerent	adhaereo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	adhaerent
domino	dominus	NOMcom	Case=Dat|Numb=Sing	domino
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
etiam	etiam	ADV	Deg=Pos	etiam
a	ab	PRE	MORPH=empty	a
se	sui1	PROref	Case=Abl|Numb=Sing	se
post	post2	PRE	MORPH=empty	post
te	tu	PROper	Case=Acc|Numb=Sing	te
anima	anima	NOMcom	Case=Nom|Numb=Sing	anima
mea	meus	PROpos	Case=Abl|Numb=Sing	mea
.	.	PUNC	MORPH=empty	.
quin	quin1	ADV	Deg=Pos	quin
etiam	etiam	ADV	Deg=Pos	etiam
legit	lego?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	legit
in	in	PRE	MORPH=empty	in
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
post	post2	PRE	MORPH=empty	post
dominum	dominus	NOMcom	Case=Acc|Numb=Sing	dominum
deum	deus	NOMcom	Case=Acc|Numb=Sing	deum
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
ambulabis	ambulo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2	ambulabis
et	et2	CONcoo	MORPH=empty	et
adhaerebis	adhaereo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2	adhaerebis
ipsi	ipse	PROdem	Case=Dat|Numb=Sing	ipsi
.	.	PUNC	MORPH=empty	.
igitur	igitur	CONcoo	MORPH=empty	igitur
huic	hic1	PROdem	Case=Dat|Numb=Sing	huic
magis	magis2	ADV	Deg=Comp	magis
quam	quam1	ADVrel	MORPH=empty	quam
illi	ille	PROdem	Case=Dat|Numb=Sing	illi
concupiscit	concupisco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	concupiscit
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
quia	quia	CONsub	MORPH=empty	quia
meminit	memini	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	meminit
ex	ex	PRE	MORPH=empty	ex
consortio	consortium	NOMcom	Case=Abl|Numb=Sing	consortio
eius	is	PROdem	Case=Gen|Numb=Sing	eius
nonnullam	nonnullus	PROind	Case=Acc|Numb=Sing	nonnullam
se	sui1	PROref	Case=Acc|Numb=Sing	se
labem	labes	NOMcom	Case=Acc|Numb=Sing	labem
contraxisse	contraho	VER	Mood=Inf|Tense=Perf|Voice=Act	contraxisse
peccati	peccatum	NOMcom	Case=Gen|Numb=Sing	peccati
orat	oro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	orat
ut	ut4	CONsub	MORPH=empty	ut
per	per	PRE	MORPH=empty	per
uerbum	uerbum	NOMcom	Case=Acc|Numb=Sing	uerbum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
quamuis	quamuis2	CONsub	MORPH=empty	quamuis
admixta	admisceo	VER	Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	admixta
terrenae	terrena	NOMcom	Case=Dat|Numb=Sing	terrenae
mortali	mortalis1	NOMcom	Case=Dat|Numb=Sing|Deg=Pos	mortali
-que	que	CONcoo	MORPH=empty	-que
naturae	natura	NOMcom	Case=Gen|Numb=Sing	naturae
anima	anima	NOMcom	Case=Nom|Numb=Sing	anima
eius	is	PROdem	Case=Gen|Numb=Sing	eius
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
ipse	ipse	PROdem	Case=Nom|Numb=Sing	ipse
tamen	tamen	ADV	Deg=Pos	tamen
in	in	PRE	MORPH=empty	in
uitam	uita	NOMcom	Case=Acc|Numb=Sing	uitam
caelestis	caelestis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	caelestis
animetur	animo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	animetur
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
enim	enim2	CONcoo	MORPH=empty	enim
n	ne2	ADVint	Case=Acc	n
-ne	ne2	CONcoo	MORPH=empty	-ne
se	sui1	PROref	Case=Acc|Numb=Sing	se
nunc	nunc	ADV	Deg=Pos	nunc
pauimento	pauimentum	NOMcom	Case=Abl|Numb=Sing	pauimento
adhaerere	adhaereo	VER	Mood=Inf|Tense=Pres|Voice=Act	adhaerere
non	non	ADVneg	MORPH=empty	non
uiuere	uiuo	VER	Mood=Inf|Tense=Pres|Voice=Act	uiuere
sed	sed	CONcoo	MORPH=empty	sed
secundum	secundum?	ADJord	Case=Acc|Numb=Sing	secundum
uerbum	uerbum	NOMcom	Case=Acc|Numb=Sing	uerbum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
cui	qui1	PROrel	Case=Dat|Numb=Sing	cui
mortui	mortuus1	NOMcom	Case=Nom|Numb=Plur	mortui
uiuunt	uiuo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uiuunt
orat	oro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	orat
ut	ut4	CONsub	MORPH=empty	ut
uiuificetur	uiuifico	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	uiuificetur
in	in	PRE	MORPH=empty	in
uitam	uita	NOMcom	Case=Acc|Numb=Sing	uitam
.	.	PUNC	MORPH=empty	.
Dehinc	dehinc	ADV	Deg=Pos	dehinc
sequitur	sequor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	sequitur
uias	uia	NOMcom	Case=Acc|Numb=Plur	uias
meas	meus	PROpos	Case=Acc|Numb=Plur	meas
pronuntiaui	pronuntio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	pronuntiaui
et	et2	CONcoo	MORPH=empty	et
exaudisti	exaudio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2	exaudisti
me	ego	PROper	Case=Acc|Numb=Sing	me
;	;	PUNC	MORPH=empty	;
doce	doceo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	doce
me	ego	PROper	Case=Acc|Numb=Sing	me
iustificati	iustificor	VER	Numb=Plur|Mood=Par|Tense=Perf|Voice=Dep	iustificati
.	.	PUNC	MORPH=empty	.
ones	onis	NOMcom	Case=Nom|Numb=Plur	ones
tuas	tuus	PROpos	Case=Acc|Numb=Plur	tuas
.	.	PUNC	MORPH=empty	.
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
secundum	secundus?	PRE	Case=Acc	secundum
uoluptates	uoluptas	NOMcom	Case=Acc|Numb=Plur	uoluptates
corporis	corpus	NOMcom	Case=Gen|Numb=Sing	corporis
uitam	uita	NOMcom	Case=Acc|Numb=Sing	uitam
agunt	ago	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	agunt
in	in	PRE	MORPH=empty	in
uiis	uia	NOMcom	Case=Abl|Numb=Plur	uiis
suis	suus	PROpos.ref	Case=Abl|Numb=Plur	suis
ambulant	ambulo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ambulant
.	.	PUNC	MORPH=empty	.
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
autem	autem	CONcoo	MORPH=empty	autem
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
uitiorum	uitium	NOMcom	Case=Gen|Numb=Plur	uitiorum
carnalium	carnalis	NOMcom	Case=Gen|Numb=Plur	carnalium
consuetudi	consuetudo	VER	Case=Nom|Numb=Sing	consuetudi
-ne	ne2	CONcoo	MORPH=empty	-ne
derelicta	derelinquo	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	derelicta
in	in	PRE	MORPH=empty	in
dei	deus	NOMcom	Case=Gen|Numb=Plur	dei
degunt	dego	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	degunt
iam	iam	ADV	Deg=Pos	iam
illis	ille	PROdem	Case=Dat|Numb=Plur	illis
non	non	ADVneg	MORPH=empty	non
in	in	PRE	MORPH=empty	in
sua	suus	PROpos.ref	Case=Abl|Numb=Sing	sua
sed	sed	CONcoo	MORPH=empty	sed
in	in	PRE	MORPH=empty	in
uia	uia	NOMcom	Case=Abl|Numb=Sing	uia
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
iter	iter	NOMcom	Case=Nom|Numb=Sing	iter
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
audiamus	audio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	audiamus
in	in	PRE	MORPH=empty	in
Deuteronomii	deuteronomium	NOMcom	Case=Gen|Numb=Sing	deuteronomii
sed	sed	CONcoo	MORPH=empty	sed
r	re	NOMcom	MORPH=empty	r
a	ab	PRE	MORPH=empty	a
quid	quis1	PROint	Case=Acc|Numb=Sing	quid
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
tuus	tuus	PROpos	Case=Nom|Numb=Sing	tuus
poscit	posco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	poscit
a	ab	PRE	MORPH=empty	a
te	tu	PROper	Case=Abl|Numb=Sing	te
nisi	nisi	CONsub	MORPH=empty	nisi
ut	ut4	CONsub	MORPH=empty	ut
timeas	timeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	timeas
dominum	dominus	NOMcom	Case=Acc|Numb=Sing	dominum
deum	deus	NOMcom	Case=Acc|Numb=Sing	deum
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
et	et2	CONcoo	MORPH=empty	et
ambules	ambulo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	ambules
in	in	PRE	MORPH=empty	in
omnibus	omnis	PROind	Case=Abl|Numb=Plur	omnibus
uiis	uia	NOMcom	Case=Abl|Numb=Plur	uiis
eius	is	PROdem	Case=Gen|Numb=Sing	eius
et	et2	CONcoo	MORPH=empty	et
diligas	diligo3	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	diligas
eum	is	PROdem	Case=Acc|Numb=Sing	eum
et	et2	CONcoo	MORPH=empty	et
seruias	seruio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2	seruias
domino	dominus	NOMcom	Case=Dat|Numb=Sing	domino
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
tuo	tuus	PROpos	Case=Dat|Numb=Sing	tuo
ex	ex	PRE	MORPH=empty	ex
toto	totus	PROind	Case=Abl|Numb=Sing	toto
corde	cor	NOMcom	Case=Abl|Numb=Sing	corde
tuo	tuus	PROpos	Case=Abl|Numb=Sing	tuo
et	et2	CONcoo	MORPH=empty	et
ex	ex	PRE	MORPH=empty	ex
tota	totus	PROind	Case=Abl|Numb=Sing	tota
anima	anima	NOMcom	Case=Abl|Numb=Sing	anima
tua	tuus	PROpos	Case=Abl|Numb=Plur	tua
et	et2	CONcoo	MORPH=empty	et
custodias	custodio	VER	Numb=Plur|Mood=Sub|Voice=Act|Person=2	custodias
praecepta	praeceptum	NOMcom	Case=Acc|Numb=Plur	praecepta
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
tui	tuus	PROpos	Case=Gen|Numb=Sing	tui
et	et2	CONcoo	MORPH=empty	et
iustificationes	iustificatio	NOMcom	Case=Acc|Numb=Plur	iustificationes
eius	is	PROdem	Case=Gen|Numb=Sing	eius
quse	qui1	PROrel	Numb=Sing	quse
ego	ego	PROper	Case=Nom|Numb=Sing	ego
praecipio	praecipio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	praecipio
tibi	tu	PROper	Case=Dat|Numb=Sing	tibi
hodie	hodie	ADV	Deg=Pos	hodie
ut	ut4	CONsub	MORPH=empty	ut
bene	bene	ADV	Deg=Pos	bene
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
tibi	tu	PROper	Case=Dat|Numb=Sing	tibi
ergo	ergo2	CONcoo	MORPH=empty	ergo
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
adhaerens	adhaereo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	adhaerens
in	in	PRE	MORPH=empty	in
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
uia	uia	NOMcom	Case=Nom|Numb=Sing	uia
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
Et	et2	CONcoo	MORPH=empty	et
qua	quis1	PROint	Case=Abl|Numb=Sing	qua
ratione	ratio	NOMcom	Case=Abl|Numb=Sing	ratione
prophetam	prophetus	VER	Case=Acc|Numb=Sing|Deg=Pos|Voice=Pass	prophetam
hic	hic2	ADV	Deg=Pos	hic
locutum	loquor	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Dep	locutum
existimabimus	existimo	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=1	existimabimus
dicentem	dico?	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicentem
uias	uia	NOMcom	Case=Acc|Numb=Plur	uias
meas	meus	PROpos	Case=Acc|Numb=Plur	meas
pronuntiaui	pronuntio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	pronuntiaui
et	et2	CONcoo	MORPH=empty	et
exaudisti	exaudio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2	exaudisti
me	ego	PROper	Case=Acc|Numb=Sing	me
;	;	PUNC	MORPH=empty	;
doce	doceo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2	doce
me	ego	PROper	Case=Acc|Numb=Sing	me
iustificationes	iustificatio	NOMcom	Case=Acc|Numb=Plur	iustificationes
tuas	tuus	PROpos	Case=Acc|Numb=Plur	tuas
si	si2	CONsub	MORPH=empty	si
enim	enim2	CONcoo	MORPH=empty	enim
uias	uia	NOMcom	Case=Acc|Numb=Plur	uias
suas	suus	PROpos.ref	Case=Acc|Numb=Plur	suas
praedicat	praedico?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	praedicat
necesse	necesse	ADJqua	Case=Ind|Deg=Pos	necesse
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
