form	lemma	POS	morph	treated_token
uerbi	uerbum	NOMcom	Case=Gen|Numb=Sing	uerbi
sui	suus	PROpos.ref	Case=Gen|Numb=Sing	sui
memor	memor	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	memor
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
dignetur	dignor	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3	dignetur
quo	quis?	PROrel	Case=Abl|Numb=Sing	quo
in	in	PRE	MORPH=empty	in
uerbo	uerbum	NOMcom	Case=Abl|Numb=Sing	uerbo
spem	spes	NOMcom	Case=Acc|Numb=Sing	spem
dederit	do	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	dederit
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
spem	spes	NOMcom	Case=Acc|Numb=Sing	spem
non	non	ADVneg	MORPH=empty	non
inanem	inanis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inanem
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
oportet	oportet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	oportet
neque	neque	CONcoo	MORPH=empty	neque
uerbis	uerbum	NOMcom	Case=Abl|Numb=Plur	uerbis
tantummodo	tantummodo	ADV	Deg=Pos	tantummodo
praedicari	praedico?	VER	Mood=Inf|Tense=Pres|Voice=Pass	praedicari
sed	sed	CONcoo	MORPH=empty	sed
rebus	res	NOMcom	Case=Abl|Numb=Plur	rebus
ipsis	ipse	PROdem	Case=Dat|Numb=Plur	ipsis
doceri	doceo	VER	Mood=Inf|Tense=Pres|Voice=Pass	doceri
ut	ut4	CONsub	MORPH=empty	ut
si	si2	CONsub	MORPH=empty	si
quando	quando?	ADV	Deg=Pos	quando
incidant	incido?	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	incidant
infirmitates	infirmitas	NOMcom	Case=Nom|Numb=Plur	infirmitates
persecutiones	persecutio	NOMcom	Case=Nom|Numb=Plur	persecutiones
damna	damnum	NOMcom	Case=Nom|Numb=Plur	damna
orbitates	orbitas	NOMcom	Case=Acc|Numb=Plur	orbitates
contumeliae	contumelia	NOMcom	Case=Gen|Numb=Sing	contumeliae
has	hic1	PROdem	Case=Acc|Numb=Plur	has
praesentis	praesens	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	praesentis
minas	minae	NOMcom	Case=Acc|Numb=Plur	minas
ac	ac1	CONcoo	MORPH=empty	ac
potestates	potestas	NOMcom	Case=Acc|Numb=Plur	potestates
spe	spes	NOMcom	Case=Abl|Numb=Sing	spe
aeternorum	aeternus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	aeternorum
promissorum	promitto	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	promissorum
consolemur	consolor	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=1	consolemur
.	.	PUNC	MORPH=empty	.
Et	et2	CONcoo	MORPH=empty	et
ad	ad2	PRE	MORPH=empty	ad
quidem	quidem	ADV	Deg=Pos	quidem
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
nos	nos	PROper	Case=Acc|Numb=Plur	nos
docemur	doceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	docemur
;	;	PUNC	MORPH=empty	;
sed	sed	CONcoo	MORPH=empty	sed
iam	iam	ADV	Deg=Pos	iam
ipsis	ipse	PROdem	Case=Dat|Numb=Plur	ipsis
propheta	prophetus	NOMcom	Case=Nom|Numb=Sing	propheta
perfunctus	perfungor	VER	Case=Nom|Numb=Sing|Mood=Ind|Tense=Perf|Voice=Dep	perfunctus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
humilitate	humilitas	NOMcom	Case=Abl|Numb=Sing	humilitate
mea	meus	PROpos	Case=Abl|Numb=Sing	mea
quoniam	quoniam	CONsub	MORPH=empty	quoniam
eloquium	eloquium	NOMcom	Case=Nom|Numb=Sing	eloquium
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
uiuificauit	uiuifico	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	uiuificauit
me	ego	PROper	Case=Acc|Numb=Sing	me
.	.	PUNC	MORPH=empty	.
h	hic1	PROdem	Case=Nom	h
ae	ae	INJ	Case=Nom|Numb=Sing	ae
c	cic	PRE	MORPH=empty	c
ad	ad2	PRE	MORPH=empty	ad
spem	spes	NOMcom	Case=Acc|Numb=Sing	spem
refertur	refero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	refertur
quam	qui1	PROrel	Case=Acc|Numb=Sing	quam
sperare	spero	VER	Mood=Inf|Tense=Pres|Voice=Act	sperare
eum	is	PROdem	Case=Acc|Numb=Sing	eum
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
.	.	PUNC	MORPH=empty	.
consolata	consolor	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	consolata
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
eum	is	PROdem	Case=Acc|Numb=Sing	eum
uero	uero4	CONcoo	MORPH=empty	uero
in	in	PRE	MORPH=empty	in
humilitate	humilitas	NOMcom	Case=Abl|Numb=Sing	humilitate
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
cum	cum3	CONsub	MORPH=empty	cum
contemnitur	contemno	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	contemnitur
cum	cum3	CONsub	MORPH=empty	cum
cum	cum2	PRE	MORPH=empty	cum
iniuriis	iniuria	NOMcom	Case=Abl|Numb=Plur	iniuriis
uexatur	uexo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	uexatur
cum	cum2	PRE	MORPH=empty	cum
contumeliis	contumelia	NOMcom	Case=Abl|Numb=Plur	contumeliis
inhonestatur	inhonesto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	inhonestatur
sciens	sciens	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	sciens
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
temptationum	tenptatio	NOMcom	Case=Gen|Numb=Plur	temptationum
prae	prae2	PRE	MORPH=empty	prae
sentium	sentis	NOMcom	Case=Gen|Numb=Plur	sentium
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
militiam	militia	NOMcom	Case=Acc|Numb=Sing	militiam
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
se	sui1	PROref	Case=Acc|Numb=Sing	se
inter	inter	PRE	MORPH=empty	inter
haec	hic1	PROdem	Case=Acc|Numb=Plur	haec
suae	suus	PROpos.ref	Case=Gen|Numb=Sing	suae
bella	bellum	NOMcom	Case=Acc|Numb=Plur	bella
spes	spes	NOMcom	Case=Nom|Numb=Sing	spes
a	ab	PRE	MORPH=empty	a
domino	dominus	NOMcom	Case=Abl|Numb=Sing	domino
consolatur	consolor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	consolatur
uiuificatur	uiuifico	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	uiuificatur
autem	autem	CONcoo	MORPH=empty	autem
per	per	PRE	MORPH=empty	per
eloquia	eloquium	NOMcom	Case=Acc|Numb=Plur	eloquia
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
in	in	PRE	MORPH=empty	in
his	hic1	PROdem	Case=Abl|Numb=Plur	his
excellentem	excellens	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	excellentem
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
in	in	PRE	MORPH=empty	in
humilitatis	humilitas	NOMcom	Case=Gen|Numb=Sing	humilitatis
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing	gloriam
;	;	PUNC	MORPH=empty	;
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
animam	anima	NOMcom	Case=Acc|Numb=Sing	animam
eloquiis	eloquium	NOMcom	Case=Dat|Numb=Plur	eloquiis
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
refectam	reficio	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	refectam
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
pabulum	pabulum	NOMcom	Case=Acc|Numb=Sing	pabulum
aliquod	aliquis	PROind	Case=Acc|Numb=Sing	aliquod
in	in	PRE	MORPH=empty	in
se	sui1	PROref	Case=Acc|Numb=Sing	se
aeternae	aeternus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	aeternae
continere	contineo	VER	Mood=Inf|Tense=Pres|Voice=Act	continere
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
mouetur	moueo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	mouetur
in	in	PRE	MORPH=empty	in
eloquiis	eloquium	NOMcom	Case=Abl|Numb=Plur	eloquiis
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
uiuens	uiuens	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	uiuens
inani	inanis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	inani
superbientium	superbio	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	superbientium
gloria	gloria	NOMcom	Case=Nom|Numb=Sing	gloria
.	.	PUNC	MORPH=empty	.
nouit	nosco	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	nouit
enim	enim2	CONcoo	MORPH=empty	enim
indigentiam	indigentia	NOMcom	Case=Acc|Numb=Sing	indigentiam
suam	suus	PROpos.ref	Case=Acc|Numb=Sing	suam
eorum	is	PROdem	Case=Gen|Numb=Plur	eorum
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
opulentia	opulentia	NOMcom	Case=Abl|Numb=Sing	opulentia
ditiorem	diues	ADJqua	Case=Acc|Numb=Sing|Deg=Comp	ditiorem
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
ieiunia	ieiunium	NOMcom	Case=Acc|Numb=Plur	ieiunia
sua	suus	PROpos.ref	Case=Abl|Numb=Sing	sua
caelesti	caelestis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	caelesti
atque	atque1	CONcoo	MORPH=empty	atque
euangelica	euangelicus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	euangelica
benedictio	benedictio	NOMcom	Case=Nom|Numb=Sing	benedictio
-ne	ne2	CONcoo	MORPH=empty	-ne
saturari	saturo	VER	Mood=Inf|Tense=Pres|Voice=Pass	saturari
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
humilitatem	humilitas	NOMcom	Case=Acc|Numb=Sing	humilitatem
suam	suus	PROpos.ref	Case=Acc|Numb=Sing	suam
glorioso	gloriosus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	glorioso
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
honoris	honor	NOMcom	Case=Gen|Numb=Sing	honoris
praemio	praemium	NOMcom	Case=Abl|Numb=Sing	praemio
munerandam	munero	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	munerandam
.	.	PUNC	MORPH=empty	.
atque	atque1	CONcoo	MORPH=empty	atque
ita	ita	ADV	Deg=Pos	ita
subiecit	subicio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	subiecit
superbi	superbus2	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	superbi
inique	inique	ADV	Deg=Pos	inique
agebant	ago	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3	agebant
usquequaque	usquequaque	ADV	Deg=Pos	usquequaque
alegeautem	alegea	NOMcom	Case=Acc|Numb=Sing	alegeautem
tua	tuus	PROpos	Case=Acc|Numb=Plur	tua
non	non	ADVneg	MORPH=empty	non
declinaui	declino	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	declinaui
.	.	PUNC	MORPH=empty	.
inter	inter	PRE	MORPH=empty	inter
nimias	nimius	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	nimias
et	et2	CONcoo	MORPH=empty	et
consummatas	consummatus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos|Tense=Perf|Voice=Pass	consummatas
superborum	superbus2	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	superborum
iniquitates	iniquitas	NOMcom	Case=Acc|Numb=Plur	iniquitates
ualde	ualde	ADV	Deg=Pos	ualde
enim	enim2	CONcoo	MORPH=empty	enim
inique	inique	ADV	Deg=Pos	inique
agebant	ago	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3	agebant
nullo	nullus	PROind	Case=Abl|Numb=Sing	nullo
propheta	prophetus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	propheta
deflexu	deflexus	NOMcom	Case=Abl|Numb=Sing	deflexu
a	ab	PRE	MORPH=empty	a
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
declinat	declino	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	declinat
.	.	PUNC	MORPH=empty	.
Sed	sed	CONcoo	MORPH=empty	sed
non	non	ADVneg	MORPH=empty	non
declinantem	declino	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	declinantem
a	ab	PRE	MORPH=empty	a
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
oportet	oportet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	oportet
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
memorem	memor	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	memorem
iudiciorum	iudicium	NOMcom	Case=Gen|Numb=Plur	iudiciorum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
enim	enim2	CONcoo	MORPH=empty	enim
nostrae	noster	PROpos	Case=Gen|Numb=Sing	nostrae
genere	genus?	NOMcom	Case=Abl|Numb=Sing	genere
memoria	memoria	NOMcom	Case=Nom|Numb=Sing	memoria
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
diuini	diuinus2	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	diuini
iudicii	iudicium	NOMcom	Case=Gen|Numb=Sing	iudicii
inserenda	insero?	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	inserenda
et	et2	CONcoo	MORPH=empty	et
continenda	contineo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	continenda
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ut	ut4	CONsub	MORPH=empty	ut
cum	cum3	CONsub	MORPH=empty	cum
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
agimus	ago	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	agimus
residente	resideo	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	residente
in	in	PRE	MORPH=empty	in
nobis	nos	PROper	Case=Abl|Numb=Plur	nobis
iudicii	iudicium	NOMcom	Case=Gen|Numb=Sing	iudicii
memoria	memoria	NOMcom	Case=Abl|Numb=Sing	memoria
uel	uel2	CONcoo	MORPH=empty	uel
numquam	numquam	ADVneg	MORPH=empty	numquam
potius	potius	ADV	Deg=Comp	potius
abeunte	abeo1	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	abeunte
praeceptis	praeceptum	NOMcom	Case=Abl|Numb=Plur	praeceptis
dei	deus	NOMcom	Case=Gen|Numb=Plur	dei
opera	opus?	NOMcom	Case=Abl|Numb=Plur	opera
nostra	noster	PROpos	Case=Nom|Numb=Plur	nostra
famulentur	famulor	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=3	famulentur
.	.	PUNC	MORPH=empty	.
beatus	beatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	beatus
erit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	erit
quisquis	quisquis1	PROrel	Case=Nom|Numb=Sing	quisquis
non	non	ADVneg	MORPH=empty	non
sine	sine	PRE	MORPH=empty	sine
memoria	memoria	NOMcom	Case=Abl|Numb=Sing	memoria
diuini	diuinus2	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	diuini
iudicii	iudicium	NOMcom	Case=Gen|Numb=Sing	iudicii
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
gesserit	gero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	gesserit
.	.	PUNC	MORPH=empty	.
quod	quod2	CONsub	MORPH=empty	quod
de	de	PRE	MORPH=empty	de
se	sui1	PROref	Case=Abl|Numb=Sing	se
propheta	propheta	NOMcom	Case=Abl|Numb=Plur	propheta
profitetur	profiteor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	profitetur
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
memoratus	memoro	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	memoratus
sum	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	sum
iudiciorum	iudicium	NOMcom	Case=Gen|Numb=Plur	iudiciorum
tuorum	tuus	PROpos	Case=Gen|Numb=Plur	tuorum
a	ab	PRE	MORPH=empty	a
et	et2	CONcoo	MORPH=empty	et
exhortatus	exhortor	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	exhortatus
sum	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	sum
.	.	PUNC	MORPH=empty	.
haec	hic1	PROdem	Case=Acc|Numb=Plur	haec
nunc	nunc	ADV	Deg=Pos	nunc
a	ab	PRE	MORPH=empty	a
saeculo	saeculum	NOMcom	Case=Abl|Numb=Sing	saeculo
tantum	tantum2	ADV	Deg=Pos	tantum
non	non	ADVneg	MORPH=empty	non
etiam	etiam	ADV	Deg=Pos	etiam
a	ab	PRE	MORPH=empty	a
saeculo	saeculum	NOMcom	Case=Abl|Numb=Sing	saeculo
saeculi	saeculum	NOMcom	Case=Gen|Numb=Sing	saeculi
quia	quia	CONsub	MORPH=empty	quia
omnia	omnis	PROind	Case=Nom|Numb=Plur	omnia
in	in	PRE	MORPH=empty	in
nos	nos	PROper	Case=Acc|Numb=Plur	nos
iudicia	iudicium	NOMcom	Case=Nom|Numb=Plur	iudicia
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
ex	ex	PRE	MORPH=empty	ex
saeculi	saeculum	NOMcom	Case=Gen|Numb=Sing	saeculi
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
ac	ac1	CONcoo	MORPH=empty	ac
mundi	mundus1	NOMcom	Case=Gen|Numb=Sing	mundi
temporibus	tempus?	NOMcom	Case=Abl|Numb=Plur	temporibus
instituta	instituo	NOMcom	Case=Nom|Numb=Plur	instituta
