form	lemma	POS	morph	treated_token
omnia	omnis	PROind	Case=Acc|Numb=Plur	omnia
namque	namque	CONcoo	MORPH=empty	namque
ratione	ratio	NOMcom	Case=Abl|Numb=Sing	ratione
modo	modus	NOMcom	Numb=Sing|Deg=Pos	modo
et	et2	CONcoo	MORPH=empty	et
ueritate	ueritas	NOMcom	Case=Abl|Numb=Sing	ueritate
pertractans	pertracto	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	pertractans
ut	ut4	CONsub	MORPH=empty	ut
id	is	PROdem	Case=Acc|Numb=Sing	id
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
in	in	PRE	MORPH=empty	in
alterum	alter	PROind	Case=Acc|Numb=Sing	alterum
agat	ago	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	agat
perpensum	perpensus	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	perpensum
antea	antea	ADV	Deg=Pos	antea
atque	atque1	CONcoo	MORPH=empty	atque
perspectum	perspicio	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	perspectum
iam	iam	ADV	Deg=Pos	iam
de	de	PRE	MORPH=empty	de
consilii	consilium	NOMcom	Case=Gen|Numb=Sing	consilii
sententia	sententia	NOMcom	Case=Abl|Numb=Sing	sententia
exsequatur	exsequor	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3	exsequatur
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
permittit	permitto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	permittit
autem	autem	CONcoo	MORPH=empty	autem
consilio	consilium	NOMcom	Case=Dat|Numb=Sing	consilio
tantum	tantum1	PROdem	Case=Acc|Numb=Sing	tantum
suo	suus	PROpos.ref	Case=Dat|Numb=Sing	suo
iudicii	iudicium	NOMcom	Case=Gen|Numb=Sing	iudicii
sententiam	sententia	NOMcom	Case=Acc|Numb=Sing	sententiam
sed	sed	CONcoo	MORPH=empty	sed
facit	facio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	facit
cum	cum2	PRE	MORPH=empty	cum
iudicio	iudicium	NOMcom	Case=Abl|Numb=Sing	iudicio
iustitiam	iustitia	NOMcom	Case=Acc|Numb=Sing	iustitiam
.	.	PUNC	MORPH=empty	.
iudicantis	iudico	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	iudicantis
autem	autem	CONcoo	MORPH=empty	autem
cum	cum2	PRE	MORPH=empty	cum
consilio	consilium	NOMcom	Case=Abl|Numb=Sing	consilio
hoc	hic1	PROdem	Case=Nom|Numb=Sing	hoc
opus	opus?	NOMcom	Case=Nom|Numb=Sing	opus
maximum	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Sup	maximum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ut	ut4	CONsub	MORPH=empty	ut
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
iudicat	iudico	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	iudicat
iustum	iustus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	iustum
t	tu	PROper	Numb=Sing	t
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
.	.	PUNC	MORPH=empty	.
iustitia	iustitia	NOMcom	Case=Nom|Numb=Sing	iustitia
etenim	etenim	CONcoo	MORPH=empty	etenim
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
amica	amicus2	ADJqua	Case=Nom|Numb=Sing	amica
concordiae	concordia	NOMcom	Case=Gen|Numb=Sing	concordiae
uinculum	uinculum	NOMcom	Case=Nom|Numb=Sing	uinculum
fundamentum	fundamentum	NOMcom	Case=Nom|Numb=Sing	fundamentum
pacis	pax	NOMcom	Case=Gen|Numb=Sing	pacis
atque	atque1	CONcoo	MORPH=empty	atque
humanae	humanus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	humanae
rationis	ratio	NOMcom	Case=Gen|Numb=Sing	rationis
operatio	operatio	NOMcom	Case=Nom|Numb=Sing	operatio
.	.	PUNC	MORPH=empty	.
haec	hic1	PROdem	Case=Acc|Numb=Plur	haec
itaque	itaque	CONcoo	MORPH=empty	itaque
propheta	prophetus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	propheta
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
;	;	PUNC	MORPH=empty	;
in	in	PRE	MORPH=empty	in
quibus	qui1	PROrel	Case=Abl|Numb=Plur	quibus
cum	cum3	CONsub	MORPH=empty	cum
opus	opus?	NOMcom	Case=Ind|Numb=Sing	opus
suum	suus	PROpos.ref	Case=Nom|Numb=Sing	suum
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
tamen	tamen	ADV	Deg=Pos	tamen
et	et2	CONcoo	MORPH=empty	et
quibus	qui1	PROrel	Case=Dat|Numb=Plur	quibus
iudicium	iudicium	NOMcom	Case=Nom|Numb=Sing	iudicium
et	et2	CONcoo	MORPH=empty	et
iustitiam	iustitia	NOMcom	Case=Acc|Numb=Sing	iustitiam
fecit	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fecit
utilitas	utilitas	NOMcom	Case=Nom|Numb=Sing	utilitas
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
Postulat	postulo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	postulat
uero	uero3	ADV	Deg=Pos	uero
ne	ne4	CONsub	MORPH=empty	ne
nocentibus	nocens	ADJqua	Case=Dat|Numb=Plur|Deg=Pos	nocentibus
se	sui1	PROref	Case=Acc|Numb=Sing	se
tradatur	trado	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	tradatur
.	.	PUNC	MORPH=empty	.
omnis	omnis	PROind	Case=Nom|Numb=Sing	omnis
enim	enim2	CONcoo	MORPH=empty	enim
in	in	PRE	MORPH=empty	in
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
peccati	peccatum	NOMcom	Case=Gen|Numb=Sing	peccati
uoluntas	uoluntas	NOMcom	Case=Nom|Numb=Sing	uoluntas
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
uacuus	uacuus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	uacuus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
;	;	PUNC	MORPH=empty	;
et	et2	CONcoo	MORPH=empty	et
ubi	ubi3	CONsub	MORPH=empty	ubi
deus	deus	NOMcom	Case=Nom|Numb=Sing	deus
non	non	ADVneg	MORPH=empty	non
