form	lemma	POS	morph	treated_token
figmentum	figmentum	NOMcom	Case=Acc|Numb=Sing	figmentum
nostrum	noster	PROpos	Case=Acc|Numb=Sing	nostrum
.	.	PUNC	MORPH=empty	.
magnum	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	magnum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
se	sui1	PROref	Case=Acc|Numb=Sing	se
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
misericordiam	misericordia	NOMcom	Case=Acc|Numb=Sing	misericordiam
recognoscere	recognosco	VER	Mood=Inf|Tense=Pres|Voice=Act	recognoscere
et	et2	CONcoo	MORPH=empty	et
scire	scio	VER	Mood=Inf|Tense=Pres|Voice=Act	scire
consuetudinem	consuetudo	NOMcom	Case=Acc|Numb=Sing	consuetudinem
criminum	crimen	NOMcom	Case=Gen|Numb=Plur	criminum
procul	procul	ADV	Deg=Pos	procul
se	sui1	PROref	Case=Acc|Numb=Sing	se
abesse	absum1	VER	Mood=Inf|Tense=Pres|Voice=Act	abesse
et	et2	CONcoo	MORPH=empty	et
dignum	dignus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	dignum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
misericordia	misericordia	NOMcom	Case=Abl|Numb=Sing	misericordia
se	sui1	PROref	Case=Acc|Numb=Sing	se
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
.	.	PUNC	MORPH=empty	.
propheta	propheo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	propheta
autem	autem	CONcoo	MORPH=empty	autem
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
in	in	PRE	MORPH=empty	in
cuius	qui1	PROrel	Case=Gen|Numb=Sing	cuius
scilicet	scilicet	ADV	Deg=Pos	scilicet
corpore	corpus	NOMcom	Case=Abl|Numb=Sing	corpore
habitatio	habitatio	NOMcom	Case=Nom|Numb=Sing	habitatio
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
digna	dignus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	digna
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
sancto	sanctus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	sancto
spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing	spiritu
plenus	plenus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	plenus
non	non	ADVneg	MORPH=empty	non
communia	communis	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	communia
nec	nec2	CONcoo	MORPH=empty	nec
terrena	terrena	NOMcom	Case=Acc|Numb=Plur	terrena
cogitat	cogito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	cogitat
et	et2	CONcoo	MORPH=empty	et
effatur	effor	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Dep|Person=3	effatur
libertatis	libertas	NOMcom	Case=Gen|Numb=Sing	libertatis
eius	is	PROdem	Case=Gen|Numb=Sing	eius
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ut	ut4	CONsub	MORPH=empty	ut
oret	oro	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	oret
retrib	retribus	NOMcom	Case=Nom|Numb=Sing	retrib
-ue	ue	CONcoo	MORPH=empty	-ue
seruo	seruus1	NOMcom	Case=Dat|Numb=Sing	seruo
tuo	tuus	PROpos	Case=Dat|Numb=Sing	tuo
.	.	PUNC	MORPH=empty	.
Sed	sed	CONcoo	MORPH=empty	sed
forte	forte	ADV	Deg=Pos	forte
insolentis	insolens	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	insolentis
istud	iste	PROdem	Case=Nom|Numb=Sing	istud
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
sine	sine	PRE	MORPH=empty	sine
aliqua	aliquis	PROind	Case=Abl|Numb=Sing	aliqua
confessionis	confessio	NOMcom	Case=Gen|Numb=Sing	confessionis
modestia	modestia	NOMcom	Case=Abl|Numb=Sing	modestia
meritum	meritum	NOMcom	Case=Acc|Numb=Sing	meritum
retributionis	retributio	NOMcom	Case=Gen|Numb=Sing	retributionis
optasse	opto	VER	Mood=Inf|Tense=Perf|Voice=Act	optasse
nec	nec2	CONcoo	MORPH=empty	nec
se	sui1	PROref	Case=Acc|Numb=Sing	se
in	in	PRE	MORPH=empty	in
corpore	corpus	NOMcom	Case=Abl|Numb=Sing	corpore
situm	situs2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	situm
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
uili	uilis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	uili
atque	atque1	CONcoo	MORPH=empty	atque
humili	humilis	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	humili
sorte	sors	NOMcom	Case=Abl|Numb=Sing	sorte
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
meminisse	memini	VER	Mood=Inf|Tense=Perf|Voice=Act	meminisse
.	.	PUNC	MORPH=empty	.
exclusit	excludo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	exclusit
autem	autem	CONcoo	MORPH=empty	autem
propheta	prophetus	NOMcom	Case=Nom|Numb=Sing	propheta
omnem	omnis	PROind	Case=Acc|Numb=Sing	omnem
de	de	PRE	MORPH=empty	de
se	sui1	PROref	Case=Abl|Numb=Sing	se
uanitatis	uanitas	NOMcom	Case=Gen|Numb=Sing	uanitatis
ac	ac1	CONcoo	MORPH=empty	ac
opinionem	opinio	NOMcom	Case=Acc|Numb=Sing	opinionem
.	.	PUNC	MORPH=empty	.
nam	nam	CONcoo	MORPH=empty	nam
cum	cum3	CONsub	MORPH=empty	cum
dixisset	dico?	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	dixisset
retrib	retribus	NOMcom	Numb=Sing	retrib
-ue	ue	CONcoo	MORPH=empty	-ue
ex	ex	PRE	MORPH=empty	ex
innocenti	innocens	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	innocenti
seruo	seruus1	NOMcom	Case=Abl|Numb=Sing	seruo
tuo	tuus	PROpos	Case=Abl|Numb=Sing	tuo
ex	ex	PRE	MORPH=empty	ex
seruitutis	seruitus	NOMcom	Case=Gen|Numb=Sing	seruitutis
officio	officium	NOMcom	Case=Abl|Numb=Sing	officio
et	et2	CONcoo	MORPH=empty	et
ex	ex	PRE	MORPH=empty	ex
condicionis	condicio	NOMcom	Case=Gen|Numb=Sing	condicionis
suae	suus	PROpos.ref	Case=Gen|Numb=Sing	suae
confessio	confessio	NOMcom	Case=Nom|Numb=Sing	confessio
-ne	ne2	CONcoo	MORPH=empty	-ne
subiecit	subicio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	subiecit
.	.	PUNC	MORPH=empty	.
constanter	constanter	ADV	Deg=Pos	constanter
igitur	igitur	CONcoo	MORPH=empty	igitur
haec	hic1	PROdem	Case=Acc|Numb=Plur	haec
postulat	postulo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	postulat
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
se	sui1	PROref	Case=Acc|Numb=Sing	se
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
seruum	seruus1	NOMcom	Case=Acc|Numb=Sing	seruum
non	non	ADVneg	MORPH=empty	non
peccati	peccatum	NOMcom	Case=Gen|Numb=Sing	peccati
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
meminit	memini	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	meminit
;	;	PUNC	MORPH=empty	;
quia	quia	CONsub	MORPH=empty	quia
omnis	omnis	PROind	Case=Nom|Numb=Sing	omnis
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
peccat	pecco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	peccat
seruus	seruus1	NOMcom	Case=Nom|Numb=Sing	seruus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
peccati	peccatum	NOMcom	Case=Gen|Numb=Sing	peccati
.	.	PUNC	MORPH=empty	.
Viuam	piuus	ADJqua	Case=Acc|Numb=Sing	viuam
inquit	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	inquit
et	et2	CONcoo	MORPH=empty	et
obseruabo	obseruo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	obseruabo
sermones	sermo	NOMcom	Case=Acc|Numb=Plur	sermones
tuos	tuus	PROpos	Case=Acc|Numb=Plur	tuos
.	.	PUNC	MORPH=empty	.
uiuam	uiuus?	VER	Numb=Sing|Tense=Fut|Voice=Act|Person=1	uiuam
atque	atque1	CONcoo	MORPH=empty	atque
obseruabo	obseruo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	obseruabo
non	non	ADVneg	MORPH=empty	non
praesentis	praesens	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	praesentis
temporis	tempus?	NOMcom	Case=Gen|Numb=Sing	temporis
res	res	NOMcom	Case=Nom|Numb=Sing	res
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
sed	sed	CONcoo	MORPH=empty	sed
significatio	significatio	NOMcom	Case=Nom|Numb=Sing	significatio
sermonis	sermo	NOMcom	Case=Gen|Numb=Sing	sermonis
eius	is	PROdem	Case=Gen|Numb=Sing	eius
in	in	PRE	MORPH=empty	in
futuri	futurum	NOMcom	Case=Gen|Numb=Sing	futuri
se	sui1	PROref	Case=Acc|Numb=Sing	se
tempus	tempus?	NOMcom	Case=Acc|Numb=Sing	tempus
extendit	extendo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	extendit
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
enim	enim2	CONcoo	MORPH=empty	enim
propheta	propheta	NOMcom	Case=Nom|Numb=Sing	propheta
quando	quando3	CONsub	MORPH=empty	quando
beata	beatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	beata
illa	ille	PROdem	Case=Nom|Numb=Sing	illa
et	et2	CONcoo	MORPH=empty	et
uera	uerus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	uera
uiuentium	uiuo	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	uiuentium
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
uita	uita	NOMcom	Case=Nom|Numb=Sing	uita
.	.	PUNC	MORPH=empty	.
nunc	nunc	ADV	Deg=Pos	nunc
enim	enim2	CONcoo	MORPH=empty	enim
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
puluere	puluis	NOMcom	Case=Abl|Numb=Sing	puluere
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
manemus	maneo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	manemus
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
corpore	corpus	NOMcom	Case=Abl|Numb=Sing	corpore
sumus	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	sumus
a	ab	PRE	MORPH=empty	a
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
se	sui1	PROref	Case=Acc|Numb=Sing	se
liberari	libero	VER	Mood=Inf|Tense=Pres|Voice=Pass	liberari
apostolus	apostolus	VER	Numb=Sing|Mood=Ind	apostolus
orat	oro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	orat
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
miser	miser	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	miser
ego	ego	PROper	Case=Nom|Numb=Sing	ego
homo	homo	NOMcom	Case=Nom|Numb=Sing	homo
quis	quis1	PROint	Case=Nom|Numb=Sing	quis
me	ego	PROper	Case=Acc|Numb=Sing	me
liberabit	libero	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	liberabit
a	ab	PRE	MORPH=empty	a
corpore	corpus	NOMcom	Case=Abl|Numb=Sing	corpore
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
habemus	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	habemus
autem	autem	CONcoo	MORPH=empty	autem
etiam	etiam	ADV	Deg=Pos	etiam
nunc	nunc	ADV	Deg=Pos	nunc
admixtam	admisceo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	admixtam
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
materiam	materia	NOMcom	Case=Acc|Numb=Sing	materiam
quse	qui1	PROrel	Case=Nom|Numb=Sing	quse
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
legi	lex	NOMcom	Case=Gen|Numb=Sing	legi
et	et2	CONcoo	MORPH=empty	et
peccati	peccatum	NOMcom	Case=Gen|Numb=Sing	peccati
obnoxia	obnoxius	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	obnoxia
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
;	;	PUNC	MORPH=empty	;
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
caducae	caducus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	caducae
carnis	caro1	NOMcom	Case=Abl|Numb=Plur	carnis
infirmis	infirmus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	infirmis
-que	que	CONcoo	MORPH=empty	-que
domicilio	domicilium	NOMcom	Case=Dat|Numb=Sing	domicilio
corruptionis	corruptio	NOMcom	Case=Gen|Numb=Sing	corruptionis
labem	labes	NOMcom	Case=Acc|Numb=Sing	labem
ex	ex	PRE	MORPH=empty	ex
eius	is	PROdem	Case=Gen|Numb=Sing	eius
consortio	consortio	NOMcom	Case=Abl|Numb=Sing	consortio
mutuamur	mutuor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	mutuamur
ac	ac1	CONcoo	MORPH=empty	ac
nisi	nisi	CONsub	MORPH=empty	nisi
glorificato	glorifico	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	glorificato
in	in	PRE	MORPH=empty	in
naturam	natura	NOMcom	Case=Acc|Numb=Sing	naturam
spiritus	spiritus	NOMcom	Case=Gen|Numb=Sing	spiritus
corpore	corpus	NOMcom	Case=Abl|Numb=Sing	corpore
uerae	uerus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	uerae
in	in	PRE	MORPH=empty	in
nobis	nos	PROper	Case=Abl|Numb=Plur	nobis
non	non	ADVneg	MORPH=empty	non
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
natura	natura	NOMcom	Case=Nom|Numb=Sing	natura
.	.	PUNC	MORPH=empty	.
audiamus	audio	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	audiamus
eum	is	PROdem	Case=Acc|Numb=Sing	eum
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
se	sui1	PROref	Case=Acc|Numb=Sing	se
meminit	memini	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	meminit
in	in	PRE	MORPH=empty	in
corpore	corpus	NOMcom	Case=Abl|Numb=Sing	corpore
mortis	mors	NOMcom	Case=Gen|Numb=Sing	mortis
habitare	habito	VER	Mood=Inf|Tense=Pres|Voice=Act	habitare
dicentem	dico?	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicentem
quia	quia	CONsub	MORPH=empty	quia
uita	uita	NOMcom	Case=Nom|Numb=Sing	uita
nostra	noster	PROpos	Case=Nom|Numb=Sing	nostra
absconsa	abscondeo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	absconsa
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
cumChristo	cumchristor	NOMcom	Case=Abl|Numb=Sing	cumchristo
in	in	PRE	MORPH=empty	in
deo	deus	NOMcom	Case=Abl|Numb=Sing	deo
.	.	PUNC	MORPH=empty	.
cum	cum3	CONsub	MORPH=empty	cum
apparuerit	appareo	VER	Numb=Sing|Mood=Sub|Tense=Fut|Voice=Act|Person=3	apparuerit
uita	uita	NOMcom	Case=Nom|Numb=Sing	uita
nostra	noster	PROpos	Case=Nom|Numb=Sing	nostra
tunc	tunc	ADV	Deg=Pos	tunc
et	et1	ADV	Deg=Pos	et
uos	uos	PROper	Case=Nom|Numb=Plur	uos
apparebitis	appareo	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	apparebitis
in	in	PRE	MORPH=empty	in
gloria	gloria	NOMcom	Case=Abl|Numb=Sing	gloria
.	.	PUNC	MORPH=empty	.
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
ergo	ergo2	CONcoo	MORPH=empty	ergo
retributionem	retributio	NOMcom	Case=Acc|Numb=Sing	retributionem
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
propheta	propheta	NOMcom	Case=Abl|Numb=Sing	propheta
orat	oro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	orat
ut	ut4	CONsub	MORPH=empty	ut
uiuat	uiuo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	uiuat
futurae	sum?	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	futurae
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
tempus	tempus?	NOMcom	Case=Acc|Numb=Sing	tempus
in	in	PRE	MORPH=empty	in
loco	locus	NOMcom	Case=Abl|Numb=Sing	loco
altero	alter	PROind	Case=Abl|Numb=Sing	altero
docens	doceo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	docens
quo	qui1	PROrel	Numb=Sing	quo
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
et	et2	CONcoo	MORPH=empty	et
placebo	placeo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	placebo
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
in	in	PRE	MORPH=empty	in
regione	regio	NOMcom	Case=Abl|Numb=Sing	regione
uiuentium	uiuo	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	uiuentium
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
mundi	mundus1	NOMcom	Case=Gen|Numb=Sing	mundi
istius	iste	PROdem	Case=Gen|Numb=Sing	istius
sedem	sedes	NOMcom	Case=Acc|Numb=Sing	sedem
regionem	regio	NOMcom	Case=Acc|Numb=Sing	regionem
non	non	ADVneg	MORPH=empty	non
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
uiuentium	uiuo	VER	Case=Gen|Numb=Plur|Mood=Par|Tense=Pres|Voice=Act	uiuentium
;	;	PUNC	MORPH=empty	;
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
nos	nos	PROper	Case=Acc|Numb=Plur	nos
adhuc	adhuc	ADV	Deg=Pos	adhuc
secundum	secundum2	PRE	Case=Acc	secundum
legis	lex	NOMcom	Case=Gen|Numb=Sing	legis
emundandos	emundo	VER	Case=Acc|Numb=Plur|Mood=Adj|Voice=Pass	emundandos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
.	.	PUNC	MORPH=empty	.
nunc	nunc	ADV	Deg=Pos	nunc
enim	enim2	CONcoo	MORPH=empty	enim
admiscemur	admisceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=1	admiscemur
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
quisquis	quisquis1	PROrel	Case=Nom|Numb=Sing	quisquis
mortuum	mortuus?	VER	Case=Acc|Numb=Sing	mortuum
contrectat	contrecto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	contrectat
inmundus	immundus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	inmundus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
Sed	sed	CONcoo	MORPH=empty	sed
absit	absum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	absit
istud	iste	PROdem	Case=Nom|Numb=Sing	istud
ut	ut4	CONsub	MORPH=empty	ut
quicquam	quisquam	PROind	Case=Nom|Numb=Sing	quicquam
horum	hic1	PROdem	Case=Gen|Numb=Plur	horum
in	in	PRE	MORPH=empty	in
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
corporaliter	corporaliter	ADV	Deg=Pos	corporaliter
intellegatur	intelligo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	intellegatur
.	.	PUNC	MORPH=empty	.
tamquam	tamquam2	CONsub	MORPH=empty	tamquam
per	per	PRE	MORPH=empty	per
contrectationem	contrectatio	NOMcom	Case=Acc|Numb=Sing	contrectationem
mortui	morior	VER	Case=Gen|Numb=Sing|Mood=Sub|Tense=Perf|Voice=Dep	mortui
quisquam	quisquam	PROind	Case=Nom|Numb=Sing	quisquam
fiat	fio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	fiat
inmundus	immundus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	inmundus
.	.	PUNC	MORPH=empty	.
Ioseph	iosephus	NOMcom	Case=Nom|Numb=Sing	ioseph
