form	lemma	POS	morph	treated_token
flagellabunt	flagello	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3	flagellabunt
in	in	PRE	MORPH=empty	in
synagogis	synagogus	NOMcom	Case=Abl|Numb=Plur	synagogis
et	et2	CONcoo	MORPH=empty	et
stabitis	sto	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2	stabitis
ante	ante1	ADV	Deg=Pos	ante
reges	rex	NOMcom	Case=Acc|Numb=Plur	reges
et	et2	CONcoo	MORPH=empty	et
potestates	potestas	NOMcom	Case=Acc|Numb=Plur	potestates
in	in	PRE	MORPH=empty	in
testimonium	testimonium	NOMcom	Case=Acc|Numb=Sing	testimonium
illis	ille	PROdem	Case=Dat|Numb=Plur	illis
et	et2	CONcoo	MORPH=empty	et
gentibus	gens	NOMcom	Case=Dat|Numb=Plur	gentibus
.	.	PUNC	MORPH=empty	.
quin	quin1	ADV	Deg=Pos	quin
etiam	etiam	ADV	Deg=Pos	etiam
constantiam	constantia	NOMcom	Case=Acc|Numb=Sing	constantiam
prsedicationis	prsedicatio	NOMcom	Case=Gen|Numb=Sing	prsedicationis
insinuans	insinuo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	insinuans
et	et2	CONcoo	MORPH=empty	et
confessionis	confessio	NOMcom	Case=Gen|Numb=Sing	confessionis
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing	gloriam
docens	doceo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	docens
ante	ante2	PRE	MORPH=empty	ante
eos	is	PROdem	Case=Acc|Numb=Plur	eos
fuerat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	fuerat
adhortatus	adhortor	VER	Case=Nom|Numb=Sing|Mood=Ind|Tense=Perf|Voice=Dep	adhortatus
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
omnis	omnis	PROind	Case=Acc|Numb=Sing	omnis
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
confitebitur	confiteor	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=3	confitebitur
me	ego	PROper	Case=Acc|Numb=Sing	me
coram	coram1	ADV	Deg=Pos	coram
hominibus	homo	NOMcom	Case=Abl|Numb=Plur	hominibus
et	et2	CONcoo	MORPH=empty	et
ego	ego	PROper	Case=Nom|Numb=Sing	ego
confitebor	confiteor	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=1	confitebor
eum	is	PROdem	Case=Acc|Numb=Sing	eum
coram	coram2	PRE	MORPH=empty	coram
patre	pater	NOMcom	Case=Abl|Numb=Sing	patre
meo	meus	PROpos	Case=Abl|Numb=Sing	meo
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
cselis	cenlis	NOMcom	Case=Gen|Numb=Sing	cselis
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
autem	autem	CONcoo	MORPH=empty	autem
negauerit	nego	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	negauerit
me	ego	PROper	Case=Acc|Numb=Sing	me
coram	coram2	PRE	Deg=Pos	coram
hominibus	homo	NOMcom	Case=Abl|Numb=Plur	hominibus
et	et2	CONcoo	MORPH=empty	et
ego	ego	PROper	Case=Nom|Numb=Sing	ego
negabo	nego	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	negabo
eum	is	PROdem	Case=Acc|Numb=Sing	eum
coram	coram2	PRE	MORPH=empty	coram
patre	pater	NOMcom	Case=Abl|Numb=Sing	patre
meo	meus	PROpos	Case=Abl|Numb=Sing	meo
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
in	in	PRE	MORPH=empty	in
cselis	cenlis	NOMcom	Case=Gen|Numb=Sing	cselis
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
sine	sino	VER	MORPH=empty	sine
igitur	igitur	CONcoo	MORPH=empty	igitur
dedicatus	dedico1	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass|Person=3	dedicatus
ex	ex	PRE	MORPH=empty	ex
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
siue	siue1	CONcoo	MORPH=empty	siue
etiam	etiam	ADV	Deg=Pos	etiam
in	in	PRE	MORPH=empty	in
euangelii	euangelium	NOMcom	Case=Gen|Numb=Sing	euangelii
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing	gloriam
prseparatus	prseparo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	prseparatus
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
neque	neque	CONcoo	MORPH=empty	neque
Saul	sal	NOMcom	Case=Nom|Numb=Sing	saul
populo	populus?	NOMcom	Case=Dat|Numb=Sing	populo
-que	que	CONcoo	MORPH=empty	-que
eius	is	PROdem	Case=Gen|Numb=Sing	eius
causam	causa	NOMcom	Case=Acc|Numb=Sing	causam
insectandi	insector2	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Dep	insectandi
se	sui1	PROref	Case=Acc|Numb=Sing	se
reliquisset	relinquo	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3	reliquisset
et	et2	CONcoo	MORPH=empty	et
per	per	PRE	MORPH=empty	per
multa	multus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	multa
principum	princeps1	NOMcom	Case=Gen|Numb=Plur	principum
et	et2	CONcoo	MORPH=empty	et
gentium	gens	NOMcom	Case=Gen|Numb=Plur	gentium
odia	odium	NOMcom	Case=Acc|Numb=Plur	odia
sciret	scio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	sciret
caelorum	caelum?	NOMcom	Case=Gen|Numb=Plur	caelorum
regnum	regnum	NOMcom	Case=Acc|Numb=Sing	regnum
saeculo	saeculum	NOMcom	Case=Abl|Numb=Sing	saeculo
nuntiandum	nuntio	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	nuntiandum
confidenter	confidenter	ADV	Deg=Pos	confidenter
haec	hic1	PROdem	Case=Acc|Numb=Plur	haec
deo	deus	NOMcom	Case=Dat|Numb=Sing	deo
loquitur	loquor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	loquitur
principes	princeps1	NOMcom	Case=Acc|Numb=Plur	principes
persecuti	persequor	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Dep	persecuti
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
me	ego	PROper	Case=Acc|Numb=Sing	me
gratis	gratis	ADV	Deg=Pos	gratis
et	et2	CONcoo	MORPH=empty	et
a	ab	PRE	MORPH=empty	a
uerbis	uerbum	NOMcom	Case=Abl|Numb=Plur	uerbis
tuis	tuus	PROpos	Case=Abl|Numb=Plur	tuis
formidauit	formido2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	formidauit
cor	cor	NOMcom	Case=Acc|Numb=Sing	cor
meum	meus	PROpos	Case=Acc|Numb=Sing	meum
.	.	PUNC	MORPH=empty	.
metuit	metuo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	metuit
enim	enim2	CONcoo	MORPH=empty	enim
negari	nego	VER	Mood=Inf|Tense=Pres|Voice=Pass	negari
se	sui1	PROref	Case=Acc|Numb=Sing	se
si	si2	CONsub	MORPH=empty	si
negaret	nego	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	negaret
.	.	PUNC	MORPH=empty	.
Sed	sed	CONcoo	MORPH=empty	sed
cum	cum3	CONsub	MORPH=empty	cum
beatae	beatus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	beatae
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
insectationis	insectatio	NOMcom	Case=Gen|Numb=Sing	insectationis
praemia	praemium	NOMcom	Case=Acc|Numb=Plur	praemia
non	non	ADVneg	MORPH=empty	non
ignoret	ignoro	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	ignoret
domino	dominus	NOMcom	Case=Dat|Numb=Sing	domino
dicente	dico?	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicente
beati	beatus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	beati
estis	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2	estis
cum	cum3	CONsub	MORPH=empty	cum
uos	uos	PROper	Case=Acc|Numb=Plur	uos
persequentur	persequor	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Dep|Person=3	persequentur
et	et2	CONcoo	MORPH=empty	et
dicent	dico?	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3	dicent
omne	omnis	PROind	Case=Acc|Numb=Sing	omne
malum	malum?	NOMcom	Case=Acc|Numb=Sing	malum
aduersum	aduersus3	PRE	MORPH=empty	aduersum
uos	uos	PROper	Case=Acc|Numb=Plur	uos
propter	propter2	PRE	MORPH=empty	propter
iustitiam	iustitia	NOMcom	Case=Acc|Numb=Sing	iustitiam
;	;	PUNC	MORPH=empty	;
gaudete	gaudeo	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=SemDep|Person=2	gaudete
et	et2	CONcoo	MORPH=empty	et
exultate	exsulto	VER	Case=Abl|Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act	exultate
quoniam	quoniam	CONsub	MORPH=empty	quoniam
mercis	merx	NOMcom	Case=Gen|Numb=Plur	mercis
uestra	uester	PROpos	Case=Nom|Numb=Sing	uestra
copiosa	copiosus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	copiosa
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
caelo	caelum?	NOMcom	Case=Abl|Numb=Sing	caelo
post	post2	PRE	MORPH=empty	post
principum	princeps1	NOMcom	Case=Gen|Numb=Plur	principum
odia	odium	NOMcom	Case=Acc|Numb=Plur	odia
formidinem	formido1	NOMcom	Case=Acc|Numb=Sing	formidinem
uerborum	uerbum	NOMcom	Case=Gen|Numb=Plur	uerborum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
ita	ita	ADV	Deg=Pos	ita
consequentibus	consequor	VER	Case=Dat|Numb=Plur|Mood=Par|Tense=Pres|Voice=Dep	consequentibus
temperauit	tempero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	temperauit
lsetabor	lsetor	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=1	lsetabor
ego	ego	PROper	Case=Nom|Numb=Sing	ego
super	super2	PRE	MORPH=empty	super
eloquia	eloquium	NOMcom	Case=Acc|Numb=Plur	eloquia
tua	tuus	PROpos	Case=Acc|Numb=Plur	tua
sicut	sicut1	ADVrel	MORPH=empty	sicut
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
inuenit	inuenio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	inuenit
spolia	spolium	NOMcom	Case=Acc|Numb=Plur	spolia
multa	multus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	multa
.	.	PUNC	MORPH=empty	.
fuit	sum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	fuit
ergo	ergo2	CONcoo	MORPH=empty	ergo
formidinis	formido1	NOMcom	Case=Gen|Numb=Sing	formidinis
ne	ne4	CONsub	MORPH=empty	ne
persecutionibus	persecutio	NOMcom	Case=Dat|Numb=Plur	persecutionibus
principum	princeps1	NOMcom	Case=Gen|Numb=Plur	principum
aut	aut	CONcoo	MORPH=empty	aut
indigne	indigne	ADV	Deg=Pos	indigne
subderetur	subdo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3	subderetur
aut	aut	CONcoo	MORPH=empty	aut
cederet	cedo1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3	cederet
quia	quia	CONsub	MORPH=empty	quia
et	et2	CONcoo	MORPH=empty	et
causam	causa	NOMcom	Case=Acc|Numb=Sing	causam
odiorum	odium	NOMcom	Case=Gen|Numb=Plur	odiorum
praebuisse	praebeo	VER	Mood=Inf|Tense=Perf|Voice=Act	praebuisse
non	non	ADVneg	MORPH=empty	non
sancti	sanctus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	sancti
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
et	et2	CONcoo	MORPH=empty	et
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
gratiam	gratia	NOMcom	Case=Acc|Numb=Sing	gratiam
metu	metus	NOMcom	Case=Abl|Numb=Sing	metu
saeculi	saeculum	NOMcom	Case=Gen|Numb=Sing	saeculi
amisisse	amitto	VER	Mood=Inf|Tense=Perf|Voice=Act	amisisse
sine	sine	PRE	MORPH=empty	sine
uenia	uenia	NOMcom	Case=Abl|Numb=Sing	uenia
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
spolia	spolium	NOMcom	Case=Acc|Numb=Plur	spolia
inuenisse	inuenio	VER	Mood=Inf|Tense=Perf|Voice=Act	inuenisse
uictoris	uictor	NOMcom	Case=Gen|Numb=Sing	uictoris
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
certe	certe	ADV	Deg=Pos	certe
ea	is	PROdem	Case=Acc|Numb=Plur	ea
ex	ex	PRE	MORPH=empty	ex
se	sui1	PROref	Case=Abl|Numb=Sing	se
praebuisse	praebeo	VER	Mood=Inf|Tense=Perf|Voice=Act	praebuisse
iam	iam	ADV	Deg=Pos	iam
uicti	uinco	VER	Case=Gen|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	uicti
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
cum	cum2	PRE	MORPH=empty	cum
his	hic1	PROdem	Case=Abl|Numb=Plur	his
itaque	itaque	CONcoo	MORPH=empty	itaque
insectationibus	insectatio	NOMcom	Case=Abl|Numb=Plur	insectationibus
propheta	prophetus	VER	Numb=Sing|Voice=Pass	propheta
non	non	ADVneg	MORPH=empty	non
frangitur	frango	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	frangitur
et	et2	CONcoo	MORPH=empty	et
odia	odium	NOMcom	Case=Acc|Numb=Plur	odia
principum	princeps1	NOMcom	Case=Gen|Numb=Plur	principum
fide	fides?	NOMcom	Case=Abl|Numb=Sing	fide
uincit	uinco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uincit
refert	refert	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	refert
quaedam	quidam	PROind	Case=Acc|Numb=Plur	quaedam
impietatis	impietas	NOMcom	Case=Gen|Numb=Sing	impietatis
spolia	spolium	NOMcom	Case=Acc|Numb=Plur	spolia
de	de	PRE	MORPH=empty	de
uictis	uinco	VER	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	uictis
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
enim	enim2	CONcoo	MORPH=empty	enim
secundum	secundum2	PRE	Case=Acc	secundum
euangelia	euangelium	NOMcom	Case=Acc|Numb=Plur	euangelia
ligatum	ligo2	VER	Case=Acc|Numb=Sing|Mood=Par|Voice=Pass	ligatum
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
in	in	PRE	MORPH=empty	in
domo	domus	NOMcom	Case=Abl|Numb=Sing	domo
sua	suus	PROpos.ref	Case=Abl|Numb=Sing	sua
fortem	fortis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	fortem
et	et2	CONcoo	MORPH=empty	et
armis	arma	NOMcom	Case=Abl|Numb=Plur	armis
suse	sus	VER	Mood=Inf|Voice=Act	suse
potestatis	potestas	NOMcom	Case=Gen|Numb=Sing	potestatis
exutum	exuo	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass	exutum
diripienda	diripio	VER	Case=Acc|Numb=Plur|Mood=Adj|Voice=Pass	diripienda
iam	iam	ADV	Deg=Pos	iam
de	de	PRE	MORPH=empty	de
se	sui1	PROref	Case=Abl|Numb=Sing	se
fidelibus	fidelis2	ADJqua	Case=Abl|Numb=Plur|Deg=Pos	fidelibus
spolia	spolium	NOMcom	Case=Acc|Numb=Plur	spolia
praebuisse	praebeo	VER	Mood=Inf|Tense=Perf|Voice=Act	praebuisse
.	.	PUNC	MORPH=empty	.
lsetatur	lsetor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	lsetatur
ergo	ergo2	CONcoo	MORPH=empty	ergo
nunc	nunc	ADV	Deg=Pos	nunc
in	in	PRE	MORPH=empty	in
eloquiis	eloquium	NOMcom	Case=Abl|Numb=Plur	eloquiis
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
multa	multus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	multa
spolia	spolium	NOMcom	Case=Acc|Numb=Plur	spolia
inueniat	inuenio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	inueniat
cum	cum3	CONsub	MORPH=empty	cum
fracta	frango	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	fracta
impiorum	impius	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	impiorum
potestate	potestas	NOMcom	Case=Abl|Numb=Sing	potestate
et	et2	CONcoo	MORPH=empty	et
uictor	uictor	NOMcom	Case=Nom|Numb=Sing	uictor
fide	fides?	NOMcom	Case=Abl|Numb=Sing	fide
permanens	permaneo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	permanens
omnibus	omnis	PROind	Case=Abl|Numb=Plur	omnibus
eos	is	PROdem	Case=Acc|Numb=Plur	eos
armis	arma	NOMcom	Case=Abl|Numb=Plur	armis
seu	seu2	CONsub	MORPH=empty	seu
impietatis	impietas	NOMcom	Case=Gen|Numb=Sing	impietatis
seu	seu2	CONsub	MORPH=empty	seu
crudelitatis	crudelitas	NOMcom	Case=Gen|Numb=Sing	crudelitatis
exuerit	exuo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3	exuerit
.	.	PUNC	MORPH=empty	.
Sed	sed	CONcoo	MORPH=empty	sed
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
laetitiae	laetitia	NOMcom	Case=Gen|Numb=Sing	laetitiae
adfectus	affectus1	NOMcom	Case=Gen|Numb=Sing	adfectus
non	non	ADVneg	MORPH=empty	non
inest	insum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	inest
nisi	nisi	CONsub	MORPH=empty	nisi
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
diuinse	diuinse	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	diuinse
legis	lex	NOMcom	Case=Gen|Numb=Sing	legis
dilectio	dilectio	NOMcom	Case=Nom|Numb=Sing	dilectio
-ne	ne2	CONcoo	MORPH=empty	-ne
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
exsecratio	exsecratio	NOMcom	Case=Nom|Numb=Sing	exsecratio
-ne	ne2	CONcoo	MORPH=empty	-ne
iniquitatis	iniquitas	NOMcom	Case=Gen|Numb=Sing	iniquitatis
quia	quia	CONsub	MORPH=empty	quia
neque	neque	CONcoo	MORPH=empty	neque
defugere	defugio	VER	Mood=Inf|Tense=Pres|Voice=Act	defugere
quisquam	quisquam	PROind	Case=Nom|Numb=Sing	quisquam
nisi	nisi	CONsub	MORPH=empty	nisi
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
odit	odi	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	odit
optabit	opto	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	optabit
neque	neque	CONcoo	MORPH=empty	neque
nisi	nisi	CONsub	MORPH=empty	nisi
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
diligit	diligo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	diligit
obtinere	obtineo	VER	Mood=Inf|Tense=Pres|Voice=Act	obtinere
nitetur	nitor2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	nitetur
.	.	PUNC	MORPH=empty	.
laetatus	laetor	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Dep|Person=3	laetatus
ergo	ergo2	CONcoo	MORPH=empty	ergo
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
super	super2	PRE	MORPH=empty	super
spolia	spolium	NOMcom	Case=Acc|Numb=Plur	spolia
multa	multus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	multa
subiecit	subicio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	subiecit
iniquitatem	iniquitas	NOMcom	Case=Acc|Numb=Sing	iniquitatem
odio	odium	NOMcom	Case=Abl|Numb=Sing	odio
habui	habeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	habui
et	et2	CONcoo	MORPH=empty	et
abominatus	abominatus	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	abominatus
sum	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	sum
;	;	PUNC	MORPH=empty	;
legem	lex	NOMcom	Case=Acc|Numb=Sing	legem
autem	autem	CONcoo	MORPH=empty	autem
tuam	tuus	PROpos	Case=Acc|Numb=Sing	tuam
dilexi	diligo3	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	dilexi
.	.	PUNC	MORPH=empty	.
iniquitatem	iniquitas	NOMcom	Case=Acc|Numb=Sing	iniquitatem
ergo	ergo2	CONcoo	MORPH=empty	ergo
odit	odi	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	odit
et	et2	CONcoo	MORPH=empty	et
diligit	diligo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	diligit
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
legem	lex	NOMcom	Case=Acc|Numb=Sing	legem
.	.	PUNC	MORPH=empty	.
Sed	sed	CONcoo	MORPH=empty	sed
diligens	diligens	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	diligens
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
legem	lex	NOMcom	Case=Acc|Numb=Sing	legem
non	non	ADVneg	MORPH=empty	non
in	in	PRE	MORPH=empty	in
his	hic1	PROdem	Case=Abl|Numb=Plur	his
tantum	tantum2	ADV	Deg=Pos	tantum
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
per	per	PRE	MORPH=empty	per
oboedientiam	obedientia	NOMcom	Case=Acc|Numb=Sing	oboedientiam
legis	lex	NOMcom	Case=Gen|Numb=Sing	legis
explentur	expleo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	explentur
intentus	intentus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	intentus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ad	ad2	PRE	MORPH=empty	ad
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
autem	autem	CONcoo	MORPH=empty	autem
se	sui1	PROref	Case=Acc|Numb=Sing	se
aliud	alius	PROind	Case=Nom|Numb=Sing	aliud
necesse	necesse	ADJqua	Case=Ind|Deg=Pos	necesse
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
per	per	PRE	MORPH=empty	per
