form	lemma	POS	morph	treated_token
.	.	PUNC	MORPH=empty	.
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
autem	autem	CONcoo	MORPH=empty	autem
dignum	dignus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	dignum
contueri	contueor	VER	Mood=Inf|Tense=Pres|Voice=Dep	contueri
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
uerborum	uerbum	NOMcom	Case=Gen|Numb=Plur	uerborum
diligentia	diligentia	NOMcom	Case=Nom|Numb=Sing	diligentia
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
intellegentise	intelligens	ADJqua	Deg=Pos	intellegentise
absolutio	absolutio	NOMcom	Case=Nom|Numb=Sing	absolutio
-ne	ne2	CONcoo	MORPH=empty	-ne
nos	nos	PROper	Case=Acc|Numb=Plur	nos
in	in	PRE	MORPH=empty	in
singulis	singulus	ADJdis	Case=Abl|Numb=Plur	singulis
quibusque	quisque2	PROind	Case=Abl|Numb=Plur	quibusque
dictorum	dictum	NOMcom	Case=Gen|Numb=Plur	dictorum
generibus	genus?	NOMcom	Case=Abl|Numb=Plur	generibus
propheta	prophetus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	propheta
confirmet	confirmo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	confirmet
.	.	PUNC	MORPH=empty	.
Dicit	dico?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	dicit
enim	enim2	CONcoo	MORPH=empty	enim
in	in	PRE	MORPH=empty	in
tertiae	tertius	ADJord	Case=Gen|Numb=Sing|Deg=Pos	tertiae
decimae	decimus	ADJord	Case=Gen|Numb=Sing|Deg=Pos	decimae
litterae	littera	NOMcom	Case=Gen|Numb=Plur	litterae
uersu	uersus1	NOMcom	Case=Abl|Numb=Sing	uersu
quomodo	quomodo2	ADVint	MORPH=empty	quomodo
dilexi	diligo3	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	dilexi
legem	lex	NOMcom	Case=Acc|Numb=Sing	legem
tuam	tuus	PROpos	Case=Acc|Numb=Sing	tuam
domi	domus	NOMcom	Case=Loc|Numb=Sing	domi
-ne	ne2	CONcoo	MORPH=empty	-ne
tota	totus	PROind	Case=Nom|Numb=Sing	tota
die	dies	NOMcom	Case=Abl|Numb=Sing	die
meditatio	meditatio	NOMcom	Case=Nom|Numb=Sing	meditatio
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
.	.	PUNC	MORPH=empty	.
promptum	promptus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	promptum
utique	utique	ADV	Deg=Pos	utique
fuerat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3	fuerat
dixisse	dico?	VER	Mood=Inf|Tense=Perf|Voice=Act	dixisse
quomodo	quomodo2	ADVint	MORPH=empty	quomodo
feci	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1	feci
legem	lex	NOMcom	Case=Acc|Numb=Sing	legem
tuam	tuus	PROpos	Case=Acc|Numb=Sing	tuam
sed	sed	CONcoo	MORPH=empty	sed
quia	quia	CONsub	MORPH=empty	quia
maius	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Comp	maius
meritum	meritum	ADJqua	Case=Nom|Numb=Sing	meritum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
amantem	amans1	NOMcom	Case=Acc|Numb=Sing	amantem
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
potius	potius	ADV	Deg=Comp	potius
agere	ago	VER	Mood=Inf|Tense=Pres|Voice=Act	agere
quam	quam1	ADVrel	MORPH=empty	quam
timentem	timeo	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	timentem
idcirco	idcirco	ADV	Deg=Pos	idcirco
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
.	.	PUNC	MORPH=empty	.
differt	differo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	differt
enim	enim2	CONcoo	MORPH=empty	enim
longe	longe	ADV	Deg=Pos	longe
obsequium	obsequium	NOMcom	Case=Acc|Numb=Sing	obsequium
amoris	amor	NOMcom	Case=Gen|Numb=Sing	amoris
a	ab	PRE	MORPH=empty	a
timoris	timor	NOMcom	Case=Gen|Numb=Sing	timoris
officio	officium	NOMcom	Case=Abl|Numb=Sing	officio
;	;	PUNC	MORPH=empty	;
nec	nec2	CONcoo	MORPH=empty	nec
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	habet
gratiam	gratia	NOMcom	Case=Acc|Numb=Sing	gratiam
uoluntatis	uoluntas	NOMcom	Case=Gen|Numb=Sing	uoluntatis
necessitatis	necessitas	NOMcom	Case=Gen|Numb=Sing	necessitatis
operatio	operatio	NOMcom	Case=Nom|Numb=Sing	operatio
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
omnia	omnis	PROind	Case=Nom|Numb=Plur	omnia
enim	enim2	CONcoo	MORPH=empty	enim
ad	ad2	PRE	MORPH=empty	ad
perfecti	perfectus2	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	perfecti
obsequii	obsequium	NOMcom	Case=Gen|Numb=Sing	obsequii
consummationem	consummatio	NOMcom	Case=Acc|Numb=Sing	consummationem
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
illa	ille	PROdem	Case=Nom|Numb=Plur	illa
sufficiunt	sufficio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sufficiunt
.	.	PUNC	MORPH=empty	.
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
quamuis	quamuis2	CONsub	MORPH=empty	quamuis
opus	opus?	NOMcom	Case=Acc|Numb=Sing	opus
suum	suus	PROpos.ref	Case=Acc|Numb=Sing	suum
inpleant	impleo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	inpleant
tamen	tamen	ADV	Deg=Pos	tamen
quia	quia	CONsub	MORPH=empty	quia
coacta	cogo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	coacta
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
merito	merito2	ADV	Deg=Pos	merito
plenae	plenus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	plenae
gratiae	gratia	NOMcom	Case=Nom|Numb=Plur	gratiae
indigent	indigeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	indigent
.	.	PUNC	MORPH=empty	.
uult	uolo?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uult
igitur	igitur	CONcoo	MORPH=empty	igitur
propheta	prophetus	VER	Case=Abl|Numb=Sing|Voice=Pass	propheta
opus	opus?	NOMcom	Case=Acc|Numb=Sing	opus
suum	suus	PROpos.ref	Case=Acc|Numb=Sing	suum
dilectionis	dilectio	NOMcom	Case=Gen|Numb=Sing	dilectionis
potius	potius	ADV	Deg=Comp	potius
quam	quam1	ADVrel	MORPH=empty	quam
terroris	terror	NOMcom	Case=Gen|Numb=Sing	terroris
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
et	et2	CONcoo	MORPH=empty	et
ex	ex	PRE	MORPH=empty	ex
caritate	caritas	NOMcom	Case=Abl|Numb=Sing	caritate
obsequium	obsequium	NOMcom	Case=Acc|Numb=Sing	obsequium
suum	suus	PROpos.ref	Case=Acc|Numb=Sing	suum
non	non	ADVneg	MORPH=empty	non
ex	ex	PRE	MORPH=empty	ex
metu	metus	NOMcom	Case=Abl|Numb=Sing	metu
suscipi	suscipio	VER	Mood=Inf|Tense=Pres|Voice=Pass	suscipi
.	.	PUNC	MORPH=empty	.
multi	multi	NOMcom	Case=Nom|Numb=Plur	multi
ieiunant	ieiuno	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ieiunant
dum	dum2	CONsub	MORPH=empty	dum
a	ab	PRE	MORPH=empty	a
nobis	nos	PROper	Case=Abl|Numb=Plur	nobis
obiurgari	obiurgo	VER	Mood=Inf|Tense=Pres|Voice=Pass	obiurgari
timent	timeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	timent
.	.	PUNC	MORPH=empty	.
multi	multi	NOMcom	Case=Nom|Numb=Plur	multi
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
in	in	PRE	MORPH=empty	in
usum	usus	NOMcom	Case=Acc|Numb=Sing	usum
indigentium	indigens?	NOMcom	Case=Gen|Numb=Plur	indigentium
praebent	praebeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	praebent
dum	dum2	CONsub	MORPH=empty	dum
exprobrari	exprobro	VER	Mood=Inf|Tense=Pres|Voice=Pass	exprobrari
inreligiosam	irreligiosus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inreligiosam
suae	suus	PROpos.ref	Case=Gen|Numb=Sing	suae
et	et2	CONcoo	MORPH=empty	et
inutilem	inutilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inutilem
cupiditatem	cupiditas	NOMcom	Case=Acc|Numb=Sing	cupiditatem
pertimescunt	pertimesco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	pertimescunt
.	.	PUNC	MORPH=empty	.
multi	multi	NOMcom	Case=Nom|Numb=Plur	multi
ecclesiam	ecclesia	NOMcom	Case=Acc|Numb=Sing	ecclesiam
adeunt	adeo1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	adeunt
dum	dum2	CONsub	MORPH=empty	dum
argui	arguo	VER	Mood=Inf|Tense=Pres|Voice=Pass	argui
absentiam	absentia	NOMcom	Case=Acc|Numb=Sing	absentiam
suam	suus	PROpos.ref	Case=Acc|Numb=Sing	suam
et	et2	CONcoo	MORPH=empty	et
neglegentiam	negligentia	NOMcom	Case=Acc|Numb=Sing	neglegentiam
erubescunt	erubesco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	erubescunt
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
non	non	ADVneg	MORPH=empty	non
omnes	omnis	PROind	Case=Nom|Numb=Plur	omnes
id	is	PROdem	Case=Acc|Numb=Sing	id
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
et	et2	CONcoo	MORPH=empty	et
amant	amo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	amant
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
amore	amor	NOMcom	Case=Abl|Numb=Sing	amore
ergo	ergo2	CONcoo	MORPH=empty	ergo
non	non	ADVneg	MORPH=empty	non
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
incidere	incido?	VER	Mood=Inf|Tense=Pres|Voice=Act	incidere
necessitas	necessitas	NOMcom	Case=Nom|Numb=Sing	necessitas
quia	quia	CONsub	MORPH=empty	quia
nemo	nemo	PROind	Case=Nom|Numb=Sing	nemo
id	is	PROdem	Case=Acc|Numb=Sing	id
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
diligit	diligo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	diligit
non	non	ADVneg	MORPH=empty	non
uult	uolo?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uult
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
facto	factum	NOMcom	Case=Abl|Numb=Sing	facto
uero	uero4	CONcoo	MORPH=empty	uero
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	potest
et	et2	CONcoo	Deg=Pos	et
non	non	ADVneg	MORPH=empty	non
subesse	subsum1	VER	Mood=Inf|Tense=Pres|Voice=Act	subesse
dilectio	dilectio	NOMcom	Case=Nom|Numb=Sing	dilectio
dum	dum2	CONsub	MORPH=empty	dum
id	is	PROdem	Case=Nom|Numb=Sing	id
efficitur	efficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	efficitur
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
non	non	ADVneg	MORPH=empty	non
fecisse	facio	VER	Mood=Inf|Tense=Perf|Voice=Act	fecisse
aut	aut	CONcoo	MORPH=empty	aut
terror	terror	NOMcom	Case=Nom|Numb=Sing	terror
aut	aut	CONcoo	MORPH=empty	aut
pudor	pudor	NOMcom	Case=Nom|Numb=Sing	pudor
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
propheta	prophetus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	propheta
in	in	PRE	MORPH=empty	in
nullo	nullus	PROind	Case=Abl|Numb=Sing	nullo
infirmus	infirmus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	infirmus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
amat	amo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	amat
facit	facio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	facit
et	et2	CONcoo	MORPH=empty	et
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
facit	facio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	facit
indeficienter	indeficienter	ADV	Deg=Pos	indeficienter
exercet	exerceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	exercet
.	.	PUNC	MORPH=empty	.
legem	lex	NOMcom	Case=Acc|Numb=Sing	legem
enim	enim2	CONcoo	MORPH=empty	enim
quia	quia	CONsub	MORPH=empty	quia
diligit	diligo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	diligit
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
die	dies	NOMcom	Case=Abl|Numb=Sing	die
et	et2	CONcoo	MORPH=empty	et
sine	sine	PRE	MORPH=empty	sine
intermissio	intermissio	NOMcom	Case=Nom|Numb=Sing	intermissio
-ne	ne2	CONcoo	MORPH=empty	-ne
meditatur	meditor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	meditatur
.	.	PUNC	MORPH=empty	.
non	non	ADVneg	MORPH=empty	non
subrepunt	subrepo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	subrepunt
alia	alius	PROind	Case=Nom|Numb=Plur	alia
occupationum	occupatio	NOMcom	Case=Gen|Numb=Plur	occupationum
studia	studium	NOMcom	Case=Nom|Numb=Plur	studia
non	non	ADVneg	MORPH=empty	non
interueniunt	interuenio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	interueniunt
diuersi	diuersus	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	diuersi
curarum	cura	NOMcom	Case=Gen|Numb=Plur	curarum
aestus	aestus	NOMcom	Case=Nom|Numb=Sing	aestus
nec	nec2	CONcoo	MORPH=empty	nec
in	in	PRE	MORPH=empty	in
eum	is	PROdem	Case=Acc|Numb=Sing	eum
incidit	incido?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	incidit
interiectu	interiectus	NOMcom	Case=Abl|Numb=Sing	interiectu
nouae	nouus	ADJqua	Case=Gen|Numb=Sing|Deg=Pos	nouae
alicuius	aliquis	PROind	Case=Gen|Numb=Sing	alicuius
cognitionis	cognitio	NOMcom	Case=Gen|Numb=Sing	cognitionis
obliuio	obliuio	NOMcom	Case=Nom|Numb=Sing	obliuio
semper	semper	ADV	Deg=Pos	semper
idem	idem	PROdem	Case=Nom|Numb=Sing	idem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
et	et1	ADV	MORPH=empty	et
in	in	PRE	MORPH=empty	in
eodem	idem	PROdem	Case=Abl|Numb=Sing	eodem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
tantus	tantus	PROdem	Case=Nom|Numb=Sing	tantus
ipse	ipse	PROdem	Case=Nom|Numb=Sing	ipse
in	in	PRE	MORPH=empty	in
dilectae	dilectus2	ADJqua	Case=Gen|Numb=Sing	dilectae
sibi	sui1	PROref	Case=Dat|Numb=Sing	sibi
legis	lex	NOMcom	Case=Gen|Numb=Sing	legis
meditatio	meditatio	NOMcom	Case=Nom|Numb=Sing	meditatio
-ne	ne2	CONcoo	MORPH=empty	-ne
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quantus	quantus2	PROint	Case=Nom|Numb=Sing	quantus
dies	dies	NOMcom	Case=Nom|Numb=Sing	dies
uniuersus	uniuersus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	uniuersus
in	in	PRE	MORPH=empty	in
tempore	tempus?	NOMcom	Case=Abl|Numb=Sing	tempore
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
.	.	PUNC	MORPH=empty	.
Et	et2	CONcoo	MORPH=empty	et
quia	quia	CONsub	MORPH=empty	quia
ut	ut1	ADVrel	MORPH=empty	ut
superius	superius	ADV	Deg=Comp	superius
commemorauimus	commemoro	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=1	commemorauimus
legis	lex	NOMcom	Case=Gen|Numb=Sing	legis
et	et2	CONcoo	MORPH=empty	et
prophetarum	prophetus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	prophetarum
atque	atque1	CONcoo	MORPH=empty	atque
euangeliorum	euangelium	NOMcom	Case=Gen|Numb=Plur	euangeliorum
hominem	homo	NOMcom	Case=Acc|Numb=Sing	hominem
in	in	PRE	MORPH=empty	in
se	sui1	PROref	Case=Acc|Numb=Sing	se
propheta	propheta	NOMcom	Case=Acc|Numb=Plur	propheta
demonstrat	demonstro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	demonstrat
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
in	in	PRE	MORPH=empty	in
consequenti	consequor	ADJqua	Case=Abl|Numb=Sing|Deg=Pos|Mood=Par|Tense=Pres|Voice=Dep	consequenti
uersu	uersus1	NOMcom	Case=Abl|Numb=Sing	uersu
super	super2	PRE	MORPH=empty	super
inimicos	inimicus1	NOMcom	Case=Acc|Numb=Plur	inimicos
meos	meus	PROpos	Case=Acc|Numb=Plur	meos
prudentem	prudens	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	prudentem
me	ego	PROper	Case=Acc|Numb=Sing	me
fecisti	facio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2	fecisti
mandato	mandatum	VER	Case=Dat|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	mandato
tuo	tuus	PROpos	Case=Abl|Numb=Sing	tuo
quoniam	quoniam	CONsub	MORPH=empty	quoniam
in	in	PRE	MORPH=empty	in
mihi	ego	PROper	Case=Dat|Numb=Sing	mihi
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
.	.	PUNC	MORPH=empty	.
mandata	mandatum	NOMcom	Case=Acc|Numb=Plur	mandata
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
prudentius	prudenter	ADV	Deg=Comp	prudentius
propheta	prophetus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	propheta
quam	quam1	ADVrel	MORPH=empty	quam
inimici	inimicus1	NOMcom	Case=Gen|Numb=Sing	inimici
eius	is	PROdem	Case=Gen|Numb=Sing	eius
intellegit	intelligo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	intellegit
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
commune	communis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	commune
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
et	et2	CONcoo	MORPH=empty	et
inimicis	inimicus1	NOMcom	Case=Dat|Numb=Plur	inimicis
nostris	noster	PROpos	Case=Dat|Numb=Plur	nostris
in	in	PRE	MORPH=empty	in
praeceptis	praeceptum	NOMcom	Case=Abl|Numb=Plur	praeceptis
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
non	non	ADVneg	MORPH=empty	non
solum	solum2	ADV	Deg=Pos	solum
ne	ne3	ADVneg	MORPH=empty	ne
mediocriter	mediocriter	ADV	Deg=Pos	mediocriter
quidem	quidem	ADV	Deg=Pos	quidem
conperta	compertus	ADJqua	Case=Acc|Numb=Plur	conperta
habent	habeo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	habent
uerum	uerum?	NOMcom	Case=Acc|Numb=Sing	uerum
ne	ne4	CONsub	MORPH=empty	ne
initium	initium	NOMcom	Case=Acc|Numb=Sing	initium
saltim	saltem	ADV	Deg=Pos	saltim
cognoscendi	cognosco	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act	cognoscendi
consectantur	consector2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	consectantur
et	et2	CONcoo	MORPH=empty	et
quid	quis1	PROint	Case=Nom|Numb=Sing	quid
magnum	magnus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	magnum
si	si2	CONsub	MORPH=empty	si
inimicis	inimicus1	NOMcom	Case=Dat|Numb=Plur	inimicis
suis	suus	PROpos.ref	Case=Dat|Numb=Plur	suis
in	in	PRE	MORPH=empty	in
