form	lemma	POS	morph	treated_token
lumine	lumen	NOMcom	Case=Abl|Numb=Sing	lumine
scientiae	scientia	NOMcom	Case=Gen|Numb=Sing	scientiae
inluminemus	illumineo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	inluminemus
.	.	PUNC	MORPH=empty	.
tenendus	teneo	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	tenendus
igitur	igitur	CONcoo	MORPH=empty	igitur
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
ordo	ordo	NOMcom	Case=Nom|Numb=Sing	ordo
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
sationis	satio1	NOMcom	Case=Gen|Numb=Sing	sationis
messis	messis	NOMcom	Case=Nom|Numb=Sing	messis
et	et2	CONcoo	MORPH=empty	et
inluminationis	illuminatio	NOMcom	Case=Gen|Numb=Sing	inluminationis
.	.	PUNC	MORPH=empty	.
plures	multus	ADJqua	Case=Nom|Numb=Plur|Deg=Comp	plures
enim	enim2	CONcoo	MORPH=empty	enim
nostrum	nos	PROper	Case=Acc|Numb=Plur	nostrum
inluminari	illumino	VER	Mood=Inf|Tense=Pres|Voice=Pass	inluminari
se	sui1	PROref	Case=Acc|Numb=Sing	se
prius	prius	ADJadv.ord	Deg=Comp	prius
quam	quam1	ADVrel	MORPH=empty	quam
serere	sero?	VER	Mood=Inf|Tense=Pres|Voice=Act	serere
ac	ac1	CONcoo	MORPH=empty	ac
metere	meto?	VER	Tense=Pres|Voice=Act	metere
festinant	festino	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	festinant
cum	cum3	CONsub	MORPH=empty	cum
satio	satio1	NOMcom	Case=Nom|Numb=Sing	satio
atque	atque1	CONcoo	MORPH=empty	atque
messis	messis	NOMcom	Case=Nom|Numb=Sing	messis
quaedam	quidam	PROind	Case=Nom|Numb=Sing	quaedam
consequendi	consequor	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Dep	consequendi
luminis	lumen	NOMcom	Case=Gen|Numb=Sing	luminis
praeparatio	praeparatio	NOMcom	Case=Nom|Numb=Sing	praeparatio
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
.	.	PUNC	MORPH=empty	.
Prima	primus	ADJord	Case=Nom|Numb=Sing|Deg=Sup	prima
igitur	igitur	CONcoo	MORPH=empty	igitur
haec	hic1	PROdem	Case=Nom|Numb=Sing	haec
beatitudo	beatitudo	NOMcom	Case=Nom|Numb=Sing	beatitudo
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
beatos	beatus	ADJqua	Case=Acc|Numb=Plur|Deg=Pos	beatos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
qui	qui1	PROrel	Case=Nom|Numb=Plur	qui
inmaculati	immaculo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	inmaculati
in	in	PRE	MORPH=empty	in
uia	uia	NOMcom	Case=Abl|Numb=Sing	uia
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sint
sed	sed	CONcoo	MORPH=empty	sed
non	non	ADVneg	MORPH=empty	non
in	in	PRE	MORPH=empty	in
uia	uia	NOMcom	Case=Abl|Numb=Sing	uia
fortuita	fortuitus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	fortuita
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
incerta	incertus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	incerta
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
erratica	erraticus	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	erratica
sed	sed	CONcoo	MORPH=empty	sed
in	in	PRE	MORPH=empty	in
uia	uia	NOMcom	Case=Abl|Numb=Sing	uia
in	in	PRE	MORPH=empty	in
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
in	in	PRE	MORPH=empty	in
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
ambulatur	ambulo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	ambulatur
.	.	PUNC	MORPH=empty	.
plures	multus	ADJqua	Case=Nom|Numb=Plur|Deg=Comp	plures
etenim	etenim	CONcoo	MORPH=empty	etenim
utilem	utilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	utilem
et	et2	CONcoo	MORPH=empty	et
necessariam	necessarius2	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	necessariam
uiam	uia	NOMcom	Case=Acc|Numb=Sing	uiam
se	sui1	PROref	Case=Acc|Numb=Sing	se
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
ingressos	ingredior	VER	Case=Acc|Numb=Plur|Mood=Inf|Tense=Perf|Voice=Dep	ingressos
existimant	existimo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	existimant
;	;	PUNC	MORPH=empty	;
sed	sed	CONcoo	MORPH=empty	sed
inmaculati	immaculo	VER	Case=Nom|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	inmaculati
in	in	PRE	MORPH=empty	in
uia	uia	NOMcom	Case=Abl|Numb=Sing	uia
non	non	ADVneg	MORPH=empty	non
erunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=3	erunt
quia	quia	CONsub	MORPH=empty	quia
non	non	ADVneg	MORPH=empty	non
in	in	PRE	MORPH=empty	in
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
domini	dominus	NOMcom	Case=Nom|Numb=Plur	domini
ambulant	ambulo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ambulant
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
uia	uia	NOMcom	Case=Nom|Numb=Sing	uia
haec	hic1	PROdem	Case=Nom|Numb=Sing	haec
non	non	ADVneg	MORPH=empty	non
solum	solum2	ADV	Deg=Pos	solum
ineunda	ineo1	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	ineunda
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
sed	sed	CONcoo	MORPH=empty	sed
etiam	etiam	ADV	Deg=Pos	etiam
peragenda	perago	VER	Case=Nom|Numb=Sing|Mood=Adj|Voice=Pass	peragenda
.	.	PUNC	MORPH=empty	.
nemo	nemo	PROind	Case=Nom|Numb=Sing	nemo
enim	enim2	CONcoo	MORPH=empty	enim
dum	dum2	CONsub	MORPH=empty	dum
in	in	PRE	MORPH=empty	in
uia	uia	NOMcom	Case=Abl|Numb=Sing	uia
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
id	is	PROdem	Case=Nom|Numb=Sing	id
.	.	PUNC	MORPH=empty	.
ad	ad2	PRE	MORPH=empty	ad
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
per	per	PRE	MORPH=empty	per
uiam	uia	NOMcom	Case=Acc|Numb=Sing	uiam
tendit	tendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	tendit
obtinuit	obtineo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	obtinuit
;	;	PUNC	MORPH=empty	;
beatus	beatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	beatus
Paulus	paulus	NOMcom	Case=Nom|Numb=Sing	paulus
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
non	non	ADVneg	MORPH=empty	non
quod	quod2	CONsub	MORPH=empty	quod
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
acceperim	accipio	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=1	acceperim
aut	aut	CONcoo	MORPH=empty	aut
iam	iam	ADV	Deg=Pos	iam
perfectus	perfectus2	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	perfectus
sim	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1	sim
sequor	sequor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	sequor
autem	autem	CONcoo	MORPH=empty	autem
si	si2	CONsub	MORPH=empty	si
adprehendam	apprehendo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1	adprehendam
inquoet	inquoeo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	inquoet
adprehensus	apprehendo	NOMcom	Case=Nom|Numb=Sing	adprehensus
suma	suma	VER	Numb=Sing	suma
Christo	christo	NOMcom	Case=Abl|Numb=Sing	christo
.	.	PUNC	MORPH=empty	.
ergo	ergo2	CONcoo	MORPH=empty	ergo
adhuc	adhuc	ADV	Deg=Pos	adhuc
ille	ille	PROdem	Case=Nom|Numb=Sing	ille
pergebat	pergo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	pergebat
;	;	PUNC	MORPH=empty	;
sed	sed	CONcoo	MORPH=empty	sed
pergebat	pergo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3	pergebat
ea	is	PROdem	Case=Acc|Numb=Plur	ea
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
retro	retro1	ADV	Deg=Pos	retro
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
.	.	PUNC	MORPH=empty	.
obliuiscens	obliuiscor	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Dep	obliuiscens
his	hic1	PROdem	Case=Dat|Numb=Plur	his
autem	autem	CONcoo	MORPH=empty	autem
quae	qui1	PROrel	Case=Nom|Numb=Plur	quae
in	in	PRE	MORPH=empty	in
priore	prior	ADJord	Case=Abl|Numb=Sing|Deg=Comp	priore
sunt	sum1	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	sunt
se	sui1	PROref	Case=Acc|Numb=Sing	se
extendens	extendo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	extendens
.	.	PUNC	MORPH=empty	.
itaque	itaque	CONcoo	MORPH=empty	itaque
uiam	uia	NOMcom	Case=Acc|Numb=Sing	uiam
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
agens	ago	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	agens
beatus	beatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	beatus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
cum	cum3	CONsub	MORPH=empty	cum
obliuio	obliuio	NOMcom	Case=Nom|Numb=Sing	obliuio
-ne	ne2	CONcoo	MORPH=empty	-ne
praeteritorum	praeteritus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	praeteritorum
in	in	PRE	MORPH=empty	in
futurorum	futurum	NOMcom	Case=Gen|Numb=Plur	futurorum
spem	spes	NOMcom	Case=Acc|Numb=Sing	spem
extenditur	extendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	extenditur
.	.	PUNC	MORPH=empty	.
et	et2	CONcoo	MORPH=empty	et
quae	quis1	PROint	Case=Nom|Numb=Sing	quae
uia	uia	NOMcom	Case=Nom|Numb=Sing	uia
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
in	in	PRE	MORPH=empty	in
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
unusquisque	unusquisque	PROind	Case=Nom|Numb=Sing	unusquisque
ambulans	ambulo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	ambulans
beatus	beatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	beatus
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sit
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
docet	doceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	docet
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
ego	ego	PROper	Case=Nom|Numb=Sing	ego
sum	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	sum
uia	uia	NOMcom	Case=Nom|Numb=Sing	uia
.	.	PUNC	MORPH=empty	.
quisquis	quisquis1	PROrel	Case=Nom|Numb=Sing	quisquis
igitur	igitur	CONcoo	MORPH=empty	igitur
in	in	PRE	MORPH=empty	in
praeceptis	praeceptum	NOMcom	Case=Abl|Numb=Plur	praeceptis
eius	is	PROdem	Case=Gen|Numb=Sing	eius
institerit	insisto	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3	institerit
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
beatus	beatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	beatus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
dum	dum2	CONsub	MORPH=empty	dum
uitia	uitium	NOMcom	Case=Acc|Numb=Plur	uitia
carnis	caro1	NOMcom	Case=Abl|Numb=Plur	carnis
coercet	coerceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	coercet
dum	dum2	CONsub	MORPH=empty	dum
animi	animus	NOMcom	Case=Gen|Numb=Sing	animi
petulantiam	petulantia	NOMcom	Case=Acc|Numb=Sing	petulantiam
edomat	edomo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	edomat
dum	dum2	CONsub	MORPH=empty	dum
auaritiae	auaritia	NOMcom	Case=Gen|Numb=Sing	auaritiae
famem	fames	NOMcom	Case=Acc|Numb=Sing	famem
uincit	uinco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uincit
dum	dum2	CONsub	MORPH=empty	dum
terrenorum	terrenus	ADJqua	Case=Gen|Numb=Plur|Deg=Pos	terrenorum
honorum	honor	NOMcom	Case=Gen|Numb=Plur	honorum
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing	gloriam
euitat	euito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	euitat
.	.	PUNC	MORPH=empty	.
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
in	in	PRE	MORPH=empty	in
his	hic1	PROdem	Case=Abl|Numb=Plur	his
ergo	ergo2	CONcoo	MORPH=empty	ergo
manserit	maneo	VER	Numb=Sing|Mood=Sub|Tense=Fut|Voice=Act|Person=3	manserit
hic	hic1	PROdem	Case=Nom|Numb=Sing	hic
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
inmaculatus	immaculo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	inmaculatus
in	in	PRE	MORPH=empty	in
uia	uia	NOMcom	Case=Abl|Numb=Sing	uia
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
ambulans	ambulo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	ambulans
.	.	PUNC	MORPH=empty	.
Adiectio	adiectio	NOMcom	Case=Nom|Numb=Sing	adiectio
autem	autem	CONcoo	MORPH=empty	autem
ea	is	PROdem	Case=Nom|Numb=Sing	ea
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
dictum	dico?	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Pass|Person=3	dictum
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
domini	dominus	NOMcom	Case=Gen|Numb=Sing	domini
non	non	ADVneg	MORPH=empty	non
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
otiosa	otiosus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	otiosa
.	.	PUNC	MORPH=empty	.
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
enim	enim2	CONcoo	MORPH=empty	enim
et	et2	CONcoo	MORPH=empty	et
peccati	peccatum	NOMcom	Case=Gen|Numb=Sing	peccati
lex	lex	NOMcom	Case=Nom|Numb=Sing	lex
de	de	PRE	MORPH=empty	de
qua	qui1	PROrel	Case=Abl|Numb=Sing	qua
ait	aio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ait
beatus	beatus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	beatus
apostolus	apostolus	NOMcom	Numb=Sing	apostolus
uideo	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	uideo
aliam	alius	PROind	Case=Acc|Numb=Sing	aliam
legem	lex	NOMcom	Case=Acc|Numb=Sing	legem
in	in	PRE	MORPH=empty	in
membris	membrum	NOMcom	Case=Abl|Numb=Plur	membris
meis	meus	PROpos	Case=Abl|Numb=Plur	meis
contramilitantem	contramilio	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	contramilitantem
legi	lego?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1	legi
mentis	mens	NOMcom	Case=Gen|Numb=Sing	mentis
meae	meus	PROpos	Case=Gen|Numb=Sing	meae
et	et2	CONcoo	MORPH=empty	et
captiuum	captiuus1	NOMcom	Case=Acc|Numb=Sing|Deg=Pos	captiuum
me	ego	PROper	Case=Acc|Numb=Sing	me
ducentem	duco	VER	Case=Acc|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	ducentem
in	in	PRE	MORPH=empty	in
lege	lex	NOMcom	Case=Abl|Numb=Sing	lege
peccati	peccatum	NOMcom	Case=Gen|Numb=Sing	peccati
.	.	PUNC	MORPH=empty	.
ergo	ergo2	CONcoo	MORPH=empty	ergo
