form	lemma	POS	morph	treated_token
suum	suus	PROpos.ref	Case=Acc|Numb=Sing	suum
.	.	PUNC	MORPH=empty	.
quo	quis1	PROint	Case=Abl	quo
nascimur	nascor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	nascimur
munus	munus	NOMcom	Case=Acc|Numb=Sing	munus
interimat	interimo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	interimat
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
propheta	prophetus	ADJqua	Numb=Sing	propheta
cognitio	cognitio	NOMcom	Case=Nom|Numb=Sing	cognitio
-ne	ne2	CONcoo	MORPH=empty	-ne
rerum	res	NOMcom	Case=Gen|Numb=Plur	rerum
caelestium	caelestia	NOMcom	Case=Gen|Numb=Plur	caelestium
dignus	dignus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	dignus
et	et2	CONcoo	MORPH=empty	et
in	in	PRE	MORPH=empty	in
lucem	lux	NOMcom	Case=Acc|Numb=Sing	lucem
scientiae	scientia	NOMcom	Case=Gen|Numb=Sing	scientiae
munere	munus	NOMcom	Case=Abl|Numb=Sing	munere
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
et	et2	CONcoo	MORPH=empty	et
eloquio	eloquium	NOMcom	Case=Abl|Numb=Sing	eloquio
collocatus	colloco	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	collocatus
ducem	dux	NOMcom	Case=Acc|Numb=Sing	ducem
ad	ad2	PRE	MORPH=empty	ad
bene	bene	ADV	Deg=Pos	bene
et	et2	CONcoo	MORPH=empty	et
innocenter	innocenter	ADV	Deg=Pos	innocenter
uiuendum	uiuo	VER	Case=Acc|Numb=Sing|Mood=Adj|Voice=Pass	uiuendum
eum	is	PROdem	Case=Acc|Numb=Sing	eum
sequitur	sequor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	sequitur
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
lux	lux	NOMcom	Case=Nom|Numb=Sing	lux
uera	uerus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	uera
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
et	et2	CONcoo	MORPH=empty	et
qui	qui1	PROrel	Case=Nom|Numb=Sing	qui
omnem	omnis	PROind	Case=Acc|Numb=Sing	omnem
hominem	homo	NOMcom	Case=Acc|Numb=Sing	hominem
lucificat	lucifico	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	lucificat
.	.	PUNC	MORPH=empty	.
Ha	hic1	PROdem	Case=Nom|Numb=Sing	ha
-	-	PUNC	MORPH=empty	-
-ne	ne2	CONcoo	MORPH=empty	-ne
ergo	ergo2	CONcoo	MORPH=empty	ergo
suae	suus	PROpos.ref	Case=Gen|Numb=Sing	suae
ignorantiam	ignorantia	NOMcom	Case=Acc|Numb=Sing	ignorantiam
quodam	quidam	PROind	Case=Abl|Numb=Sing	quodam
praelato	praefero	VER	Case=Abl|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	praelato
lumine	lumen	NOMcom	Case=Abl|Numb=Sing	lumine
ad	ad2	PRE	MORPH=empty	ad
dirigit	dirigo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	dirigit
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
lucerna	lucerna	NOMcom	Case=Nom|Numb=Sing	lucerna
pedibus	pes	NOMcom	Case=Dat|Numb=Plur	pedibus
meis	meus	PROpos	Case=Dat|Numb=Plur	meis
uerbum	uerbum	NOMcom	Case=Nom|Numb=Sing	uerbum
tuum	tuus	PROpos	Case=Acc|Numb=Sing	tuum
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
se	sui1	PROref	Case=Acc|Numb=Sing	se
nisi	nisi	CONsub	MORPH=empty	nisi
uerbo	uerbum	NOMcom	Case=Abl|Numb=Sing	uerbo
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
inluminatum	illuminatus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inluminatum
has	hic1	PROdem	Case=Acc|Numb=Plur	has
corporum	corpus	NOMcom	Case=Gen|Numb=Plur	corporum
tenebras	tenebrae	NOMcom	Case=Acc|Numb=Plur	tenebras
et	et2	CONcoo	MORPH=empty	et
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
saeculi	saeculum	NOMcom	Case=Gen|Numb=Sing	saeculi
noctem	nox	NOMcom	Case=Acc|Numb=Sing	noctem
ferre	fero	VER	Mood=Inf|Tense=Pres|Voice=Act	ferre
non	non	ADVneg	MORPH=empty	non
posse	possum1	VER	Mood=Inf|Tense=Pres|Voice=Act	posse
.	.	PUNC	MORPH=empty	.
scit	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	scit
ubique	ubique	ADV	Deg=Pos	ubique
adesse	assum1	VER	Mood=Inf|Tense=Pres|Voice=Act	adesse
lapides	lapis	NOMcom	Case=Acc|Numb=Plur	lapides
offensionum	offensio	NOMcom	Case=Gen|Numb=Plur	offensionum
laqueos	laqueus	NOMcom	Case=Acc|Numb=Plur	laqueos
funium	funis	NOMcom	Case=Gen|Numb=Plur	funium
scrobes	scrobis	NOMcom	Case=Acc|Numb=Plur	scrobes
fouearum	fouea	NOMcom	Case=Gen|Numb=Plur	fouearum
.	.	PUNC	MORPH=empty	.
ut	ut1	ADVrel	MORPH=empty	ut
enim	enim2	CONcoo	MORPH=empty	enim
quis	quis2	PROind	Case=Nom|Numb=Sing	quis
nocte	nocte	ADV	Deg=Pos	nocte
egressus	egredior	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Perf|Voice=Dep	egressus
lucernam	lucerna	NOMcom	Case=Acc|Numb=Sing	lucernam
antefert	antefero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	antefert
et	et2	CONcoo	MORPH=empty	et
quo	quo?	ADVrel	MORPH=empty	quo
pedem	pes	NOMcom	Case=Acc|Numb=Sing	pedem
inferat	infero	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3	inferat
contuetur	contueor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	contuetur
atque	atque1	CONcoo	MORPH=empty	atque
ad	ad2	PRE	MORPH=empty	ad
singulos	singulus	ADJdis	Case=Acc|Numb=Plur	singulos
gressus	gressus	NOMcom	Case=Acc|Numb=Plur	gressus
lumine	lumen	NOMcom	Case=Abl|Numb=Sing	lumine
sollicitus	sollicitus	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	sollicitus
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
ita	ita	ADV	Deg=Pos	ita
unusquisque	unusquisque	PROind	Case=Nom|Numb=Sing	unusquisque
nostrum	nos	PROper	Case=Gen|Numb=Plur	nostrum
manens	maneo	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	manens
in	in	PRE	MORPH=empty	in
se	sui1	PROref	Case=Abl|Numb=Sing	se
uerbum	uerbum	NOMcom	Case=Nom|Numb=Sing	uerbum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
in	in	PRE	MORPH=empty	in
omnes	omnis	PROind	Case=Acc|Numb=Plur	omnes
operum	opus?	NOMcom	Case=Gen|Numb=Plur	operum
processus	processus	NOMcom	Case=Acc|Numb=Plur	processus
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
lucernam	lucerna	NOMcom	Case=Acc|Numb=Sing	lucernam
omnis	omnis	PROind	Case=Nom|Numb=Sing	omnis
etenim	etenim	CONcoo	MORPH=empty	etenim
doctrina	doctrina	NOMcom	Case=Nom|Numb=Sing	doctrina
caelestis	caelestis	ADJqua	Case=Nom|Numb=Sing|Deg=Pos	caelestis
dux	dux	NOMcom	Case=Nom|Numb=Sing	dux
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
ad	ad2	PRE	MORPH=empty	ad
iter	iter	NOMcom	Case=Acc|Numb=Sing	iter
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
quae	qui1	PROrel	Case=Nom|Numb=Sing	quae
lucernae	lucerna	NOMcom	Case=Gen|Numb=Sing	lucernae
modo	modo1	ADV	Deg=Pos	modo
in	in	PRE	MORPH=empty	in
hac	hic1	PROdem	Case=Abl|Numb=Sing	hac
nocte	nox	NOMcom	Case=Abl|Numb=Sing	nocte
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
cum	cum3	CONsub	MORPH=empty	cum
aliquid	aliquis	PROind	Case=Acc|Numb=Sing	aliquid
aut	aut	CONcoo	MORPH=empty	aut
agimus	ago	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	agimus
aut	aut	CONcoo	MORPH=empty	aut
cogitamus	cogito	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1	cogitamus
aut	aut	CONcoo	MORPH=empty	aut
loquimur	loquor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1	loquimur
ut	ut4	CONsub	MORPH=empty	ut
ea	is	PROdem	Case=Acc|Numb=Plur	ea
in	in	PRE	MORPH=empty	in
omnem	omnis	PROind	Case=Acc|Numb=Sing	omnem
progressum	progressus1	NOMcom	Case=Acc|Numb=Sing	progressum
cuiuscumque	quicumque2	PROind	Case=Gen|Numb=Sing	cuiuscumque
operationis	operatio	NOMcom	Case=Gen|Numb=Sing	operationis
utamur	utor	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Dep|Person=1	utamur
.	.	PUNC	MORPH=empty	.
Iubet	iubeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	iubet
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
in	in	PRE	MORPH=empty	in
euangeliis	euangelium	NOMcom	Case=Abl|Numb=Plur	euangeliis
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
praeceptorum	praeceptum	NOMcom	Case=Gen|Numb=Plur	praeceptorum
suorum	suus	PROpos.ref	Case=Gen|Numb=Plur	suorum
lucernam	lucerna	NOMcom	Case=Acc|Numb=Sing	lucernam
non	non	ADVneg	MORPH=empty	non
otiosam	otiosus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	otiosam
et	et2	CONcoo	MORPH=empty	et
inutilem	inutilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inutilem
occuli	occulo	VER	Numb=Sing|Tense=Pres|Voice=Act	occuli
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
nemo	nemo	PROind	Case=Nom|Numb=Sing	nemo
enim	enim2	CONcoo	MORPH=empty	enim
lucernam	lucerna	NOMcom	Case=Acc|Numb=Sing	lucernam
accendit	accendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	accendit
et	et2	CONcoo	MORPH=empty	et
ponit	pono	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ponit
eam	is	PROdem	Case=Acc|Numb=Sing	eam
sub	sub	PRE	MORPH=empty	sub
modio	modius	NOMcom	Case=Abl|Numb=Sing	modio
.	.	PUNC	MORPH=empty	.
quae	qui?	PROint	Case=Nom|Numb=Sing	quae
enim	enim2	CONcoo	MORPH=empty	enim
si	si2	CONsub	MORPH=empty	si
modio	modius	NOMcom	Case=Abl|Numb=Sing	modio
tegatur	tego	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Pass|Person=3	tegatur
utilitas	utilitas	NOMcom	Case=Nom|Numb=Sing	utilitas
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
usum	usus	NOMcom	Case=Acc|Numb=Sing	usum
suum	suus	PROpos.ref	Case=Acc|Numb=Sing	suum
tantum	tantum2	ADV	Deg=Pos	tantum
intra	intra2	PRE	MORPH=empty	intra
id	is	PROdem	Case=Acc|Numb=Sing	id
quo	qui1	PROrel	Case=Abl|Numb=Sing	quo
operitur	operio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3	operitur
inpendit	impendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	inpendit
.	.	PUNC	MORPH=empty	.
iubet	iubeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	iubet
igitur	igitur	CONcoo	MORPH=empty	igitur
eam	is	PROdem	Case=Acc|Numb=Sing	eam
in	in	PRE	MORPH=empty	in
candelabro	candelabrum	NOMcom	Case=Abl|Numb=Sing	candelabro
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
in	in	PRE	MORPH=empty	in
officii	officium	NOMcom	Case=Gen|Numb=Sing	officii
sui	suus	PROref	Case=Gen|Numb=Sing	sui
sede	sedes	NOMcom	Case=Abl|Numb=Sing	sede
constitui	constituo	VER	Mood=Inf|Tense=Pres|Voice=Pass	constitui
.	.	PUNC	MORPH=empty	.
itaque	itaque	CONcoo	MORPH=empty	itaque
hanc	hic1	PROdem	Case=Acc|Numb=Sing	hanc
doctrinam	doctrina	NOMcom	Case=Acc|Numb=Sing	doctrinam
atque	atque1	CONcoo	MORPH=empty	atque
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
uerbum	uerbum	NOMcom	Case=Nom|Numb=Sing	uerbum
dei	deus	NOMcom	Case=Gen|Numb=Sing	dei
intra	intra2	PRE	MORPH=empty	intra
nos	nos	PROper	Case=Acc|Numb=Plur	nos
receptum	recipio	VER	Case=Acc|Numb=Sing|Mood=Inf|Tense=Perf|Voice=Pass	receptum
non	non	ADVneg	MORPH=empty	non
otiosum	otiosus	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	otiosum
neque	neque	CONcoo	MORPH=empty	neque
inutile	inutilis	ADJqua	Case=Acc|Numb=Sing|Deg=Pos	inutile
tamquam	tamquam1	ADVrel	MORPH=empty	tamquam
modio	modius	NOMcom	Case=Abl|Numb=Sing	modio
occulamus	occulo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	occulamus
sed	sed	CONcoo	MORPH=empty	sed
lumen	lumen	NOMcom	Case=Acc|Numb=Sing	lumen
istud	iste	PROdem	Case=Acc|Numb=Sing	istud
nobis	nos	PROper	Case=Dat|Numb=Plur	nobis
ipsis	ipse	PROdem	Case=Dat|Numb=Plur	ipsis
primum	primum	ADJadv.ord	Deg=Sup	primum
et	et2	CONcoo	MORPH=empty	et
rursus	rursus	ADV	Deg=Pos	rursus
ex	ex	PRE	MORPH=empty	ex
nobis	nos	PROper	Case=Abl|Numb=Plur	nobis
omnibus	omnis	PROind	Case=Abl|Numb=Plur	omnibus
gentibus	gens	NOMcom	Case=Dat|Numb=Plur	gentibus
praebeamus	praebeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	praebeamus
.	.	PUNC	MORPH=empty	.
sequenti	sequens	ADJqua	Case=Abl|Numb=Sing|Deg=Pos	sequenti
quoque	quoque	ADV	Deg=Pos	quoque
istud	iste	PROdem	Case=Acc|Numb=Sing	istud
mandato	mando?	VER	Case=Dat|Numb=Sing|Mood=Par|Tense=Perf|Voice=Pass	mandato
dominus	dominus	NOMcom	Case=Nom|Numb=Sing	dominus
admonuit	admoneo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	admonuit
dicens	dico?	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	dicens
sint	sum1	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3	sint
lumbi	lumbus	NOMcom	Case=Nom|Numb=Plur	lumbi
uestri	uester	PROpos	Case=Nom|Numb=Plur	uestri
et	et2	CONcoo	MORPH=empty	et
ardentes	ardens	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	ardentes
.	.	PUNC	MORPH=empty	.
iubet	iubeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	iubet
ergo	ergo2	CONcoo	MORPH=empty	ergo
nihil	nihil	PROind	Case=Ind	nihil
nos	nos	PROper	Case=Acc|Numb=Plur	nos
agere	ago	VER	Mood=Inf|Tense=Pres|Voice=Act	agere
in	in	PRE	MORPH=empty	in
obscuro	obscurum1	NOMcom	Case=Abl|Numb=Sing	obscuro
quia	quia	CONsub	MORPH=empty	quia
omnis	omnis	PROind	Case=Acc|Numb=Plur	omnis
in	in	PRE	MORPH=empty	in
peccatis	peccatum	NOMcom	Case=Abl|Numb=Plur	peccatis
agens	ago	VER	Case=Nom|Numb=Sing|Mood=Par|Tense=Pres|Voice=Act	agens
odit	odi	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3	odit
lumen	lumen	NOMcom	Case=Acc|Numb=Sing	lumen
et	et2	CONcoo	MORPH=empty	et
diligit	diligo3	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	diligit
tenebras	tenebrae	NOMcom	Case=Acc|Numb=Plur	tenebras
.	.	PUNC	MORPH=empty	.
uult	uolo?	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	uult
has	hic1	PROdem	Case=Acc|Numb=Plur	has
lucernas	lucerna	NOMcom	Case=Acc|Numb=Plur	lucernas
nostras	noster	PROpos	Case=Acc|Numb=Plur	nostras
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act	esse
semper	semper	ADV	Deg=Pos	semper
accensas	accendo	VER	Case=Acc|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass	accensas
ne	ne4	CONsub	MORPH=empty	ne
quando	quando?	ADV	Deg=Pos	quando
in	in	PRE	MORPH=empty	in
nocte	nox	NOMcom	Case=Abl|Numb=Sing	nocte
huius	hic1	PROdem	Case=Gen|Numb=Sing	huius
saeculi	saeculum	NOMcom	Case=Gen|Numb=Sing	saeculi
relinquamur	relinquo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Pass|Person=1	relinquamur
.	.	PUNC	MORPH=empty	.
in	in	PRE	MORPH=empty	in
tabernaculo	tabernaculum	NOMcom	Case=Abl|Numb=Sing	tabernaculo
testimonii	testimonium	NOMcom	Case=Gen|Numb=Sing	testimonii
lucerna	lucerna	NOMcom	Case=Abl|Numb=Sing	lucerna
accenditur	accendo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3	accenditur
et	et2	CONcoo	MORPH=empty	et
haec	hic1	PROdem	Case=Nom|Numb=Sing	haec
omni	omnis	PROind	Case=Abl|Numb=Sing	omni
festiuitatis	festiuitas	NOMcom	Case=Gen|Numb=Sing	festiuitatis
tempore	tempus?	NOMcom	Case=Abl|Numb=Sing	tempore
ardet	ardeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	ardet
.	.	PUNC	MORPH=empty	.
illi	ille	PROdem	Case=Nom|Numb=Plur	illi
hoc	hic1	PROdem	Case=Acc|Numb=Sing	hoc
quod	qui1	PROrel	Case=Acc|Numb=Sing	quod
agunt	ago	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	agunt
nesciunt	nescio	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3	nesciunt
.	.	PUNC	MORPH=empty	.
sed	sed	CONcoo	MORPH=empty	sed
nos	nos	PROper	Case=Nom|Numb=Plur	nos
in	in	PRE	MORPH=empty	in
his	hic1	PROdem	Case=Abl|Numb=Plur	his
tabernaculorum	tabernaculum	NOMcom	Case=Gen|Numb=Plur	tabernaculorum
nostrorum	noster	PROpos	Case=Gen|Numb=Plur	nostrorum
id	is	PROdem	Case=Nom|Numb=Sing	id
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3	est
corporum	corpus	NOMcom	Case=Gen|Numb=Plur	corporum
testimoniis	testimonium	NOMcom	Case=Abl|Numb=Plur	testimoniis
ardentes	ardens	ADJqua	Case=Nom|Numb=Plur|Deg=Pos	ardentes
lucernas	lucerna	NOMcom	Case=Acc|Numb=Plur	lucernas
semper	semper	ADV	Deg=Pos	semper
habeamus	habeo	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1	habeamus
et	et2	CONcoo	MORPH=empty	et
festiuitatem	festiuitas	NOMcom	Case=Acc|Numb=Sing	festiuitatem
